id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
CharacterArchiveContent.11511.1,恐怖的人形兵器,The Terrifying Humanoid Weapon,恐ろしき人型兵器,공포의 인간형 병기,恐怖的人形兵器,CharacterArchiveContent.json
CharacterArchiveContent.11512.1,初相识,First Encounter,あどけなき少女,첫 만남,初相識,CharacterArchiveContent.json
CharacterArchiveContent.11513.1,武器轶闻：雪崩,Weapon Anecdote: Avalanche,武器逸話：アバランチ,무기 일화: 아발란체,武器軼事：雪崩,CharacterArchiveContent.json
CharacterArchiveContent.11611.1,新品种培育笔记,Notes on Cultivation of New Varieties,新品種の開発日記,신품종 재배 일기,新品種培育筆記,CharacterArchiveContent.json
CharacterArchiveContent.11612.1,饥荒记忆,Memories of Famine,飢えの記憶,기근의 기억,飢荒記憶,CharacterArchiveContent.json
CharacterArchiveContent.11613.1,武器轶事：联合工业-试制205型多功能铲,Weapon Anecdote: United Industrial - Prototype 205 Multifunction Shovel,武器逸話：アグリ・インダストリー 試作205型マルチシャベル,무기 일화: 아그리 인더스트리 - 시제 205형 다용도 삽,武器軼事：聯合工業-試製205型多功能鏟,CharacterArchiveContent.json
CharacterArchiveContent.11711.1,璟麟的值班记录（上）,Jinglin's Shift Log (Part One),ジンリンの業務日誌（上）,징린의 당직 기록(상),璟麟的值班紀錄（上）,CharacterArchiveContent.json
CharacterArchiveContent.11712.1,璟麟的值班记录（下）,Jinglin's Shift Log (Part Two),ジンリンの業務日誌（下）,징린의 당직 기록(하),璟麟的值班紀錄（下）,CharacterArchiveContent.json
CharacterArchiveContent.11713.1,武器轶事：雷帝招来,Weapon Anecdote: Thunder God's Grasp,武器逸話：雷帝招来,무기 일화: 뇌제초래,武器軼事：雷帝招來,CharacterArchiveContent.json
CharacterArchiveContent.11804.1,简历摘录之二：,CV Excerpt 2,履歴書からの抜粋（２）,이력 발췌(2),履歷摘要之二,CharacterArchiveContent.json
CharacterArchiveContent.11811.1,开支,High Expenditure,収支簿,가계부,開支,CharacterArchiveContent.json
CharacterArchiveContent.11812.1,科洛妮丝是什么？,Who—or what—is Coronis?,クルニスの正体,크루니스는 무엇일까?,柯洛妮絲是什麼？,CharacterArchiveContent.json
CharacterArchiveContent.11813.1,武器轶事：卡戎,Weapon Anecdote: Charon,武器逸話：カローン,무기 일화: 카론,武器軼事：卡戎,CharacterArchiveContent.json
CharacterArchiveContent.11911.1,空白之花（上）,Hollow Flowers I,空白の花（上）,공백의 꽃(상),空白之花（上）,CharacterArchiveContent.json
CharacterArchiveContent.11912.1,空白之花（下）,Hollow Flowers II,空白の花（下）,공백의 꽃(하),空白之花（下）,CharacterArchiveContent.json
CharacterArchiveContent.11913.1,武器轶事：葵岚,Weapon Tale: Solar Arashi,武器逸話：葵嵐,무기 일화: 아오아라시,武器軼事：葵嵐,CharacterArchiveContent.json
CharacterArchiveContent.12002.1,成为教师的理由,Reason for Becoming a Teacher,教育者になった理由,교사가 된 이유,成為教師的理由,CharacterArchiveContent.json
CharacterArchiveContent.12011.1,无姓之人,The One with No Last Name,ノンファミリーネーム,성이 없는 사람,無姓之人,CharacterArchiveContent.json
CharacterArchiveContent.12012.1,眺望来时的路,Looking Back on the Path I Took,卒業式,오던 길을 보다,眺望來時的路,CharacterArchiveContent.json
CharacterArchiveContent.12013.1,武器轶事：无星夜的桂冠,Weapon Anecdote: Laurel Bracelet of the Starless Night,武器逸話：エアローレル,무기 일화: 에어로렐,武器軼事：無星夜的桂冠,CharacterArchiveContent.json
CharacterArchiveContent.12302.1,成为侦查小队队长的理由,Reason for Becoming the Scout Squad Captain,探検隊の隊長になった理由,탐험대 대장이 된 이유,成為偵察小隊隊長的理由,CharacterArchiveContent.json
CharacterArchiveContent.12311.1,太阳骑士的传说 上,The Legend of the Sun Knight (Part One),太陽騎士の伝説（上）,태양 기사의 전설(상),太陽騎士的傳說（上）,CharacterArchiveContent.json
CharacterArchiveContent.12312.1,太阳骑士的传说 下,The Legend of the Sun Knight (Part Two),太陽騎士の伝説（下）,태양 기사의 전설(하),太陽騎士的傳說（下）,CharacterArchiveContent.json
CharacterArchiveContent.12313.1,武器轶事：麦旗,Weapon Anecdote: Golden Wheat Flag,武器逸話：麦旗,무기 일화: 밀 깃발,武器軼事：麥旗,CharacterArchiveContent.json
CharacterArchiveContent.12511.1,探寻无意义,The Search for Meaning,無意味な質問,무의미를 탐구하며,探尋無意義,CharacterArchiveContent.json
CharacterArchiveContent.12512.1,庆贺新世界,A New Beginning,新しい世界,신세계를 축하하며,慶賀新世界,CharacterArchiveContent.json
CharacterArchiveContent.12513.1,武器轶事：理性,Weapon Anecdote: Reason's Edge,武器逸話：レゾン,무기 일화: 레종,武器軼事：理性,CharacterArchiveContent.json
CharacterArchiveContent.12611.1,镜中非我,A Featureless Face in the Mirror,鏡に映る誰か,거울 속 내가 아닌 모습,鏡中非我,CharacterArchiveContent.json
CharacterArchiveContent.12612.1,忆中蝶影,The Fiery Butterfly,記憶の中の蝶,기억 속 나비 그림자,憶中蝶影,CharacterArchiveContent.json
CharacterArchiveContent.12613.1,武器轶事：凤凰权,Weapon Anecdote: Phoenix Wand,武器逸話：オリフラム,무기 일화: 피닉스 스태프,武器軼事：鳳凰權,CharacterArchiveContent.json
CharacterArchiveContent.12702.1,成为信使的理由,Reason for Becoming a Courier,配達員になった理由,배달원이 된 이유,成為信使的理由,CharacterArchiveContent.json
CharacterArchiveContent.12711.1,封存的宝物,Carefully-stored Treasures,テレサの宝物,봉인된 보물,封存的寶物,CharacterArchiveContent.json
CharacterArchiveContent.12712.1,迟来两年的收件,A Letter Received Two Years Later,二年前の手紙,2년 늦은 우편물,遲來兩年的收件,CharacterArchiveContent.json
CharacterArchiveContent.12713.1,武器轶事：格拉姆,Weapon Anecdote: Gram,武器逸話：グラム,무기 일화: 그람,武器軼事：格拉姆,CharacterArchiveContent.json
CharacterArchiveContent.13011.1,多娜的一天,Donna's Day,トーナの一日,토나의 하루,多娜的一天,CharacterArchiveContent.json
CharacterArchiveContent.13012.1,送信的少女,The Letter Carrier Girl,配達員の少女,편지를 배달하는 소녀,送信的少女,CharacterArchiveContent.json
CharacterArchiveContent.13013.1,武器轶事：多米纳,Weapon Anecdote: Domina,武器逸話：トーミナ,무기 일화: 토미나,武器軼事：多米納,CharacterArchiveContent.json
CharacterArchiveContent.13211.1,无脚鸟们的归宿,A Nest for the Legless Birds,いつもの場所,발 없는 새들의 귀환,無腳鳥們的歸宿,CharacterArchiveContent.json
CharacterArchiveContent.13212.1,水道桥往事,The Waterway Memories,水道橋の昔話,수도교의 옛일,水道橋往事,CharacterArchiveContent.json
CharacterArchiveContent.13213.1,武器轶事：胜义决,Weapon Anecdote: Syougi Ketsu,武器逸話：パラマルタ,무기 일화: 승의결,武器軼事：勝義決,CharacterArchiveContent.json
CharacterArchiveContent.13311.1,决心,The Determination,決意の夜,결심,決心,CharacterArchiveContent.json
CharacterArchiveContent.13312.1,讨伐队时期的日记摘录,Excerpt from Nazuka's Hunting Party Journal,遠征記録からの抜粋,토벌대 활동 시기의 일기 발췌문,討伐隊時期的日記摘要,CharacterArchiveContent.json
CharacterArchiveContent.13313.1,武器轶事：风华,Weapon Anecdote: Timeless Grace,武器逸話：風花,무기 일화: 윈드 블룸,武器軼事：風華,CharacterArchiveContent.json
CharacterArchiveContent.13411.1,冬天的羽毛,Winter's Feather,冬鳥と夏鳥,겨울의 깃털,冬天的羽毛,CharacterArchiveContent.json
CharacterArchiveContent.13412.1,流星落下的方向,Where the Shooting Star Fell,流星が導く未来,유성이 떨어진 방향,流星墜落的方向,CharacterArchiveContent.json
CharacterArchiveContent.13413.1,武器轶事：守护,Weapon Anecdote: Protection,武器逸話：コンゴウ,무기 일화: 수호,武器軼事：守護,CharacterArchiveContent.json
CharacterArchiveContent.13511.1,传奇魔女雾语·上,"The Witch, the Legend, the Mistique I",伝説の魔女ミスティ（上）,전설의 마녀 미스티(상),傳奇魔女霧語·上,CharacterArchiveContent.json
CharacterArchiveContent.13512.1,传奇魔女雾语·下,"The Witch, the Legend, the Mistique II",伝説の魔女ミスティ（下）,전설의 마녀 미스티(하),傳奇魔女霧語·下,CharacterArchiveContent.json
CharacterArchiveContent.13513.1,武器轶事：恐怖彗星,Weapon Anecdote: Dread Comet,武器逸話：テラコメット,무기 일화: 공포의 혜성,武器軼事：恐怖彗星,CharacterArchiveContent.json
CharacterArchiveContent.13711.1,《世界上最伟大的冒险者指南》（上）,The Greatest Adventurer's Guide in the World (Part One),『冒険者ガイド』（上）,「세상에서 가장 위대한 모험가 지침서」(상),《世界上最偉大冒險者的冒險指南》（上）,CharacterArchiveContent.json
CharacterArchiveContent.13712.1,《世界上最伟大的冒险者指南》（下）,The Greatest Adventurer's Guide in the World (Part Two),『冒険者ガイド』（下）,「세상에서 가장 위대한 모험가 지침서」(하),《世界上最偉大冒險者的冒險指南》（下）,CharacterArchiveContent.json
CharacterArchiveContent.13713.1,武器轶事：千藏,Weapon Anecdote: The Myriad Case,武器逸話：白のトランク,무기 일화: 하얀 트렁크,武器軼事：千藏,CharacterArchiveContent.json
CharacterArchiveContent.14011.1,泡沫公主,The Bubble Princess,うたかたの姫君,물거품 공주,泡沫公主,CharacterArchiveContent.json
CharacterArchiveContent.14012.1,艾丽西亚的地下冒险,Alicia's Underground Adventure,アリシアの大冒険,앨리시아의 지하 모험,艾麗西亞的地下冒險,CharacterArchiveContent.json
CharacterArchiveContent.14013.1,武器轶事：兔子派,Weapon Anecdote: Rabbit Pie,武器逸話：ラボラビ,무기 일화: 라보라비,武器軼事：兔子派,CharacterArchiveContent.json
CharacterArchiveContent.14111.1,火,Fireborne,炎,불,火,CharacterArchiveContent.json
CharacterArchiveContent.14112.1,胆小与好奇,Timid but Curious,臆病と好奇心,겁과 호기심,膽小與好奇,CharacterArchiveContent.json
CharacterArchiveContent.14113.1,武器轶事：燃烧的艺术,Weapon Anecdote: The Art of Fire,武器逸話：燃える芸術魂,무기 일화: 불타는 예술,武器軼事：燃燒的藝術,CharacterArchiveContent.json
CharacterArchiveContent.14211.1,冰箱,The Fridge,コゼットの冷蔵庫,냉장고,冰箱,CharacterArchiveContent.json
CharacterArchiveContent.14212.1,初始之前,Before I am a Novian,ノヴァの世界へ,시작 이전에,初始之前,CharacterArchiveContent.json
CharacterArchiveContent.14213.1,武器轶事：钢爪,Weapon Anecdote: Steel Claw,武器逸話：スチールクロー,무기 일화: 스틸 클로,武器軼事：鋼爪,CharacterArchiveContent.json
CharacterArchiveContent.14311.1,异乡的“雪”,"""Snow"" in a Strange Land",極上のご褒美,타향의 ‘눈’,異鄉的「雪」,CharacterArchiveContent.json
CharacterArchiveContent.14312.1,战士离乡,Farewell to the North,まつろわぬ風,"전사, 고향을 떠나다",戰士離鄉,CharacterArchiveContent.json
CharacterArchiveContent.14313.1,武器秩事：零式枪刃·改,Weapon Anecdote: Bayonet Zero Alter,武器逸話：ゼロ式・改,무기 일화: 개량형 제로식 건블레이드,武器軼事：零式槍刃·改,CharacterArchiveContent.json
CharacterArchiveContent.14411.1,弑魔之刃,The Demon-Slaying Blade,魔を屠る刃,악귀를 베는 검,弑魔之刃,CharacterArchiveContent.json
CharacterArchiveContent.14412.1,听雨之亭,Listening to the Rain,あまぎく,청우의 정자,聽雨之亭,CharacterArchiveContent.json
CharacterArchiveContent.14413.1,武器轶事：妾身即是刀,Weapon Anecdote: Her Majesty the Blade,武器逸話：名刀・チトセ,무기 일화: 소인이 곧 칼입니다,武器軼事：妾身即是刀,CharacterArchiveContent.json
CharacterArchiveContent.14511.1,红色海岸线（上）,The Red Coastline (Part One),真紅の海岸線より（上）,붉은 해안선 (상),紅色海岸線（上）,CharacterArchiveContent.json
CharacterArchiveContent.14512.1,红色海岸线（下）,The Red Coastline (Part Two),真紅の海岸線より（下）,붉은 해안선 (하),紅色海岸線（下）,CharacterArchiveContent.json
CharacterArchiveContent.14513.1,武器轶事：隐之月,Weapon Anecdote: Hidden Moon,武器逸話：ツキカクシ,무기 일화: 은월,武器軼事：隱之月,CharacterArchiveContent.json
CharacterArchiveContent.14711.1,小灶,Strings in the Pot,パイセンと自称・弟子,특별 식사,特別照顧,CharacterArchiveContent.json
CharacterArchiveContent.14712.1,长耳朵米达丝的故事,Midas the Long-Eared,『長耳のミダス』,긴 귀 미다스 이야기,長耳朵米達絲的故事,CharacterArchiveContent.json
CharacterArchiveContent.14713.1,武器轶事：米达丝,Weapon Anecdote: Midas,武器逸話：ミダス,무기 일화: 미다스,武器軼事：米達絲,CharacterArchiveContent.json
CharacterArchiveContent.14911.1,破碎之轮,Shattered Reflection,破砕の輪,부서진 바퀴,破碎之輪,CharacterArchiveContent.json
CharacterArchiveContent.14912.1,予爱者,Still being Loved,愛を与える者,사랑을 주는 이,予愛者,CharacterArchiveContent.json
CharacterArchiveContent.14913.1,武器秩事：宽恕,Weapon Anecdote: Mercy,武器逸話：イーラ,무기 일화: 관용,武器軼事：寬恕,CharacterArchiveContent.json
CharacterArchiveContent.15011.1,全鱼宴,All-Fish Feast,魚料理のフルコース,물고기 만찬,全魚宴,CharacterArchiveContent.json
CharacterArchiveContent.15012.1,能者不想多劳,The Art of Underachieving,能のあるタカはなんとやら,능력자는 일이 하기 싫다,能者不想多勞,CharacterArchiveContent.json
CharacterArchiveContent.15013.1,武器轶事：银鸥,Weapon Anecdote: Silver Gull,武器逸話：シルバー・ガル,무기 일화: 은빛 갈매기,武器軼事：銀鷗,CharacterArchiveContent.json
CharacterArchiveContent.15511.1,拥抱的场合（上）,"The Hug, Part I",ハグの場合（上）,포옹의 순간 (상),擁抱的場合（上）,CharacterArchiveContent.json
CharacterArchiveContent.15512.1,拥抱的场合（下）,"The Hug, Part II",ハグの場合（下）,포옹의 순간 (하),擁抱的場合（下）,CharacterArchiveContent.json
CharacterArchiveContent.15513.1,武器轶事：双生契约,Weapon Anecdote: Rabbits Companion,武器逸話：雪兎＆夜兎,무기 일화: 쌍둥이와의 계약,武器軼事：雙生契約,CharacterArchiveContent.json
CharacterArchiveContent.15611.1,小禾的特训,Instructor Nazuna,ナズナの特訓,나즈나의 특훈,小禾的特訓,CharacterArchiveContent.json
CharacterArchiveContent.15612.1,娃娃机仙人之再战江湖,The Return of the Lord of the Prize Claw,森のクレーンマスターの戦い,인형뽑기 고수의 귀환,夾娃娃機仙人之再戰江湖,CharacterArchiveContent.json
CharacterArchiveContent.15613.1,武器轶事：心花,Weapon Anecdote: Heartblossom,武器逸話：ハートフラワー,무기 일화: 마음의 꽃,武器軼事：心花,CharacterArchiveContent.json
CharacterArchiveContent.15711.1,远海独行（上）,A Solo Voyage Ⅰ,遠き海を、ひとり（上）,먼바다 독행 (상),遠海獨行（上）,CharacterArchiveContent.json
CharacterArchiveContent.15712.1,远海独行（下）,A Solo Voyage Ⅱ,遠き海を、ひとり（下）,먼바다 독행 (하),遠海獨行（下）,CharacterArchiveContent.json
CharacterArchiveContent.15713.1,武器轶事：不吐泡泡枪,Weapon Anecdote: No-Bubble Gun,武器逸話：わかしお-カリンカスタム,무기 일화: 밀물썰물-카린 커스텀,武器軼事：不吐泡泡槍,CharacterArchiveContent.json
CharacterArchiveContent.15802.1,雪愿节的工作服,The Snowish Festival Work Uniform,クリスマスの使者の衣装,크리스마스의 작업복,雪願節的工作服,CharacterArchiveContent.json
CharacterArchiveContent.15803.1,雪愿节秘闻之一,Snowish Festival Secrets (1),クリスマスの裏話（１）,크리스마스 비밀 이야기(1),雪願節秘聞之一,CharacterArchiveContent.json
CharacterArchiveContent.15804.1,雪愿节秘闻之二,Snowish Festival Secrets (2),クリスマスの裏話（２）,크리스마스 비밀 이야기(2),雪願節秘聞之二,CharacterArchiveContent.json
CharacterArchiveContent.15805.1,雪愿节秘闻之三,Snowish Festival Secrets (3),クリスマスの裏話（３）,크리스마스 비밀 이야기(3),雪願節秘聞之三,CharacterArchiveContent.json
CharacterArchiveContent.15806.1,雪愿节秘闻之四,Snowish Festival Secrets (4),クリスマスの裏話（４）,크리스마스 비밀 이야기(4),雪願節秘聞之四,CharacterArchiveContent.json
CharacterArchiveContent.15807.1,雪愿节秘闻之五,Snowish Festival Secrets (5),クリスマスの裏話（５）,크리스마스 비밀 이야기(5),雪願節秘聞之五,CharacterArchiveContent.json
CharacterArchiveContent.15811.1,礼物,Gifts,プレゼント,선물,禮物,CharacterArchiveContent.json
CharacterArchiveContent.15812.1,菈露爵士的梦,Dame Laru's Dream,戦士・ラール,라루 경의 꿈,菈露爵士的夢,CharacterArchiveContent.json
CharacterArchiveContent.15813.1,武器轶事：卡里布,Weapon Anecdote: Caribo,武器エピソード：カリブー,무기 일화: 카리브,武器軼事：卡里布,CharacterArchiveContent.json
CharacterArchiveContent.15902.1,来访苍梧城的原因,Reason for the Cangwu Visit,蒼梧城を訪れた目的,창오성에 방문한 이유,來訪蒼梧城的原因,CharacterArchiveContent.json
CharacterArchiveContent.15903.1,苍梧旅记之一,Cangwu Travel Log Ⅰ,蒼梧城旅日記（１）,창오 여행기 1,蒼梧遊記之一,CharacterArchiveContent.json
CharacterArchiveContent.15904.1,苍梧旅记之二,Cangwu Travel Log Ⅱ,蒼梧城旅日記（２）,창오 여행기 2,蒼梧遊記之二,CharacterArchiveContent.json
CharacterArchiveContent.15905.1,苍梧旅记之三,Cangwu Travel Log Ⅲ,蒼梧城旅日記（３）,창오 여행기 3,蒼梧遊記之三,CharacterArchiveContent.json
CharacterArchiveContent.15906.1,苍梧旅记之四,Cangwu Travel Log Ⅳ,蒼梧城旅日記（４）,창오 여행기 4,蒼梧遊記之四,CharacterArchiveContent.json
CharacterArchiveContent.15907.1,苍梧旅记之五,Cangwu Travel Log Ⅴ,蒼梧城旅日記（５）,창오 여행기 5,蒼梧遊記之五,CharacterArchiveContent.json
CharacterArchiveContent.15911.1,窗花,Window Paper-cuts,春節の切り絵,창화,窗花,CharacterArchiveContent.json
CharacterArchiveContent.15912.1,玄术和医术,Xuan Shi Arts & Medical Science,玄術と医術,현술과 의술,玄術和醫術,CharacterArchiveContent.json
CharacterArchiveContent.15913.1,武器轶事：医者之心,Weapon Anecdote: Healer's Heart,武器ストーリー：ピュア・ハート,무기 일화: 바이탈 코어,武器軼事：醫者之心,CharacterArchiveContent.json
CharacterArchiveContent.16002.1,退居二线的理由,Reason for Stepping Back,引退した理由,일선에서 물러난 이유,退居二線的理由,CharacterArchiveContent.json
CharacterArchiveContent.16011.1,摆件,The Desk Trinket,友情の証？,장식품,擺飾,CharacterArchiveContent.json
CharacterArchiveContent.16012.1,砍价,Haggling,節約買い物術,가격 흥정,殺價,CharacterArchiveContent.json
CharacterArchiveContent.16013.1,武器轶事：微笑警告,Weapon Anecdote: Warning Smile,武器逸話：スマイルアラート,무기 일화: 미소 경고,武器軼事：微笑警告,CharacterArchiveContent.json
MangaLoading.1.1,沛沛能量补充！,Pep Pep Energy Boost!,パチパチエネルギー補給！,SP 풀 충전!,沛沛能量補充！,MangaLoading.json
MangaLoading.10.1,无效潜行,Not So Sneaky,無駄なステルス,무효한 잠행,無效潛行,MangaLoading.json
MangaLoading.11.1,时运不顺,Streak of Bad Luck,ツキがない,나쁜 타이밍,時運不順,MangaLoading.json
MangaLoading.12.1,自我认知,Self-Perception,自己認識,자아 인지,自我認知,MangaLoading.json
MangaLoading.13.1,普遍误会,Common Misconception,よくある誤解,흔한 오해,普遍誤會,MangaLoading.json
MangaLoading.14.1,学海无涯,No Royal Road to Learning,学びに終わりなし,끝없는 공부,學海無涯,MangaLoading.json
MangaLoading.15.1,脱力时刻,Moment of Exhaustion,脱力のひととき,무기력한 순간,無力時刻,MangaLoading.json
MangaLoading.16.1,关怀备至,Caring to the Extreme,行き届いた気配り,세심한 보살핌,關懷備至,MangaLoading.json
MangaLoading.17.1,饮料诱惑,Irresistible Drink,ドリンクの誘惑,음료수의 유혹,飲料誘惑,MangaLoading.json
MangaLoading.18.1,独特关注点,Special Attention,独特な着眼点,독특한 포인트,獨特關注點,MangaLoading.json
MangaLoading.19.1,摸鱼技巧,Art of Slacking,サボりの技,땡땡이 기술,摸魚技巧,MangaLoading.json
MangaLoading.2.1,手机依赖症,Phone Addiction,ケータイ依存症,휴대폰 의존증,手機依賴症,MangaLoading.json
MangaLoading.20.1,守护粮食,Harvest Protector,食糧を守れ,식량 수호,守護糧食,MangaLoading.json
MangaLoading.21.1,辣感评级,Scoville Scale,辛さレーティング,매운맛 등급,辣度評級,MangaLoading.json
MangaLoading.22.1,树上的意外,Tree-mendous Mishap,木の上のハプニング,나무 위 서프라이즈,樹上的意外,MangaLoading.json
MangaLoading.23.1,遵守限速,No Speeding Ticket,制限速度遵守,제한 속도 준수,遵守速限,MangaLoading.json
MangaLoading.24.1,充分沟通,Thorough Communication,充分なコミュニケーション,충분한 소통,充分溝通,MangaLoading.json
MangaLoading.25.1,梦中的演出,Performance in a Dream,夢の中のステージ,꿈속의 연출,夢中的演出,MangaLoading.json
MangaLoading.26.1,请示意见,Seeking Advice,意見伺い,의견 제시,請示意見,MangaLoading.json
MangaLoading.27.1,说谎的味道,The Smell of Lies,嘘の味,거짓말의 냄새,說謊的味道,MangaLoading.json
MangaLoading.28.1,视力不佳,Blind as a Bat,視力不良,나쁜 시력,視力不佳,MangaLoading.json
MangaLoading.29.1,日晒的余温,Lingering Sunlight,犯人は誰？,햇살의 온기,日曬的餘溫,MangaLoading.json
MangaLoading.3.1,开销难题,Spending Conundrum,出費の悩み,지출의 딜레마,開銷難題,MangaLoading.json
MangaLoading.30.1,意外风波,Unexpected Disturbance,砂のお城？,뜻밖의 소동,意外風波,MangaLoading.json
MangaLoading.31.1,左右为难,Difficult Dilemma,あたふた,딜레마,左右為難,MangaLoading.json
MangaLoading.32.1,禁止留影,No Photos Allowed,撮影禁止,촬영 금지,禁止留影,MangaLoading.json
MangaLoading.33.1,夏日美梦,Sweet Summer Dream,皮算用,여름의 꿈,夏日美夢,MangaLoading.json
