id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
DiscTag.813.1,印记,Mark,印,표식,印記,DiscTag.json
DiscTag.814.1,破韧,Resilience Break,ブレイク,내성 무시,破韌,DiscTag.json
DiscTag.815.1,移速,Movement SPD,移動速度,이동 속도,移速,DiscTag.json
DiscTag.816.1,治疗,Healing,治療,치료,治療,DiscTag.json
DiscTag.817.1,生命,HP,HP,HP,生命值,DiscTag.json
DiscTag.818.1,防御,DEF,防御力,방어,防禦,DiscTag.json
DiscTag.819.1,增伤,DMG Boost,与ダメージ上昇,피해 증가,增傷,DiscTag.json
DiscTag.820.1,穿透,Penetration,貫通,관통,穿透,DiscTag.json
DiscTag.821.1,减防,DEF Reduction,防御力減少,방어 감소,減防,DiscTag.json
DiscTag.822.1,降抗,RES Reduction,属性耐性減少,저항 감소,降抗,DiscTag.json
DiscTag.823.1,暴伤,Crit DMG,会心ダメージ,치명타 피해,暴傷,DiscTag.json
Item.214036.1,迷途的朝圣者,The Lost Pilgrim,痛みは救済,길 잃은 순례자,迷途的朝聖者,Item.json (Type 7/Stype 8)
Item.214038.1,波光漫游,Ripples of Nostalgia,波にゆられて,파도빛 유랑,波光漫游,Item.json (Type 7/Stype 8)
Item.221001.1,朝霭曲调,Crisp Morning Melody,朝靄の調べ,아침 안개 멜로디,朝靄曲調,Item.json (Type 2/Stype 40)
Item.221002.1,和煦曲调,Sunny Breeze Melody,長閑の調べ,평온 멜로디,和煦曲調,Item.json (Type 2/Stype 40)
Item.221003.1,晚霞曲调,Evening Melody,薄暮の調べ,황혼 멜로디,晚霞曲調,Item.json (Type 2/Stype 40)
Item.221004.1,粉梦曲调,Pink Dream Melody,儚雲の調べ,분홍빛 꿈 멜로디,粉夢曲調,Item.json (Type 2/Stype 40)
Item.221005.1,孤烟曲调,Lonely Dunes Melody,寒煙の調べ,고독한 연기 멜로디,孤煙曲調,Item.json (Type 2/Stype 40)
Item.221006.1,甘露曲调,Sweet Creek Melody,甘露の調べ,감로 멜로디,甘露曲調,Item.json (Type 2/Stype 40)
Item.221007.1,希冀曲调,Starlit Hope Melody,希望の調べ,희망 멜로디,希冀曲調,Item.json (Type 2/Stype 40)
Item.221008.1,归途曲调,Homeward Path Melody,帰路の調べ,귀로 멜로디,歸途曲調,Item.json (Type 2/Stype 40)
Item.222001.1,盛宴曲调,Grand Feast Melody,いただきま〜すの調べ,성찬 멜로디,盛宴曲調,Item.json (Type 2/Stype 40)
Item.222002.1,喧哗曲调,Whoopla Melody,敵役たちの日常の調べ,소란 멜로디,喧嘩曲調,Item.json (Type 2/Stype 40)
Item.222003.1,极乐曲调,Elysium Melody,死出の舞踏会の調べ,극락 멜로디,極樂曲調,Item.json (Type 2/Stype 40)
Item.222005.1,情热曲调,Flare Frenzy Melody,情熱ステップの調べ,열정 멜로디,熱情曲調,Item.json (Type 2/Stype 40)
Item.222006.1,吉光曲调,Auspicious Glow Melody,幸運の光の調べ,상서로운 빛 멜로디,吉光曲調,Item.json (Type 2/Stype 40)
Item.222007.1,乘风曲调,Brave the Wind Melody,風に乗っての調べ,바람을 타고 멜로디,乘風曲調,Item.json (Type 2/Stype 40)
Item.222008.1,泡沫曲调,Bubbles Melody,スローライフの調べ,물거품 멜로디,泡沫曲調,Item.json (Type 2/Stype 40)
Item.222009.1,黯灭曲调,Eclipse Melody,闇に消えるの調べ,검은 소멸 멜로디,黯滅曲調,Item.json (Type 2/Stype 40)
Item.222010.1,坚韧曲调,Fortitude Melody,強靭の調べ,강인함 멜로디,堅韌曲調,Item.json (Type 2/Stype 40)
Item.223001.1,柠柚好奇曲调,Zesty Curiosity Melody,爽やかな香りの調べ,레몬과 유자의 호기심 멜로디,檸柚好奇曲調,Item.json (Type 2/Stype 40)
Item.223002.1,季节波形曲调,Seasonal Waves Melody,四季折々の調べ,일렁이는 계절 멜로디,季節波形曲調,Item.json (Type 2/Stype 40)
Item.223003.1,热夜的结束曲调,Scorching Night's End Melody,覚めない熱帯夜の調べ,열대야의 끝 멜로디,熱夜的結束曲調,Item.json (Type 2/Stype 40)
Item.223004.1,双月怪盗曲调,Twin Moon Mischief Melody,アッシュ・アイの調べ,괴도 콤비 멜로디,雙月怪盜曲調,Item.json (Type 2/Stype 40)
Item.223005.1,★~嘭嘭少女~★曲调,★Bam Bam Girl★ Melody,舞台裏の魔女★の調べ,★~펑펑 소녀~★ 멜로디,★~嘭嘭少女~★曲調,Item.json (Type 2/Stype 40)
Item.223006.1,晚安曲调,Good Night Melody,おやすみの調べ,굿나잇 멜로디,晚安曲調,Item.json (Type 2/Stype 40)
Item.223007.1,翡翠隙境曲调,Emerald Glade Melody,翡翠の夢の調べ,에메랄드 틈새 경계 멜로디,翡翠之夢曲調,Item.json (Type 2/Stype 40)
Item.223008.1,小憩片刻曲调,Tranquil Retreat Melody,憩いのひと時の調べ,휴식의 순간 멜로디,小憩片刻曲調,Item.json (Type 2/Stype 40)
Item.223009.1,“雨中”曲曲调,Rainy Tune Melody,雨に唄おうの調べ,‘빗속의’ 선율 멜로디,「雨中」曲曲調,Item.json (Type 2/Stype 40)
Item.223010.1,水蒸汽症候群曲调,Steam Syndrome Melody,蒼梧城の休日の調べ,수증기 증후군 멜로디,水蒸氣症候群曲調,Item.json (Type 2/Stype 40)
Item.223011.1,喵律动曲调,Meow Rhythm Melody,ニャーのリズムの調べ,고양이 리듬 멜로디,喵律動曲調,Item.json (Type 2/Stype 40)
Item.223012.1,问候星空曲调,Starry Night Ode Melody,星空に夜露死苦の調べ,별하늘에 안부를 멜로디,問候星空曲調,Item.json (Type 2/Stype 40)
Item.223013.1,秋日絮语曲调,Leaf Her to Me Melody,秋に包まれての調べ,가을날 속삭임 멜로디,秋日絮語曲調,Item.json (Type 2/Stype 40)
Item.223014.1,骑士的铁匠曲调,The Knight's Smith Melody,騎士様の鍛冶師の調べ,기사의 대장장이 멜로디,騎士的鐵匠曲調,Item.json (Type 2/Stype 40)
Item.223015.1,未闻芳名曲调,Unknown Fragrance Melody,知らない名前の調べ,알려지지 않은 이름 멜로디,未聞芳名曲調,Item.json (Type 2/Stype 40)
Item.223016.1,樊笼蔷薇曲调,Cage of Roses Melody,鳥かごの薔薇の調べ,새장의 장미 멜로디,樊籠薔薇曲調,Item.json (Type 2/Stype 40)
Item.223017.1,★~转转人生~★曲调,★Rolling Life★ Melody,MCをねらえ！の調べ,★~돌고 도는 인생~★ 멜로디,★~轉轉人生~★曲調,Item.json (Type 2/Stype 40)
Item.223018.1,饮料采购日曲调,Soda Shopping Melody,新商品の飲み物の調べ,음료수 사는 날,飲料採購日曲調,Item.json (Type 2/Stype 40)
Item.223019.1,妄语曲调,Delusion Melody,虚ろの中の美の調べ,망언 멜로디,妄語曲調,Item.json (Type 2/Stype 40)
Item.223020.1,闪灵曲调,The Shining Melody,おコンバンハ！の調べ,플래시 고스트 멜로디,閃靈曲調,Item.json (Type 2/Stype 40)
Item.223021.1,灵验颂歌曲调,Miraculous Anthem Melody,とろける言の葉の調べ,영험한 찬가 멜로디,靈驗頌歌曲調,Item.json (Type 2/Stype 40)
Item.223022.1,诅咒爱河曲调,Love Curse Melody,川より深い愛での調べ,저주받은 사랑의 강 멜로디,詛咒愛河曲調,Item.json (Type 2/Stype 40)
Item.223023.1,纯白曲调,Pure White Melody,穢れなき純白の調べ,순백 멜로디,純白曲調,Item.json (Type 2/Stype 40)
Item.223024.1,假日泡影曲调,Holiday Bubble Melody,休日の泡の調べ,홀리데이 버블 멜로디,假日泡影曲調,Item.json (Type 2/Stype 40)
Item.223025.1,甜蜜邀约曲调,Sweet Invitation Melody,甘い招待の調べ,달콤한 초대 멜로디,甜蜜邀約曲調,Item.json (Type 2/Stype 40)
Item.223026.1,清扫时间DA♥YO曲调,Vent It Out ♥ Melody,♥配信たいむ♥の調べ,청소 타임DA♥YO 멜로디,清掃時間到♥囉曲調,Item.json (Type 2/Stype 40)
Item.224001.1,猫神降歌曲调,Meowing Cat God Melody,在りし日の記憶の調べ,고양이 신 레퀴엠 멜로디,貓神降歌曲調,Item.json (Type 2/Stype 40)
Item.224002.1,空与花与诗曲调,"Sky, Flowers, Poem Melody",空と花の詩の調べ,"하늘, 꽃 그리고 시 멜로디",空與花與詩曲調,Item.json (Type 2/Stype 40)
Item.224003.1,你与我相似曲调,Seed Alike Melody,似たもの同士の調べ,날 닮은 너 멜로디,你與我相似曲調,Item.json (Type 2/Stype 40)
Item.224004.1,仙踪良梦曲调,Wisteria Dream Melody,ミルク色の夢の調べ,요정들의 꿈 멜로디,仙蹤良夢曲調,Item.json (Type 2/Stype 40)
Item.224005.1,晴之花曲调,Sunlit Blossom Melody,晴天の彩花の調べ,맑은 하늘의 꽃 멜로디,晴之花曲調,Item.json (Type 2/Stype 40)
Item.224006.1,魔女的秋千曲调,Witch's Swing Melody,魔女の秘薬の調べ,마녀의 그네 멜로디,魔女的鞦韆曲調,Item.json (Type 2/Stype 40)
Item.224007.1,午夜，堕天使曲调,Midnight Mayhem Melody,真夜中の堕天使の調べ,자정의 타락 천사 멜로디,午夜，墮天使曲調,Item.json (Type 2/Stype 40)
Item.224008.1,飞越青空曲调,Soaring Blue Melody,青空を越えての調べ,푸른 하늘 너머로 멜로디,飛越青空曲調,Item.json (Type 2/Stype 40)
Item.224009.1,“空白”的序章曲调,New Star Prelude Melody,『空白』の序章の調べ,‘공백’의 프롤로그 멜로디,「空白」的序章曲調,Item.json (Type 2/Stype 40)
Item.224010.1,沐光祷告曲调,Prayer Beneath Light Melody,清浄なる祈りの調べ,깨끗한 기도 멜로디,沐光禱告曲調,Item.json (Type 2/Stype 40)
Item.224011.1,夏日午后的雨曲调,Summer Afternoon Rain Melody,昼下がりの雨の調べ,여름날 오후의 비 멜로디,夏日午後的雨曲調,Item.json (Type 2/Stype 40)
Item.224012.1,狼贪虎视曲调,Predator's Gaze Melody,見据える先にの調べ,야심에 찬 시선 멜로디,狼貪虎視曲調,Item.json (Type 2/Stype 40)
Item.224013.1,远航蓝图曲调,Voyage Map Melody,白紙の航海図の調べ,항해의 청사진 멜로디,遠航藍圖曲調,Item.json (Type 2/Stype 40)
Item.224014.1,甜言蜜果曲调,Sweet Times Melody,甘く咲く時間の調べ,달콤한 말의 열매 멜로디,甜言蜜果曲調,Item.json (Type 2/Stype 40)
Item.224015.1,鹿鸣曲调,Deer's Song Melody,鹿の声の調べ,사슴의 울음 멜로디,鹿鳴曲調,Item.json (Type 2/Stype 40)
Item.224016.1,春日纪事曲调,Chronicles of Spring Melody,桜花爛漫の調べ,봄날의 기록 멜로디,春日紀事曲調,Item.json (Type 2/Stype 40)
Item.224017.1,花火曲调,Fireworks Melody,ハナビの調べ,불꽃 멜로디,花火曲調,Item.json (Type 2/Stype 40)
Item.224018.1,冰柠与红茶曲调,Lemon & Black Tea Melody,レモネードと紅茶の調べ,레모네이드와 홍차 멜로디,冰檸與紅茶曲調,Item.json (Type 2/Stype 40)
Item.224019.1,一发破的曲调,"One Shot, One Down Melody",一撃必中の調べ,원샷원킬 멜로디,一發破的曲調,Item.json (Type 2/Stype 40)
Item.224020.1,闪光之时曲调,Sparkling Moment Melody,かけがえのない時間の調べ,반짝이는 순간 멜로디,閃光之時曲調,Item.json (Type 2/Stype 40)
Item.224021.1,因缘而聚曲调,United by Fate Melody,一期一会の調べ,인연의 만남 멜로디,因緣而聚曲調,Item.json (Type 2/Stype 40)
Item.224022.1,午夜喵铃曲调,The Meow Melody,真夜中の鈴の調べ,한밤의 고양이 방울 멜로디,午夜喵鈴曲調,Item.json (Type 2/Stype 40)
Item.224023.1,涂鸦彩虹曲调,Colors Pierce the Grey Melody,虹を描こうの調べ,그래피티 무지개 멜로디,塗鴉彩虹曲調,Item.json (Type 2/Stype 40)
Item.224024.1,一二三，跳！曲调,"One, Two, Three, Jump! Melody",地底の彼方へ！の調べ,"하나, 둘, 셋, 점프! 멜로디",一二三，跳！曲調,Item.json (Type 2/Stype 40)
Item.224026.1,潋滟故池水曲调,Sword Against Stream Melody,古池の水音の調べ,반짝이는 옛 연못 멜로디,瀲灩故池水曲調,Item.json (Type 2/Stype 40)
Item.224027.1,龙飞凤舞曲调,Dragon-Phoenix Melody,自由自在の調べ,용과 봉황 멜로디,龍飛鳳舞曲調,Item.json (Type 2/Stype 40)
Item.224028.1,白日花园曲调,Daylight Garden Melody,白日の花園の調べ,대낮의 화원 멜로디,白日花園曲調,Item.json (Type 2/Stype 40)
Item.224029.1,猫之珍藏曲调,The Cat's Treasure Melody,欲しかったものの調べ,고양이의 보물 멜로디,貓之祕寶曲調,Item.json (Type 2/Stype 40)
Item.224030.1,午后间隙曲调,A Moment in the Afternoon Melody,穴あきおサボりの調べ,오후의 틈새 멜로디,午後間隙曲調,Item.json (Type 2/Stype 40)
Item.224031.1,刀与斧的铮鸣曲调,The Clash of Blade and Axe Melody,強者を求めての調べ,검과 도끼의 울음 멜로디,刀與斧的錚鳴曲調,Item.json (Type 2/Stype 40)
Item.224032.1,真相☆梦工厂曲调,Dream Factory of ☆ Truth Melody,真理の大釜の調べ,진실☆꿈 공장 멜로디,真相☆夢工廠曲調,Item.json (Type 2/Stype 40)
Item.224033.1,与骨共舞曲调,Dancing with the Bones Melody,メメント×モリの調べ,해골과의 춤사위 멜로디,與骨共舞曲調,Item.json (Type 2/Stype 40)
Item.224036.1,迷途的朝圣者曲调,The Lost Pilgrim Melody,痛みは救済の調べ,길 잃은 순례자 멜로디,迷途的朝聖者曲調,Item.json (Type 2/Stype 40)
Item.224037.1,抓住传说曲调,Claw the Claw Melody,伝説のアラシの調べ,전설을 잡아라 멜로디,抓住傳說曲調,Item.json (Type 2/Stype 40)
Item.224038.1,波光漫游曲调,Ripples of Nostalgia Melody,波にゆられての調べ,파도빛 유랑 멜로디,波光漫游曲調,Item.json (Type 2/Stype 40)
Item.224039.1,夏日栖息地曲调,Summer Sanctuary Melody,夕涼みの調べ,여름 서식지 멜로디,夏日棲息地曲調,Item.json (Type 2/Stype 40)
Item.224040.1,勇气之拳曲调,Fist of Courage Melody,迷いを断つ拳の調べ,용기의 주먹 멜로디,勇氣之拳曲調,Item.json (Type 2/Stype 40)
Item.224041.1,启程的礼物曲调,A Gift for the Journey Melody,ジングルラールの調べ,여정의 선물 멜로디,啟程的禮物曲調,Item.json (Type 2/Stype 40)
Item.224042.1,酒暖灯明时曲调,"Wine Warm, Lamps Alight Melody",友と囲む新春の灯火の調べ,술 익는 밤의 등불 멜로디,酒暖燈明時曲調,Item.json (Type 2/Stype 40)
