category,category_label,id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
01_character,角色名称,Character.127.1,特丽莎,Teresa,テレサ,테레사,特麗莎,Character.json
01_character,角色名称,Character.130.1,多娜,Donna,トーナ,토나,多娜,Character.json
01_character,角色名称,Character.132.1,密涅瓦,Minova,ミネルバ,미네르바,密涅瓦,Character.json
01_character,角色名称,Character.133.1,夏花,Nazuka,ナツカ,나츠카,夏花,Character.json
01_character,角色名称,Character.134.1,冬香,Fuyuka,フユカ,후유카,冬香,Character.json
01_character,角色名称,Character.135.1,雾语,Mistique,ミスティ,미스티,霧語,Character.json
01_character,角色名称,Character.137.1,埃莉诺,Eleanor,エレノア,엘레노어,埃莉諾,Character.json
01_character,角色名称,Character.140.1,斯帕克拉,Sparkla,スパクル,스파클,斯帕克拉,Character.json
01_character,角色名称,Character.141.1,赤霞,Chixia,チーシア,치시아,赤霞,Character.json
01_character,角色名称,Character.142.1,珂赛特,Cosette,コゼット,코제트,珂賽特,Character.json
01_character,角色名称,Character.143.1,风影,Wraith,レイス,레이스,風影,Character.json
01_character,角色名称,Character.144.1,千都世,Chitose,チトセ,치토세,千都世,Character.json
01_character,角色名称,Character.145.1,乙叶,Otoha,オトハ,오토하,乙葉,Character.json
01_character,角色名称,Character.147.1,焦糖,Caramel,キャラメル,캐러멜,焦糖,Character.json
01_character,角色名称,Character.149.1,格芮,Gerie,グレイ,그레이,格芮,Character.json
01_character,角色名称,Character.150.1,菈露,Laru,ラール,라루,菈露,Character.json
01_character,角色名称,Character.155.1,希娅,Shia,シア,시아,希婭,Character.json
01_character,角色名称,Character.156.1,小禾,Nazuna,ナズナ,나즈나,小禾,Character.json
01_character,角色名称,Character.157.1,花铃,Karin,カリン,카린,花鈴,Character.json
01_character,角色名称,Character.158.1,菈露（圣夜）,Snowish Laru,ラール（聖夜）,라루(이브),聖夜菈露,Character.json
01_character,角色名称,Character.159.1,科洛妮丝（新春）,Springseek Coronis,クルニス（華服）,크루니스(새해),緋春柯洛妮絲,Character.json
01_character,角色名称,Character.160.1,薇洛（盛夏）,Suntide Willow,ウィロー（水着）,윌로(여름),沐夏薇洛,Character.json
01_character,角色名称,CharacterArchiveBaseInfo.10301.1,姓名,Name,氏名,이름,姓名,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10302.1,生日,Birthday,生年月日,생일,生日,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10303.1,所属,Affiliation,所属,소속,所屬,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10304.1,技能,Skills,特技,스킬,技能,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10305.1,地址,Address,住所,주소,地址,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10306.1,经验,Experience,巡遊者歴,경력,經驗,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10307.1,武器,Weapon,武器,무기,武器,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10308.1,薪资,Rate,希望報酬,급여,薪資,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.11008.1,薪资,Rate,給与,급여,薪資,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.11408.1,薪资,Rate,依頼料,급여,薪資,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.11908.1,薪资,Rate,家事代行料金,급여,薪資,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.12608.1,薪资,Rate,出演料,급여,薪資,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.13008.1,薪资,Rate,配達料,급여,薪資,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.14008.1,收费标准,Rate,希望報酬,급여,收費標準,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.14108.1,收费标准,Rate,販売価格,급여,收費標準,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.14301.1,姓名,Name,名前,이름,姓名,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.14508.1,薪资,Rate,報酬,급여,薪資,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterDes.103.1,四白,Si Bai,*****,Si Bai,四白,CharacterDes.json
01_character,角色名称,CharacterDes.107.1,陈雨,Chen Yu,*****,Chen Yu,陳雨,CharacterDes.json
01_character,角色名称,CharacterDes.108.1,李蝉妃,Li Chanfei,*****,Li Chanfei,李蟬妃,CharacterDes.json
01_character,角色名称,CharacterDes.110.1,子音,Zi Yin,*****,Zi Yin,子音,CharacterDes.json
01_character,角色名称,CharacterDes.111.1,陈章,Chen Zhang,*****,Chen Zhang,陳章,CharacterDes.json
01_character,角色名称,CharacterDes.112.1,Kiyo,Kiyo,*****,Kiyo,Kiyo,CharacterDes.json
01_character,角色名称,CharacterDes.113.1,陈阳,Chen Yang,*****,Chen Yang,陳陽,CharacterDes.json
01_character,角色名称,CharacterDes.114.1,瑞比,Raby,*****,Raby,瑞比,CharacterDes.json
01_character,角色名称,CharacterDes.115.1,刘雯,Liu Wen,*****,Liu Wen,劉雯,CharacterDes.json
01_character,角色名称,CharacterDes.116.1,张楷轩,Zhang Kaixuan,*****,Zhang Kaixuan,張楷軒,CharacterDes.json
01_character,角色名称,CharacterDes.117.1,韩娇娇,Han Jiaojiao,*****,Han Jiaojiao,韓嬌嬌,CharacterDes.json
01_character,角色名称,CharacterDes.118.1,周语晗,Zhou Yuhan,*****,Zhou Yuhan,周語晗,CharacterDes.json
01_character,角色名称,CharacterDes.119.1,豆奶,Dou Nai,*****,Dou Nai,豆奶,CharacterDes.json
01_character,角色名称,CharacterDes.120.1,梁爽,Liang Shuang,*****,Liang Shuang,梁爽,CharacterDes.json
01_character,角色名称,CharacterDes.123.1,静宸,Jing Chen,*****,Jing Chen,靜宸,CharacterDes.json
01_character,角色名称,CharacterDes.125.1,张晔,Zhang Ye,*****,Zhang Ye,張曄,CharacterDes.json
01_character,角色名称,CharacterDes.126.1,沐霏,Mu Fei,*****,Mu Fei,沐霏,CharacterDes.json
01_character,角色名称,CharacterDes.127.1,井琉,Jing Liu,*****,Jing Liu,井琉,CharacterDes.json
01_character,角色名称,CharacterDes.130.1,苏婉,Su Wan,*****,Su Wan,蘇婉,CharacterDes.json
01_character,角色名称,CharacterDes.132.1,杨清江,Yang Qingjiang,*****,Yang Qingjiang,楊清江,CharacterDes.json
01_character,角色名称,CharacterDes.133.1,刘十四,Liu Fourteen,*****,Liu Shisi,劉十四,CharacterDes.json
01_character,角色名称,CharacterDes.134.1,刘一蕾,Liu Yilei,*****,Liu Yilei,劉一蕾,CharacterDes.json
01_character,角色名称,CharacterDes.135.1,吴哲茹,Wu Zheru,*****,Wu Zheru,吳哲茹,CharacterDes.json
01_character,角色名称,CharacterDes.137.1,施丛昊,Shi Conghao,*****,Shi Conghao,施叢昊,CharacterDes.json
01_character,角色名称,CharacterDes.140.1,宋政楠,Song Zhengnan,*****,Song Zhengnan,宋政楠,CharacterDes.json
01_character,角色名称,CharacterDes.141.1,唐夏芳,Tang Xiafang,*****,Tang Xiafang,唐夏芳,CharacterDes.json
01_character,角色名称,CharacterDes.142.1,唐梦,Tang Meng,*****,Tang Meng,唐夢,CharacterDes.json
01_character,角色名称,CharacterDes.143.1,王美心,Wang Meixin,*****,Wang Meixin,王美心,CharacterDes.json
01_character,角色名称,CharacterDes.144.1,张梦娇,Zhang Mengjiao,*****,Zhang Mengjiao,張夢嬌,CharacterDes.json
01_character,角色名称,CharacterDes.145.1,张安琪,Zhang Anqi,*****,Zhang Anqi,張安琪,CharacterDes.json
01_character,角色名称,CharacterDes.147.1,蔡书瑾,Cai Shujin,*****,Cai Shujin,蔡書瑾,CharacterDes.json
01_character,角色名称,CharacterDes.150.1,宋媛媛,Song Yuanyuan,*****,Song Yuanyuan,宋媛媛,CharacterDes.json
01_character,角色名称,CharacterDes.155.1,Vila,Vila,*****,Vila,Vila,CharacterDes.json
01_character,角色名称,CharacterDes.156.1,谢莹,Xie Ying,*****,Xie Ying,謝瑩,CharacterDes.json
01_character,角色名称,CharacterDes.157.1,花玲,Karin,カリン,카린,花鈴,CharacterDes.json
01_character,角色名称,CharacterDes.160.1,mace,mace,*****,mace,mace,CharacterDes.json
01_character,角色名称,CharacterSkin.10301.1,琥珀-基础形象,Amber: Default,コハク・デフォルト,코하쿠-기본,琥珀-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.10302.1,琥珀-觉醒形象,Amber: Awakened,コハク・覚醒,코하쿠-각성,琥珀-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.10303.1,玩心无邪,Playful Innocence,いたずらっこのお留守番,어흥냥이,玩心無邪,CharacterSkin.json
01_character,角色名称,CharacterSkin.10304.1,邀你静心，悠然一夏,Ease Into an Unhurried Summer,カムカムサマータイム,느긋한 여름의 초대장,靜享沁涼，悠然一夏,CharacterSkin.json
01_character,角色名称,CharacterSkin.10701.1,缇莉娅-基础形象,Tilia: Default,ティリア・デフォルト,틸리아-기본,緹莉婭-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.10702.1,缇莉娅-觉醒形象,Tilia: Awakened,ティリア・覚醒,틸리아-각성,緹莉婭-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.10703.1,此即吾之正义！,This Is My Justice!,イッツ・マイ・ジャスティス！,이것이 나의 정의!,此即吾之正義！,CharacterSkin.json
01_character,角色名称,CharacterSkin.10704.1,光彩闪亮，斗志昂扬,"Shining Bright, Spirits High",ブライトアップ、チアアップ,눈부시게 당당하게,盛夏流光，昂首逐浪,CharacterSkin.json
01_character,角色名称,CharacterSkin.10801.1,卡西米拉-基础形象,Kasimira: Default,カシミラ・デフォルト,카시미라-기본,卡西米拉-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.10802.1,卡西米拉-觉醒形象,Kasimira: Awakened,カシミラ・覚醒,카시미라-각성,卡西米拉-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11001.1,翡冷翠-基础形象,Firenze: Default,フィレン・デフォルト,피렌-기본,翡冷翠-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11002.1,翡冷翠-觉醒形象,Firenze: Awakened,フィレン・覚醒,피렌-각성,翡冷翠-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11101.1,鸢尾-基础形象,Iris: Default,アヤメ・デフォルト,아야메-기본,鳶尾-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11102.1,鸢尾-觉醒形象,Iris: Awakened,アヤメ・覚醒,아야메-각성,鳶尾-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11103.1,1/365的你,The 1/365th of You,1/365の君と,1/365의 그대와,1/365的你,CharacterSkin.json
01_character,角色名称,CharacterSkin.11104.1,邀你欢喜，轻波漂游,Drifting Together on Gentle Waves,プカプカサマータイム,기쁜 이 순간 물결을 타고,伴你清歡，輕波漂游,CharacterSkin.json
01_character,角色名称,CharacterSkin.11201.1,尘沙-基础形象,Noya: Default,セイナ・デフォルト,세이나-기본,塵沙-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11202.1,尘沙-觉醒形象,Noya: Awakened,セイナ・覚醒,세이나-각성,塵沙-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11203.1,日晒的余温,Lingering Sunlight,日焼けあとの思い出,햇살의 온기,日曬的餘溫,CharacterSkin.json
01_character,角色名称,CharacterSkin.11301.1,师渺-基础形象,Shimiao: Default,シーミャオ・デフォルト,시먀오-기본,師渺-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11302.1,师渺-觉醒形象,Shimiao: Awakened,シーミャオ・覚醒,시먀오-각성,師渺-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11303.1,辣就试试看吧！,Feeling Spicy? Take the Heat!,負けるな！マジカルガール！,매운맛 좀 볼래?!,辣就來試試！,CharacterSkin.json
01_character,角色名称,CharacterSkin.11401.1,猫眼-基础形象,Chaton: Default,シャトン・デフォルト,샤통-기본,貓眼-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11402.1,猫眼-觉醒形象,Chaton: Awakened,シャトン・覚醒,샤통-각성,貓眼-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11501.1,火垂-基础形象,Firefly: Default,ホタル・デフォルト,호타루-기본,火垂-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11502.1,火垂-觉醒形象,Firefly: Awakened,ホタル・覚醒,호타루-각성,火垂-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11601.1,岭川-基础形象,Ridge: Default,レイセン・デフォルト,레이센-기본,嶺川-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11602.1,岭川-觉醒形象,Ridge: Awakened,レイセン・覚醒,레이센-각성,嶺川-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11603.1,郁蓊恒温室中憩,Resting in the Lush Greenhouse,眠り姫の光合成,잠자는 온실 속의 공주,綠蔭深處睡美人,CharacterSkin.json
01_character,角色名称,CharacterSkin.11701.1,璟麟-基础形象,Jinglin: Default,ジンリン・デフォルト,징린-기본,璟麟-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11702.1,璟麟-觉醒形象,Jinglin: Awakened,ジンリン・覚醒,징린-각성,璟麟-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11801.1,科洛妮丝-基础形象,Coronis: Default,クルニス・デフォルト,크루니스-기본,柯洛妮絲-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11802.1,科洛妮丝-觉醒形象,Coronis: Awakened,クルニス・覚醒,크루니스-각성,柯洛妮絲-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11901.1,花原-基础形象,Nanoha: Default,ナノハ・デフォルト,나노하-기본,花原-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11902.1,花原-觉醒形象,Nanoha: Awakened,ナノハ・覚醒,나노하-각성,花原-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.11903.1,异国风起时,When Distant Winds Rise,異国情緒で準備中,낯선 바람이 불어올 때,異國風起時,CharacterSkin.json
01_character,角色名称,CharacterSkin.12001.1,卡娜丝-基础形象,Canace: Default,カナーチェ・デフォルト,카나체-기본,卡娜絲-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.12002.1,卡娜丝-觉醒形象,Canace: Awakened,カナーチェ・覚醒,카나체-각성,卡娜絲-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.12003.1,胜利的方程式,The Formula for Victory,狙え、サービスエース！,승리의 방정식,勝利的方程式,CharacterSkin.json
01_character,角色名称,CharacterSkin.12301.1,杏子-基础形象,Ann: Default,アンズ・デフォルト,안즈-기본,杏子-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.12302.1,杏子-觉醒形象,Ann: Awakened,アンズ・覚醒,안즈-각성,杏子-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.12303.1,漫游奇境的森林公主,Princess of the Wondrous Wilds,不思議の国のアンズ,이상한 나라의 복슬 공주,漫步奇境的森林公主,CharacterSkin.json
01_character,角色名称,CharacterSkin.12501.1,苍兰-基础形象,Freesia: Default,フリージア・デフォルト,프리지아-기본,蒼蘭-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.12502.1,苍兰-觉醒形象,Freesia: Awakened,フリージア・覚醒,프리지아-각성,蒼蘭-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.12503.1,落雪的赠礼,The Gift of Falling Snow,雪降る夜の贈り物,눈 내리는 밤의 선물,落雪的贈禮,CharacterSkin.json
01_character,角色名称,CharacterSkin.12601.1,紫槿-基础形象,Flora: Default,フローラ・デフォルト,플로라-기본,紫槿-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.12602.1,紫槿-觉醒形象,Flora: Awakened,フローラ・覚醒,플로라-각성,紫槿-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.12701.1,特丽莎-基础形象,Teresa: Default,テレサ・デフォルト,테레사-기본,特麗莎-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.12702.1,特丽莎-觉醒形象,Teresa: Awakened,テレサ・覚醒,테레사-각성,特麗莎-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.12703.1,新人勇者前来报到,Rookie Hero Reporting In,ビギナー勇者,오늘부터 신입 용사!,新人勇者前來報到,CharacterSkin.json
01_character,角色名称,CharacterSkin.13001.1,多娜-基础形象,Donna: Default,トーナ・デフォルト,토나-기본,多娜-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.13002.1,多娜-觉醒形象,Donna: Awakened,トーナ・覚醒,토나-각성,多娜-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.13201.1,密涅瓦-基础形象,Minova: Default,ミネルバ・デフォルト,미네르바-기본,密涅瓦-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.13202.1,密涅瓦-觉醒形象,Minova: Awakened,ミネルバ・覚醒,미네르바-각성,密涅瓦-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.13203.1,微醺白日梦,Tipsy Daydream,アイマイハクチューム,나른한 백일몽,微醺白日夢,CharacterSkin.json
01_character,角色名称,CharacterSkin.13204.1,粼粼镜影☆漆黑心伤,Rippling Void of the Darkest Heartbreak,ノワールエトワール,거울아 거울아 나를 치유해줘,琉璃倒影☆寂寥呢喃,CharacterSkin.json
01_character,角色名称,CharacterSkin.13301.1,夏花-基础形象,Nazuka: Default,ナツカ・デフォルト,나츠카-기본,夏花-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.13302.1,夏花-觉醒形象,Nazuka: Awakened,ナツカ・覚醒,나츠카-각성,夏花-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.13303.1,清露微滴的初夏,A Dip of Fresh Summer,水もしたたる初夏美人,이슬 맺힌 첫 여름,清露微滴的初夏,CharacterSkin.json
01_character,角色名称,CharacterSkin.13401.1,冬香-基础形象,Fuyuka: Default,フユカ・デフォルト,후유카-기본,冬香-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.13402.1,冬香-觉醒形象,Fuyuka: Awakened,フユカ・覚醒,후유카-각성,冬香-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.13403.1,平安度过试用期！,Probation Period Cleared!,新人社員奮闘中！,정직원으로 향하는 길!,平安度過試用期！,CharacterSkin.json
01_character,角色名称,CharacterSkin.13501.1,雾语-基础形象,Mistique: Default,ミスティ・デフォルト,미스티-기본,霧語-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.13502.1,雾语-觉醒形象,Mistique: Awakened,ミスティ・覚醒,미스티-각성,霧語-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.13503.1,可可甜心情与夜,Cocoa Night Sweetheart,メルティ・ミスティ,러브코코 발렌타인,可可甜心情與夜,CharacterSkin.json
01_character,角色名称,CharacterSkin.13504.1,悠悠哉哉，惬意夕阳,Carefree in the Golden Glow,のびのびサンセット,한가로이 노을을 맞으며,悠悠漫時，愜意夕暮,CharacterSkin.json
01_character,角色名称,CharacterSkin.13701.1,埃莉诺-基础形象,Eleanor: Default,エレノア・デフォルト,엘레노어-기본,埃莉諾-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.13702.1,埃莉诺-觉醒形象,Eleanor: Awakened,エレノア・覚醒,엘레노어-각성,埃莉諾-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.14001.1,斯帕克拉-基础形象,Sparkla: Default,スパクル・デフォルト,스파클-기본,斯帕克拉-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.14002.1,斯帕克拉-觉醒形象,Sparkla: Awakened,スパクル・覚醒,스파클-각성,斯帕克拉-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.14101.1,赤霞-基础形象,Chixia: Default,チーシア・デフォルト,치시아-기본,赤霞-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.14102.1,赤霞-觉醒形象,Chixia: Awakened,チーシア・覚醒,치시아-각성,赤霞-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.14103.1,镜中的红心皇后,Crimson Reflection of Queen of Hearts,クイーンオブレッド,하트퀸 인 더 미러,鏡中的紅心皇后,CharacterSkin.json
01_character,角色名称,CharacterSkin.14201.1,珂赛特-基础形象,Cosette: Default,コゼット・デフォルト,코제트-기본,珂賽特-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.14202.1,珂赛特-觉醒形象,Cosette: Awakened,コゼット・覚醒,코제트-각성,珂賽特-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.14203.1,夏日滋味，独享时分,A Taste of Summer All to Herself,夏の味を独り占め,여름의 맛 나만의 시간,沁夏滋味，獨享時光,CharacterSkin.json
01_character,角色名称,CharacterSkin.14301.1,风影-基础形象,Wraith: Default,レイス・デフォルト,레이스-기본,風影-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.14302.1,风影-觉醒形象,Wraith: Awakened,レイス・覚醒,레이스-각성,風影-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.14401.1,千都世-基础形象,Chitose: Default,チトセ・デフォルト,치토세-기본,千都世-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.14402.1,千都世-觉醒形象,Chitose: Awakened,チトセ・覚醒,치토세-각성,千都世-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.14403.1,牵牛花开，少女初醒,"When Morning Glories Bloom, Her Eyes Open",朝顔ノ乙女,"피어난 나팔꽃, 깨어난 소녀",曉露朝顏，少女初覺,CharacterSkin.json
01_character,角色名称,CharacterSkin.14501.1,乙叶-基础形象,Otoha: Default,オトハ・デフォルト,오토하-기본,乙葉-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.14502.1,乙叶-觉醒形象,Otoha: Awakened,オトハ・覚醒,오토하-각성,乙葉-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.14701.1,焦糖-基础形象,Caramel: Default,キャラメル・デフォルト,캐러멜-기본,焦糖-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.14702.1,焦糖-觉醒形象,Caramel: Awakened,キャラメル・覚醒,캐러멜-각성,焦糖-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.14703.1,梦萌贝斯音,Mellow Bass Echo,ゆめかわベーシスト,큐티 베이시스트,甜夢貝斯音,CharacterSkin.json
01_character,角色名称,CharacterSkin.14901.1,格芮-基础形象,Gerie: Default,グレイ・デフォルト,그레이-기본,格芮-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.14902.1,格芮-觉醒形象,Gerie: Awakened,グレイ・覚醒,그레이-각성,格芮-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.14903.1,相约融雪后,Promise Beyond the Thaw,エターナル・ローズ,"눈이 녹고, 너에게",相約融雪後,CharacterSkin.json
01_character,角色名称,CharacterSkin.15001.1,菈露-基础形象,Laru: Default,ラール・デフォルト,라루-기본,菈露-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.15002.1,菈露-觉醒形象,Laru: Awakened,ラール・覚醒,라루-각성,菈露-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.15501.1,希娅-基础形象,Shia: Default,シア・デフォルト,시아-기본,希婭-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.15502.1,希娅-觉醒形象,Shia: Awakened,シア・覚醒,시아-각성,希婭-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.15601.1,小禾-基础形象,Nazuna: Default,ナズナ・デフォルト,나즈나-기본,小禾-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.15602.1,小禾-觉醒形象,Nazuna: Awakened,ナズナ・覚醒,나즈나-각성,小禾-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.15603.1,古灵精怪茶话会,Quirky Tea Party,ヘンテコティータイム,엉뚱한 요정의 다과회,古靈精怪茶話會,CharacterSkin.json
01_character,角色名称,CharacterSkin.15701.1,花铃-基础形象,Karin: Default,カリン・デフォルト,카린-기본,花鈴-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.15702.1,花铃-觉醒形象,Karin: Awakened,カリン・覚醒,카린-각성,花鈴-覺醒形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.15801.1,菈露（圣夜）-基础形象,Snowish Laru: Default,ラール（聖夜）・デフォルト,라루(이브)-기본,聖夜菈露-基礎形象,CharacterSkin.json
01_character,角色名称,CharacterSkin.15802.1,菈露（圣夜）-觉醒形象,Snowish Laru: Awakened,ラール（聖夜）・覚醒,라루(이브)-각성,聖夜菈露-覺醒形象,CharacterSkin.json
