category,source,target,tgt_lng
01_character,อาริสึ,愛麗絲,zh-TW
01_character,绿,綠,zh-TW
01_character,ミドリ,綠,zh-TW
01_character,Midori,綠,zh-TW
01_character,미도리,綠,zh-TW
01_character,มิโดริ,綠,zh-TW
01_character,切里诺,潔莉諾,zh-TW
01_character,チェリノ,潔莉諾,zh-TW
01_character,Cherino,潔莉諾,zh-TW
01_character,체리노,潔莉諾,zh-TW
01_character,เชริโน่,潔莉諾,zh-TW
01_character,ユズ,柚子,zh-TW
01_character,Yuzu,柚子,zh-TW
01_character,유즈,柚子,zh-TW
01_character,ยูสึ,柚子,zh-TW
01_character,アズサ,梓,zh-TW
01_character,Azusa,梓,zh-TW
01_character,아즈사,梓,zh-TW
01_character,อาซึสะ,梓,zh-TW
01_character,コハル,小春,zh-TW
01_character,Koharu,小春,zh-TW
01_character,코하루,小春,zh-TW
01_character,โคฮารุ,小春,zh-TW
01_character,梓（泳装）,梓(泳裝),zh-TW
01_character,アズサ（水着）,梓(泳裝),zh-TW
01_character,Azusa (Swimsuit),梓(泳裝),zh-TW
01_character,아즈사(수영복),梓(泳裝),zh-TW
01_character,อาซึสะ (ชุดว่ายน้ำ),梓(泳裝),zh-TW
01_character,日奈（泳装）,陽奈(泳裝),zh-TW
01_character,ヒナ（水着）,陽奈(泳裝),zh-TW
01_character,Hina (Swimsuit),陽奈(泳裝),zh-TW
01_character,히나(수영복),陽奈(泳裝),zh-TW
01_character,ฮินะ (ชุดว่ายน้ำ),陽奈(泳裝),zh-TW
01_character,伊织（泳装）,伊織(泳裝),zh-TW
01_character,イオリ（水着）,伊織(泳裝),zh-TW
01_character,Iori (Swimsuit),伊織(泳裝),zh-TW
01_character,이오리(수영복),伊織(泳裝),zh-TW
01_character,อิโอริ (ชุดว่ายน้ำ),伊織(泳裝),zh-TW
01_character,白子（骑行）,白子(單車),zh-TW
01_character,シロコ（ライディング）,白子(單車),zh-TW
01_character,Shiroko (Cycling),白子(單車),zh-TW
01_character,시로코(라이딩),白子(單車),zh-TW
01_character,ชิโรโกะ (นักปั่น),白子(單車),zh-TW
01_character,瞬（小）,旬(幼女),zh-TW
01_character,シュン（幼女）,旬(幼女),zh-TW
01_character,Shun (Small),旬(幼女),zh-TW
01_character,슌(어린이),旬(幼女),zh-TW
01_character,ชุน (วัยเด็ก),旬(幼女),zh-TW
01_character,妮露（邦妮）,寧瑠(兔女郎),zh-TW
01_character,ネル（バニーガール）,寧瑠(兔女郎),zh-TW
01_character,Neru (Bunny),寧瑠(兔女郎),zh-TW
01_character,네루(바니걸),寧瑠(兔女郎),zh-TW
01_character,เนรุ (บันนี่เกิร์ล),寧瑠(兔女郎),zh-TW
01_character,花凛（邦妮）,花凛(兔女郎),zh-TW
01_character,カリン（バニーガール）,花凛(兔女郎),zh-TW
01_character,Karin (Bunny),花凛(兔女郎),zh-TW
01_character,카린(바니걸),花凛(兔女郎),zh-TW
01_character,คาริน (บันนี่เกิร์ล),花凛(兔女郎),zh-TW
01_character,明日奈（邦妮）,明日奈(兔女郎),zh-TW
01_character,アスナ（バニーガール）,明日奈(兔女郎),zh-TW
01_character,Asuna (Bunny),明日奈(兔女郎),zh-TW
01_character,아스나(바니걸),明日奈(兔女郎),zh-TW
01_character,อาสึนะ (บันนี่เกิร์ล),明日奈(兔女郎),zh-TW
01_character,ナツ,夏,zh-TW
01_character,Natsu,夏,zh-TW
01_character,나츠,夏,zh-TW
01_character,นัตสึ,夏,zh-TW
01_character,千夏（温泉）,千夏(溫泉),zh-TW
01_character,チナツ（温泉）,千夏(溫泉),zh-TW
01_character,Chinatsu (Hot Spring),千夏(溫泉),zh-TW
01_character,치나츠(온천),千夏(溫泉),zh-TW
01_character,ชินัตสึ (ออนเซ็น),千夏(溫泉),zh-TW
01_character,爱露（新年）,亞瑠(正月),zh-TW
01_character,アル（正月）,亞瑠(正月),zh-TW
01_character,Aru (New Year),亞瑠(正月),zh-TW
01_character,아루(새해),亞瑠(正月),zh-TW
01_character,อารุ (ปีใหม่),亞瑠(正月),zh-TW
01_character,睦月（新年）,無月(正月),zh-TW
01_character,ムツキ（正月）,無月(正月),zh-TW
01_character,Mutsuki (New Year),無月(正月),zh-TW
01_character,무츠키(새해),無月(正月),zh-TW
01_character,มุสึกิ (ปีใหม่),無月(正月),zh-TW
01_character,ワカモ,若藻,zh-TW
01_character,Wakamo,若藻,zh-TW
01_character,와카모,若藻,zh-TW
01_character,วาคาโมะ,若藻,zh-TW
01_character,ミモリ,三森,zh-TW
01_character,Mimori,三森,zh-TW
01_character,미모리,三森,zh-TW
01_character,มิโมริ,三森,zh-TW
01_character,忧,憂,zh-TW
01_character,ウイ,憂,zh-TW
01_character,Ui,憂,zh-TW
01_character,우이,憂,zh-TW
01_character,อุย,憂,zh-TW
01_character,ヒナタ,日向,zh-TW
01_character,Hinata,日向,zh-TW
01_character,히나타,日向,zh-TW
01_character,ฮินาตะ,日向,zh-TW
01_character,真里奈,瑪麗娜,zh-TW
01_character,マリナ,瑪麗娜,zh-TW
01_character,Marina,瑪麗娜,zh-TW
01_character,마리나,瑪麗娜,zh-TW
01_character,มารินะ,瑪麗娜,zh-TW
01_character,宫子,都子,zh-TW
01_character,ミヤコ,都子,zh-TW
01_character,Miyako,都子,zh-TW
01_character,미야코,都子,zh-TW
01_character,มิยาโกะ,都子,zh-TW
01_character,美游,美優,zh-TW
01_character,ミユ,美優,zh-TW
01_character,Miyu,美優,zh-TW
01_character,미유,美優,zh-TW
01_character,มิยุ,美優,zh-TW
01_character,月咏,月夜,zh-TW
01_character,ツクヨ,月夜,zh-TW
01_character,Tsukuyo,月夜,zh-TW
01_character,츠쿠요,月夜,zh-TW
01_character,สึคุโยะ,月夜,zh-TW
01_character,ミサキ,美咲,zh-TW
01_character,Misaki,美咲,zh-TW
01_character,미사키,美咲,zh-TW
01_character,มิซากิ,美咲,zh-TW
01_character,亚津子,敦子,zh-TW
01_character,アツコ,敦子,zh-TW
01_character,Atsuko,敦子,zh-TW
01_character,아츠코,敦子,zh-TW
01_character,อาสึโกะ,敦子,zh-TW
01_character,若藻（泳装）,若藻(泳裝),zh-TW
01_character,ワカモ（水着）,若藻(泳裝),zh-TW
01_character,Wakamo (Swimsuit),若藻(泳裝),zh-TW
01_character,와카모(수영복),若藻(泳裝),zh-TW
01_character,วาคาโมะ (ชุดว่ายน้ำ),若藻(泳裝),zh-TW
01_character,野宫（泳装）,野乃美(泳裝),zh-TW
01_character,ノノミ（水着）,野乃美(泳裝),zh-TW
01_character,Nonomi (Swimsuit),野乃美(泳裝),zh-TW
01_character,노노미(수영복),野乃美(泳裝),zh-TW
01_character,โนโนมิ (ชุดว่ายน้ำ),野乃美(泳裝),zh-TW
01_character,星野（泳装）,星野(泳裝),zh-TW
01_character,ホシノ（水着）,星野(泳裝),zh-TW
01_character,Hoshino (Swimsuit),星野(泳裝),zh-TW
01_character,호시노(수영복),星野(泳裝),zh-TW
01_character,โฮชิโนะ (ชุดว่ายน้ำ),星野(泳裝),zh-TW
01_character,泉奈（泳装）,伊樹菜(泳裝),zh-TW
01_character,イズナ（水着）,伊樹菜(泳裝),zh-TW
01_character,Izuna (Swimsuit),伊樹菜(泳裝),zh-TW
01_character,이즈나(수영복),伊樹菜(泳裝),zh-TW
01_character,อิซุนะ (ชุดว่ายน้ำ),伊樹菜(泳裝),zh-TW
01_character,千世（泳装）,知世(泳裝),zh-TW
01_character,チセ（水着）,知世(泳裝),zh-TW
01_character,Chise (Swimsuit),知世(泳裝),zh-TW
01_character,치세(수영복),知世(泳裝),zh-TW
01_character,ชิเซะ (ชุดว่ายน้ำ),知世(泳裝),zh-TW
01_character,纱织,沙織,zh-TW
01_character,サオリ,沙織,zh-TW
01_character,Saori,沙織,zh-TW
01_character,사오리,沙織,zh-TW
01_character,ซาโอริ,沙織,zh-TW
01_character,和纱,千紗,zh-TW
01_character,カズサ,千紗,zh-TW
01_character,Kazusa,千紗,zh-TW
01_character,카즈사,千紗,zh-TW
01_character,คาซึสะ,千紗,zh-TW
01_character,心奈,心菜,zh-TW
01_character,ココナ,心菜,zh-TW
01_character,Kokona,心菜,zh-TW
01_character,코코나,心菜,zh-TW
01_character,โคโคน่า,心菜,zh-TW
01_character,歌原（应援团）,詠葉(應援團),zh-TW
01_character,ウタハ（応援団）,詠葉(應援團),zh-TW
01_character,Utaha (Cheer Squad),詠葉(應援團),zh-TW
01_character,우타하(응원단),詠葉(應援團),zh-TW
01_character,อุทาฮะ (ชุดเชียร์),詠葉(應援團),zh-TW
01_character,诺亚,乃愛,zh-TW
01_character,ノア,乃愛,zh-TW
01_character,Noa,乃愛,zh-TW
01_character,노아,乃愛,zh-TW
01_character,โนอา,乃愛,zh-TW
01_character,优香（体操服）,優香(體育服),zh-TW
01_character,ユウカ（体操服）,優香(體育服),zh-TW
01_character,Yuuka (Track),優香(體育服),zh-TW
01_character,유우카(체육복),優香(體育服),zh-TW
01_character,ยูกะ (ชุดพละ),優香(體育服),zh-TW
01_character,玛丽（体操服）,瑪麗(體育服),zh-TW
01_character,マリー（体操服）,瑪麗(體育服),zh-TW
01_character,Mari (Track),瑪麗(體育服),zh-TW
01_character,마리(체육복),瑪麗(體育服),zh-TW
01_character,มารี (ชุดพละ),瑪麗(體育服),zh-TW
01_character,时雨,時雨,zh-TW
01_character,シグレ,時雨,zh-TW
01_character,Shigure,時雨,zh-TW
01_character,시구레,時雨,zh-TW
01_character,ชิกุเระ,時雨,zh-TW
01_character,芹娜（圣诞）,芹奈(聖誕節),zh-TW
01_character,セリナ（クリスマス）,芹奈(聖誕節),zh-TW
01_character,Serina (Christmas),芹奈(聖誕節),zh-TW
01_character,세리나(크리스마스),芹奈(聖誕節),zh-TW
01_character,เซรินะ (คริสต์มาส),芹奈(聖誕節),zh-TW
01_character,晴奈（新年）,羽留奈(正月),zh-TW
01_character,ハルナ（正月）,羽留奈(正月),zh-TW
01_character,Haruna (New Year),羽留奈(正月),zh-TW
01_character,하루나(새해),羽留奈(正月),zh-TW
01_character,ฮารุนะ (ปีใหม่),羽留奈(正月),zh-TW
01_character,美祢,美禰,zh-TW
01_character,ミネ,美禰,zh-TW
01_character,Mine,美禰,zh-TW
01_character,미네,美禰,zh-TW
01_character,มิเนะ,美禰,zh-TW
01_character,未花,彌香,zh-TW
01_character,ミカ,彌香,zh-TW
01_character,Mika,彌香,zh-TW
01_character,미카,彌香,zh-TW
01_character,มิกะ,彌香,zh-TW
01_character,メグ,惠,zh-TW
01_character,Megu,惠,zh-TW
01_character,메구,惠,zh-TW
01_character,เมกุ,惠,zh-TW
01_character,樱子,櫻子,zh-TW
01_character,サクラコ,櫻子,zh-TW
01_character,Sakurako,櫻子,zh-TW
01_character,사쿠라코,櫻子,zh-TW
01_character,ซากุระโกะ,櫻子,zh-TW
01_character,时,季,zh-TW
01_character,トキ,季,zh-TW
01_character,Toki,季,zh-TW
01_character,토키,季,zh-TW
01_character,โทคิ,季,zh-TW
01_character,コユキ,小雪,zh-TW
01_character,Koyuki,小雪,zh-TW
01_character,코유키,小雪,zh-TW
01_character,โคยูกิ,小雪,zh-TW
01_character,佳代子（新年）,佳世子(正月),zh-TW
01_character,カヨコ（正月）,佳世子(正月),zh-TW
01_character,Kayoko (New Year),佳世子(正月),zh-TW
01_character,카요코(새해),佳世子(正月),zh-TW
01_character,คาโยโกะ (ปีใหม่),佳世子(正月),zh-TW
01_character,果穗,佳穗,zh-TW
01_character,カホ,佳穗,zh-TW
01_character,Kaho,佳穗,zh-TW
01_character,카호,佳穗,zh-TW
01_character,คาโฮะ,佳穗,zh-TW
01_character,爱丽丝（女仆）,愛麗絲(女僕),zh-TW
01_character,アリス（メイド）,愛麗絲(女僕),zh-TW
01_character,Aris (Maid),愛麗絲(女僕),zh-TW
01_character,아리스(메이드),愛麗絲(女僕),zh-TW
01_character,อาริสึ (ชุดเมด),愛麗絲(女僕),zh-TW
01_character,时（兔女郎）,季(兔女郎),zh-TW
01_character,トキ（バニーガール）,季(兔女郎),zh-TW
01_character,Toki (Bunny),季(兔女郎),zh-TW
01_character,토키(바니걸),季(兔女郎),zh-TW
01_character,โทคิ (บันนี่เกิร์ล),季(兔女郎),zh-TW
01_character,玲纱,澪紗,zh-TW
01_character,レイサ,澪紗,zh-TW
01_character,Reisa,澪紗,zh-TW
01_character,레이사,澪紗,zh-TW
01_character,เรอิสะ,澪紗,zh-TW
01_character,流美,瑠美,zh-TW
01_character,ルミ,瑠美,zh-TW
01_character,Rumi,瑠美,zh-TW
01_character,루미,瑠美,zh-TW
01_character,รูมิ,瑠美,zh-TW
01_character,弥奈,美奈,zh-TW
01_character,ミナ,美奈,zh-TW
01_character,Mina,美奈,zh-TW
01_character,미나,美奈,zh-TW
01_character,มินะ,美奈,zh-TW
01_character,宫子（泳装）,都子(泳裝),zh-TW
01_character,ミヤコ（水着）,都子(泳裝),zh-TW
01_character,Miyako (Swimsuit),都子(泳裝),zh-TW
01_character,미야코(수영복),都子(泳裝),zh-TW
01_character,มิยาโกะ (ชุดว่ายน้ำ),都子(泳裝),zh-TW
01_character,咲（泳装）,咲希(泳裝),zh-TW
01_character,サキ（水着）,咲希(泳裝),zh-TW
01_character,Saki (Swimsuit),咲希(泳裝),zh-TW
01_character,사키(수영복),咲希(泳裝),zh-TW
01_character,ซากิ (ชุดว่ายน้ำ),咲希(泳裝),zh-TW
01_character,忧（泳装）,憂(泳裝),zh-TW
01_character,ウイ（水着）,憂(泳裝),zh-TW
01_character,Ui (Swimsuit),憂(泳裝),zh-TW
01_character,우이(수영복),憂(泳裝),zh-TW
01_character,อุย (ชุดว่ายน้ำ),憂(泳裝),zh-TW
01_character,花子（泳装）,花子(泳裝),zh-TW
01_character,ハナコ（水着）,花子(泳裝),zh-TW
01_character,Hanako (Swimsuit),花子(泳裝),zh-TW
01_character,하나코(수영복),花子(泳裝),zh-TW
01_character,ฮานาโกะ (ชุดว่ายน้ำ),花子(泳裝),zh-TW
01_character,芽留,愛瑠,zh-TW
01_character,メル,愛瑠,zh-TW
01_character,Meru,愛瑠,zh-TW
01_character,메루,愛瑠,zh-TW
01_character,เมรุ,愛瑠,zh-TW
01_character,琴里(应援团),亞都梨(應援團),zh-TW
01_character,コトリ（応援団）,亞都梨(應援團),zh-TW
01_character,Kotori (Cheer Squad),亞都梨(應援團),zh-TW
01_character,코토리(응원단),亞都梨(應援團),zh-TW
01_character,โคโทริ (ชุดเชียร์),亞都梨(應援團),zh-TW
01_character,イチカ,一花,zh-TW
01_character,Ichika,一花,zh-TW
01_character,이치카,一花,zh-TW
01_character,อิจิกะ,一花,zh-TW
01_character,霞,佳澄,zh-TW
01_character,カスミ,佳澄,zh-TW
01_character,Kasumi,佳澄,zh-TW
01_character,카스미,佳澄,zh-TW
01_character,คาสุมิ,佳澄,zh-TW
01_character,Misaka Mikoto,御坂美琴,zh-TW
01_character,미사카 미코토,御坂美琴,zh-TW
01_character,มิซากะ มิโคโตะ,御坂美琴,zh-TW
01_character,Shokuhou Misaki,食蜂操祈,zh-TW
01_character,쇼쿠호 미사키,食蜂操祈,zh-TW
01_character,โชคุโฮว มิซากิ,食蜂操祈,zh-TW
01_character,紫草,紫,zh-TW
01_character,ユカリ,紫,zh-TW
01_character,Yukari,紫,zh-TW
01_character,유카리,紫,zh-TW
01_character,ยูคาริ,紫,zh-TW
01_character,莲华,蓮華,zh-TW
01_character,レンゲ,蓮華,zh-TW
01_character,Renge,蓮華,zh-TW
01_character,렌게,蓮華,zh-TW
01_character,เรนเกะ,蓮華,zh-TW
01_character,キキョウ,桔梗,zh-TW
01_character,Kikyou,桔梗,zh-TW
01_character,키쿄,桔梗,zh-TW
01_character,คิเคียว,桔梗,zh-TW
01_character,小玉（露营）,小玉(露營),zh-TW
01_character,コタマ（キャンプ）,小玉(露營),zh-TW
01_character,Kotama (Camp),小玉(露營),zh-TW
01_character,코타마(캠핑),小玉(露營),zh-TW
01_character,โคทามะ (แคมป์),小玉(露營),zh-TW
01_character,晴（露营）,晴(露營),zh-TW
01_character,ハレ（キャンプ）,晴(露營),zh-TW
01_character,Hare (Camp),晴(露營),zh-TW
01_character,하레(캠핑),晴(露營),zh-TW
01_character,ฮาเระ (แคมป์),晴(露營),zh-TW
01_character,日奈（礼服）,陽奈(禮服),zh-TW
01_character,ヒナ（ドレス）,陽奈(禮服),zh-TW
01_character,Hina (Dress),陽奈(禮服),zh-TW
01_character,히나(드레스),陽奈(禮服),zh-TW
01_character,ฮินะ (เดรส),陽奈(禮服),zh-TW
01_character,亚子（礼服）,亞子(禮服),zh-TW
01_character,アコ（ドレス）,亞子(禮服),zh-TW
01_character,Ako (Dress),亞子(禮服),zh-TW
01_character,아코(드레스),亞子(禮服),zh-TW
01_character,อาโกะ (เดรส),亞子(禮服),zh-TW
01_character,佳代子（礼服）,佳世子(禮服),zh-TW
01_character,カヨコ（ドレス）,佳世子(禮服),zh-TW
01_character,Kayoko (Dress),佳世子(禮服),zh-TW
01_character,카요코(드레스),佳世子(禮服),zh-TW
01_character,คาโยโกะ (เดรส),佳世子(禮服),zh-TW
01_character,阿露（礼服）,亞瑠(禮服),zh-TW
01_character,アル（ドレス）,亞瑠(禮服),zh-TW
01_character,Aru (Dress),亞瑠(禮服),zh-TW
01_character,아루(드레스),亞瑠(禮服),zh-TW
01_character,อารุ (เดรส),亞瑠(禮服),zh-TW
01_character,海香,海花,zh-TW
01_character,ウミカ,海花,zh-TW
01_character,Umika,海花,zh-TW
01_character,우미카,海花,zh-TW
01_character,อุมิกะ,海花,zh-TW
01_character,和纱（乐队）,千紗(樂團),zh-TW
01_character,カズサ（バンド）,千紗(樂團),zh-TW
01_character,Kazusa (Band),千紗(樂團),zh-TW
01_character,카즈사(밴드),千紗(樂團),zh-TW
01_character,คาซึสะ (วงดนตรี),千紗(樂團),zh-TW
01_character,好美（乐队）,喜美(樂團),zh-TW
01_character,ヨシミ（バンド）,喜美(樂團),zh-TW
01_character,Yoshimi (Band),喜美(樂團),zh-TW
01_character,요시미(밴드),喜美(樂團),zh-TW
01_character,โยชิมิ (วงดนตรี),喜美(樂團),zh-TW
01_character,绮罗罗,綺羅羅,zh-TW
01_character,キララ,綺羅羅,zh-TW
01_character,Kirara,綺羅羅,zh-TW
01_character,키라라,綺羅羅,zh-TW
01_character,คิราระ,綺羅羅,zh-TW
01_character,桃井（女仆）,桃井(女僕),zh-TW
01_character,モモイ（メイド）,桃井(女僕),zh-TW
01_character,Momoi (Maid),桃井(女僕),zh-TW
01_character,모모이(메이드),桃井(女僕),zh-TW
01_character,โมโมอิ (ชุดเมด),桃井(女僕),zh-TW
01_character,绿（女仆）,綠(女僕),zh-TW
01_character,ミドリ（メイド）,綠(女僕),zh-TW
01_character,Midori (Maid),綠(女僕),zh-TW
01_character,미도리(메이드),綠(女僕),zh-TW
01_character,มิโดริ (ชุดเมด),綠(女僕),zh-TW
01_character,环奈（泳装）,環奈(泳裝),zh-TW
01_character,カンナ（水着）,環奈(泳裝),zh-TW
01_character,Kanna (Swimsuit),環奈(泳裝),zh-TW
01_character,칸나(수영복),環奈(泳裝),zh-TW
01_character,คันนะ (ชุดว่ายน้ำ),環奈(泳裝),zh-TW
01_character,萌绘（泳装）,萌(泳裝),zh-TW
01_character,モエ（水着）,萌(泳裝),zh-TW
01_character,Moe (Swimsuit),萌(泳裝),zh-TW
01_character,모에(수영복),萌(泳裝),zh-TW
01_character,โมเอะ (ชุดว่ายน้ำ),萌(泳裝),zh-TW
01_character,星野（临战）,星野（臨戰）,zh-TW
01_character,ホシノ（臨戦）,星野（臨戰）,zh-TW
01_character,Hoshino (Armed),星野（臨戰）,zh-TW
01_character,호시노(무장),星野（臨戰）,zh-TW
01_character,โฮชิโนะ (คอมแบต),星野（臨戰）,zh-TW
01_character,シロコ＊テラー,白子＊恐怖,zh-TW
01_character,Shiroko Terror,白子＊恐怖,zh-TW
01_character,시로코*테러,白子＊恐怖,zh-TW
01_character,ชิโรโกะ (เทอเรอร์),白子＊恐怖,zh-TW
01_character,纱织（泳装）,沙織（泳裝）,zh-TW
01_character,サオリ（水着）,沙織（泳裝）,zh-TW
01_character,Saori (Swimsuit),沙織（泳裝）,zh-TW
01_character,사오리(수영복),沙織（泳裝）,zh-TW
01_character,ซาโอริ (ชุดว่ายน้ำ),沙織（泳裝）,zh-TW
01_character,日和（泳装）,日和（泳裝）,zh-TW
01_character,ヒヨリ（水着）,日和（泳裝）,zh-TW
01_character,Hiyori (Swimsuit),日和（泳裝）,zh-TW
01_character,히요리(수영복),日和（泳裝）,zh-TW
01_character,ฮิโยริ (ชุดว่ายน้ำ),日和（泳裝）,zh-TW
01_character,玛利娜（旗袍）,瑪麗娜（旗袍）,zh-TW
01_character,マリナ（チーパオ）,瑪麗娜（旗袍）,zh-TW
01_character,Marina (Qipao),瑪麗娜（旗袍）,zh-TW
01_character,마리나(치파오),瑪麗娜（旗袍）,zh-TW
01_character,มารินะ (กี่เผ้า),瑪麗娜（旗袍）,zh-TW
01_character,丽情,令女,zh-TW
01_character,レイジョ,令女,zh-TW
01_character,Reijo,令女,zh-TW
01_character,레이죠,令女,zh-TW
01_character,เรย์โจ,令女,zh-TW
01_character,玛丽（偶像）,瑪麗（偶像）,zh-TW
01_character,マリー（アイドル）,瑪麗（偶像）,zh-TW
01_character,Mari (Idol),瑪麗（偶像）,zh-TW
01_character,마리(아이돌),瑪麗（偶像）,zh-TW
01_character,มารี (ไอดอล),瑪麗（偶像）,zh-TW
01_character,樱子（偶像）,櫻子（偶像）,zh-TW
01_character,サクラコ（アイドル）,櫻子（偶像）,zh-TW
01_character,Sakurako (Idol),櫻子（偶像）,zh-TW
01_character,사쿠라코(아이돌),櫻子（偶像）,zh-TW
01_character,ซากุระโกะ (ไอดอล),櫻子（偶像）,zh-TW
01_character,チアキ,千秋,zh-TW
01_character,Chiaki,千秋,zh-TW
01_character,치아키,千秋,zh-TW
01_character,จิอากิ,千秋,zh-TW
01_character,优香（睡衣）,優香（睡衣）,zh-TW
01_character,ユウカ（パジャマ）,優香（睡衣）,zh-TW
01_character,Yuuka (Pajamas),優香（睡衣）,zh-TW
01_character,유우카(파자마),優香（睡衣）,zh-TW
01_character,ยูกะ (ชุดนอน),優香（睡衣）,zh-TW
01_character,诺亚（睡衣）,乃愛（睡衣）,zh-TW
01_character,ノア（パジャマ）,乃愛（睡衣）,zh-TW
01_character,Noa (Pajamas),乃愛（睡衣）,zh-TW
01_character,노아(파자마),乃愛（睡衣）,zh-TW
01_character,โนอา (ชุดนอน),乃愛（睡衣）,zh-TW
01_character,茜,朱音,zh-TW
01_character,アカネ,朱音,zh-TW
01_character,Akane,朱音,zh-TW
01_character,아카네,朱音,zh-TW
01_character,อาคาเนะ,朱音,zh-TW
01_character,千世,知世,zh-TW
01_character,チセ,知世,zh-TW
01_character,Chise,知世,zh-TW
01_character,치세,知世,zh-TW
01_character,ชิเซะ,知世,zh-TW
01_character,明里,亞伽里,zh-TW
01_character,アカリ,亞伽里,zh-TW
01_character,Akari,亞伽里,zh-TW
01_character,아카리,亞伽里,zh-TW
01_character,อาคาริ,亞伽里,zh-TW
01_character,莲见,蓮實,zh-TW
01_character,ハスミ,蓮實,zh-TW
01_character,Hasumi,蓮實,zh-TW
01_character,하스미,蓮實,zh-TW
01_character,ฮาสุมิ,蓮實,zh-TW
01_character,野宫,野乃美,zh-TW
01_character,ノノミ,野乃美,zh-TW
01_character,Nonomi,野乃美,zh-TW
01_character,노노미,野乃美,zh-TW
01_character,โนโนมิ,野乃美,zh-TW
01_character,佳代子,佳世子,zh-TW
01_character,カヨコ,佳世子,zh-TW
01_character,Kayoko,佳世子,zh-TW
01_character,카요코,佳世子,zh-TW
01_character,คาโยโกะ,佳世子,zh-TW
01_character,睦月,無月,zh-TW
01_character,ムツキ,無月,zh-TW
01_character,Mutsuki,無月,zh-TW
01_character,무츠키,無月,zh-TW
01_character,มุสึกิ,無月,zh-TW
01_character,纯子,淳子,zh-TW
01_character,ジュンコ,淳子,zh-TW
01_character,Junko,淳子,zh-TW
01_character,준코,淳子,zh-TW
01_character,จุนโกะ,淳子,zh-TW
01_character,芹香,茜香,zh-TW
01_character,セリカ,茜香,zh-TW
01_character,Serika,茜香,zh-TW
01_character,세리카,茜香,zh-TW
01_character,เซริกะ,茜香,zh-TW
01_character,ツバキ,椿,zh-TW
01_character,Tsubaki,椿,zh-TW
01_character,츠바키,椿,zh-TW
01_character,สึบากิ,椿,zh-TW
01_character,优香,優香,zh-TW
01_character,ユウカ,優香,zh-TW
01_character,Yuuka,優香,zh-TW
01_character,유우카,優香,zh-TW
01_character,ยูกะ,優香,zh-TW
01_character,桃,桃井,zh-TW
01_character,モモイ,桃井,zh-TW
01_character,Momoi,桃井,zh-TW
01_character,모모이,桃井,zh-TW
