id,term,src_table
MomoTalk.10031.276,당신과 함께 첫걸음을,momotalk/10031.yml
MomoTalk.10031.277,새해 운세 확인,momotalk/10031.yml
MomoTalk.10032.278,선생님을 위한 새해 선물,momotalk/10032.yml
MomoTalk.10032.279,새해에는 새해다운 일을!,momotalk/10032.yml
MomoTalk.10032.280,격렬하게 둘이서 하네츠키!,momotalk/10032.yml
MomoTalk.10033.281,부드러운 재회,momotalk/10033.yml
MomoTalk.10033.282,함께 하는 나 홀로 데이트,momotalk/10033.yml
MomoTalk.10033.283,조금은 일그러진 데이트,momotalk/10033.yml
MomoTalk.10033.284,절대로 변치 않는 믿음,momotalk/10033.yml
MomoTalk.10033.285,"감추고 싶은 것, 그러나 알려졌으면 하는 것.",momotalk/10033.yml
MomoTalk.10034.286,아침이에요. 일어나세요.,momotalk/10034.yml
MomoTalk.10034.287,신부수행 Ⅰ : 가정요리 편,momotalk/10034.yml
MomoTalk.10034.288,신부수행 Ⅱ : 청소 편,momotalk/10034.yml
MomoTalk.10034.289,마음을 담아 수놓는 자수,momotalk/10034.yml
MomoTalk.10034.290,요조숙녀의 진심,momotalk/10034.yml
MomoTalk.10035.291,고서관의 주인,momotalk/10035.yml
MomoTalk.10035.292,실종된 아이 찾기,momotalk/10035.yml
MomoTalk.10035.293,갑작스러운 제안,momotalk/10035.yml
MomoTalk.10035.294,이름 없는 번역가,momotalk/10035.yml
MomoTalk.10036.295,성당의 관리자,momotalk/10036.yml
MomoTalk.10036.296,과유불급,momotalk/10036.yml
MomoTalk.10036.297,수풀 속에서,momotalk/10036.yml
MomoTalk.10036.298,피크닉 가방,momotalk/10036.yml
MomoTalk.10036.299,피크닉 보자기,momotalk/10036.yml
MomoTalk.10037.300,보안위원장의 심문,momotalk/10037.yml
MomoTalk.10037.301,보안위원장의 추리,momotalk/10037.yml
MomoTalk.10037.302,보안위원장의 청소,momotalk/10037.yml
MomoTalk.10037.303,보안위원장의 오해,momotalk/10037.yml
MomoTalk.10038.304,"SRT, 돌입합니다!",momotalk/10038.yml
MomoTalk.10038.305,"SRT, 구출합니다!",momotalk/10038.yml
MomoTalk.10038.306,"SRT, 보호합니다!",momotalk/10038.yml
MomoTalk.10038.307,"SRT, 강하합니다!",momotalk/10038.yml
MomoTalk.10038.308,"SRT, 휴식합니다!",momotalk/10038.yml
MomoTalk.10038.309,"SRT, 추억합니다.",momotalk/10038.yml
MomoTalk.10039.310,"RABBIT 4, 은신합니다.",momotalk/10039.yml
MomoTalk.10039.311,"RABBIT 4, 출동합니다.",momotalk/10039.yml
MomoTalk.10039.312,"RABBIT 4, 저격합니다.",momotalk/10039.yml
MomoTalk.10039.313,"RABBIT 4, 휴식합니다.",momotalk/10039.yml
MomoTalk.10039.314,"RABBIT 4, 추억합니다.",momotalk/10039.yml
MomoTalk.10040.315,"어, 어엿한 닌자가 되고 싶어요!",momotalk/10040.yml
MomoTalk.10040.316,"커, 커다란 게 나쁜 것만은 아니네요.",momotalk/10040.yml
MomoTalk.10040.317,"저, 훌륭한 쿠노이치가 될 수 있을까요?!",momotalk/10040.yml
MomoTalk.10040.318,"니, 닌자로서 활약할 기회예요!",momotalk/10040.yml
MomoTalk.10041.319,육체의 감옥,momotalk/10041.yml
MomoTalk.10041.320,통제 밖의 육체,momotalk/10041.yml
MomoTalk.10041.321,씻기지 않는 것들,momotalk/10041.yml
MomoTalk.10041.322,손때 묻은 추억,momotalk/10041.yml
MomoTalk.10042.323,폐허 속의 공주님,momotalk/10042.yml
MomoTalk.10042.324,한밤중의 학원,momotalk/10042.yml
MomoTalk.10042.325,거리의 화원,momotalk/10042.yml
MomoTalk.10042.326,지금보다 더 많이,momotalk/10042.yml
MomoTalk.10043.327,그저 당신을 위한 마음에,momotalk/10043.yml
MomoTalk.10043.328,그저 약속을 지키고 싶단 마음에,momotalk/10043.yml
MomoTalk.10043.329,모닥불 곁에서 어른거리는 마음에,momotalk/10043.yml
MomoTalk.10044.330,가끔은 이런 날도,momotalk/10044.yml
MomoTalk.10044.331,코코넛 채취 도전,momotalk/10044.yml
MomoTalk.10044.332,모래 위의 별들,momotalk/10044.yml
MomoTalk.10045.333,숨겨진 섬의 보물,momotalk/10045.yml
MomoTalk.10045.334,산지 직송의 신선한 재료,momotalk/10045.yml
MomoTalk.10045.335,그 속을 직접 볼 순 없지만,momotalk/10045.yml
MomoTalk.10046.336,이즈나와 함께 수박 깨기!,momotalk/10046.yml
MomoTalk.10046.337,이즈나와 함께 모래 장난!,momotalk/10046.yml
MomoTalk.10046.338,이즈나와 함께 위기탈출!,momotalk/10046.yml
MomoTalk.10046.339,이즈나와 함께 손을 잡고서,momotalk/10046.yml
MomoTalk.10047.340,반짝임을 찾고 싶어,momotalk/10047.yml
MomoTalk.10047.341,당신에게 보여주고 싶은 것,momotalk/10047.yml
MomoTalk.10047.342,"실은, 반짝임이 있던 곳은",momotalk/10047.yml
MomoTalk.10047.343,추억의 보물상자,momotalk/10047.yml
MomoTalk.10048.344,홀로 서기,momotalk/10048.yml
MomoTalk.10048.345,실수,momotalk/10048.yml
MomoTalk.10048.346,자책,momotalk/10048.yml
MomoTalk.10048.347,헛되지 않음의 증거,momotalk/10048.yml
MomoTalk.10049.348,보충수업과 디저트,momotalk/10049.yml
MomoTalk.10049.349,이래 뵈도 방과후 디저트부의 일원,momotalk/10049.yml
MomoTalk.10049.350,나쁜 타이밍,momotalk/10049.yml
MomoTalk.10049.351,고양이 혀,momotalk/10049.yml
MomoTalk.10050.352,코코나 쨩이 아니에요. 교관이라구요!,momotalk/10050.yml
MomoTalk.10050.353,어린 아이가 아니예요. 숙녀라구요!,momotalk/10050.yml
MomoTalk.10050.354,아무리 그래도 싫은 건 싫은 거예요!,momotalk/10050.yml
MomoTalk.10050.355,……이번만이에요. 정말이라구요?,momotalk/10050.yml
MomoTalk.10051.356,불타는 단장의 가쿠란,momotalk/10051.yml
MomoTalk.10051.357,불타는 단장의 매스게임,momotalk/10051.yml
MomoTalk.10051.358,불타는 단장의 응원혼,momotalk/10051.yml
MomoTalk.10051.359,불타는 단장의 응원가,momotalk/10051.yml
MomoTalk.10052.360,세미나 서기 노아의 세심한 기록,momotalk/10052.yml
MomoTalk.10052.361,세미나 서기 노아의 짓궂은 관찰,momotalk/10052.yml
MomoTalk.10052.362,세미나 서기 노아의 평범한 일과,momotalk/10052.yml
MomoTalk.10052.363,세미나 서기 노아의 심심한 휴식,momotalk/10052.yml
MomoTalk.10053.364,아침 조깅,momotalk/10053.yml
MomoTalk.10053.365,과학적인 요리 비결,momotalk/10053.yml
MomoTalk.10053.366,이성적인 응원 문화,momotalk/10053.yml
MomoTalk.10053.367,스포츠 카드,momotalk/10053.yml
MomoTalk.10054.368,익숙지 않은 복장,momotalk/10054.yml
MomoTalk.10054.369,벤치 위의 시스터,momotalk/10054.yml
MomoTalk.10054.370,마리의 답례,momotalk/10054.yml
MomoTalk.10055.371,은근하게,momotalk/10055.yml
MomoTalk.10055.372,능청맞게,momotalk/10055.yml
MomoTalk.10055.373,오붓하게,momotalk/10055.yml
MomoTalk.10055.374,솔직하게,momotalk/10055.yml
MomoTalk.10056.375,성야에도 언제나 세리나,momotalk/10056.yml
MomoTalk.10056.376,정말로 준비한 선물,momotalk/10056.yml
MomoTalk.10056.377,구호기사단 일일 체험,momotalk/10056.yml
MomoTalk.10057.378,가끔은 상궤를 벗어나,momotalk/10057.yml
MomoTalk.10057.379,결과만큼이나 과정도 중요하죠,momotalk/10057.yml
MomoTalk.10057.380,"미식의 요소는 요리, 시기, 상대. 그리고……",momotalk/10057.yml
MomoTalk.10058.381,그 뜻을 보다 널리,momotalk/10058.yml
MomoTalk.10058.382,취미의 영역,momotalk/10058.yml
MomoTalk.10058.383,애프터눈 티,momotalk/10058.yml
MomoTalk.10058.384,구호가 필요한 자리,momotalk/10058.yml
MomoTalk.10059.385,다시 일상으로,momotalk/10059.yml
MomoTalk.10059.386,봉사 활동,momotalk/10059.yml
MomoTalk.10059.387,다락방의 공주님,momotalk/10059.yml
MomoTalk.10059.388,상처와 흉터,momotalk/10059.yml
MomoTalk.10060.389,쌓여가는 모리모리군,momotalk/10060.yml
MomoTalk.10060.390,얌전하게 시간 보내는 법,momotalk/10060.yml
MomoTalk.10060.391,온천개발부의 일,momotalk/10060.yml
MomoTalk.10060.392,라면과 온천의 상관관계,momotalk/10060.yml
MomoTalk.10061.393,오해 받기 쉬운 사람,momotalk/10061.yml
MomoTalk.10061.394,트렌드 따라잡기,momotalk/10061.yml
MomoTalk.10061.395,내부 회랑 산책,momotalk/10061.yml
MomoTalk.10061.396,의외의 취미,momotalk/10061.yml
MomoTalk.10061.397,해명의 자리,momotalk/10061.yml
MomoTalk.10062.398,평소의 일과,momotalk/10062.yml
MomoTalk.10062.399,학원 생활,momotalk/10062.yml
MomoTalk.10062.400,취미에 대한 고민,momotalk/10062.yml
