category,category_label,id,zh-CN,ja-JP,zh-TW,en-US,ko-KR,th-TH,src_table
06_location,地名,Location.71,第1共用宿舍,第1公共寮,,,,,translation_table.json:locations
06_location,地名,Location.72,第3公共供给所,第3公共給食所,,,,,translation_table.json:locations
06_location,地名,Location.73,第3商业区,第3業務地区,,,,,translation_table.json:locations
06_location,地名,Location.74,美术馆,美術館,,,,,translation_table.json:locations
06_location,地名,Location.75,自习室,自習室,,,,,translation_table.json:locations
06_location,地名,Location.76,茶园,茶園,,,,,translation_table.json:locations
06_location,地名,Location.77,菜园,菜園,,,,,translation_table.json:locations
06_location,地名,Location.78,视听室,視聴覚室,,,,,translation_table.json:locations
06_location,地名,Location.79,观光缆车,観光用ケーブルカー,,,,,translation_table.json:locations
06_location,地名,Location.80,红胡子革命广场,赤ひげ革命広場,,,,,translation_table.json:locations
06_location,地名,Location.81,社团会馆,部室会館,,,,,translation_table.json:locations
06_location,地名,Location.82,炼丹术研究会,錬丹術研究所,,,,,translation_table.json:locations
06_location,地名,Location.83,钟崎港,鐘崎港,,,,,translation_table.json:locations
06_location,地名,Location.84,阴阳部公演会场,陰陽部公演会場,,,,,translation_table.json:locations
06_location,地名,Location.85,音乐厅,音楽堂,,,,,translation_table.json:locations
06_location,地名,Location.86,餐厅,食堂,,,,,translation_table.json:locations
06_location,地名,EventPlace.shanhaijing,山海经高级中学,山海経高級中学校,山海經高級中學,Shanhaijing Academy,산해경 고급중학교,โรงเรียนมัธยมซานไห่จิง,story-viewer:eventStoryIndex.ts
06_location,地名,ConquestMap.815,【失乐园度假村】群岛,「ロスト・パラダイス・リゾート」群島,「失樂園渡假勝地」群島,Lost Paradise Resort Archipelago,<로스트 파라다이스 리조트> 군도,หมู่เกาะ <ลอสต์ พาราไดซ์ รีสอร์ต>,localization.json:ConquestMap
06_location,地名,ConquestMap.822,【阿特拉哈西斯方舟】,「アトラ・ハシースの箱舟」,「阿特拉哈西斯的方舟」,The Ark of Atrahasis,<아트라하시스의 방주>,<เรืออะทราฮาซิส>,localization.json:ConquestMap
