category,category_label,id,zh-CN,ja-JP,zh-TW,en-US,ko-KR,th-TH,src_table
15_stage,关卡,Stage.Campaign.1022101,双叶公园体育中心,双葉公園スポーツセンター,双葉公園運動中心,Futaba Park Sports Center,후타바 공원 스포츠센터,ฟุตาบะ การ์เด้น สปอร์ตเซนเตอร์,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1022102,近邻公园服务中心,近隣公園サービスセンター,近鄰公園服務中心,Neighborhood Park Center,근린공원 서비스센터,กรีน การ์เด้น สปอร์ตเซนเตอร์,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1022103,北区5丁目,北区5丁目,北區5丁目,N. District 5th St.,북구 5거리,บล็อกที่ 5 เขตเหนือ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1031101,黑市1番地,ブラックマーケット1番地,黑市1號,Black Market Building 1,블랙마켓 1번지,ตลาดมืด เลขที่ 1,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1031102,黑市南区,ブラックマーケット南区,黑市南區,Black Market S. District,블랙마켓 남구,ตลาดมืด เขตใต้,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1031103,KV公路第7区域,KVハイウェイ第7区域,KV高速公路第7區域,KV Highway Zone 7,KV 하이웨이 7구역,ทางด่วน KV พื้นที่ 7,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1031104,黑市北区,ブラックマーケット北区,黑市北區,Black Market N. District,블랙마켓 북구,ตลาดมืด เขตเหนือ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1031105,第三主干道 3-51,第三幹線道路 3-51,第三幹線道路 3-51,"3rd Arterial Road, 3-51",제3간선도로 3-51,บทที่ 3 ถนนสายหลัก 3-51,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1031401,KV公路35号线,KVハイウェイ35番道路,,KVハイウェイ35番道路,KV 하이웨이 35번 도로,KVハイウェイ35番道路,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1032101,黑市中心,ブラックマーケット中心部,黑市中心部,Black Market Central Area,블랙마켓 중심부,ใจกลางตลาดมืด,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1032102,黑市外围,ブラックマーケット外郭,黑市外圍,Black Market Outskirts,블랙마켓 외곽,ด้านนอกตลาดมืด,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1032103,KV公路第9区域,KVハイウェイ第9区域,KV高速公路第9區域,KV Highway Zone 9,KV 하이웨이 9구역,ทางด่วน KV พื้นที่ 9,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1041101,北区多磨河,北区多磨川,北區多磨川,N. District Tamagawa River,북구 타마가와 강,แม่น้ำทามากาวะ เขตเหนือ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1041102,南区西河,南区西川,南區西川,S. District Nishigawa River,남구 니시가와 강,แม่น้ำทามากาวะ เขตใต้,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1041103,阿拜多斯本町3番街,アビドス本町3番街,阿拜多斯本町3號街,"Abydos Main Street, 3rd Avenue",아비도스 본정 3번가,ถนนสายหลักหมายเลข 3 อะบิดอส,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1041104,砂尾町2丁目,砂尾町2丁目,砂尾町2街,Sunaomachi 2nd St.,스나오마치 2거리,ซึนาโอมาชิ บล็อกที่ 2,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1041105,砂尾町3丁目,砂尾町3丁目,砂尾町3街,Sunaomachi 3rd St.,스나오마치 3거리,ซึนาโอมาชิ บล็อกที่ 3,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1042101,多磨河北部绿化带,多磨川北部緑地帯,多磨川北部綠地,North Tamagawa Green Zone,타마가와 북부 녹지대,เขตปลอดภัย เขตทามากาวะเหนือ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1042102,阿拜多斯本町1番街,アビドス本町1番街,阿拜多斯本町1號街,"Abydos Main Street, 1st Ave.",아비도스 본정 1번가,ถนนสายหลักหมายเลข 1 อะบิดอส,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1042103,砂尾町5街,砂尾町5丁目,砂尾町5丁目,Sunaomachi 5th St.,스나오마치 5거리,ซึนาโอมาชิ บล็อกที่ 5,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1051101,阿拜多斯干线 城森站,アビドス本線 城森駅,阿拜多斯本線 城森站,"Abydos Main Line, Shiromori Station",아비도스 본선 시로모리역,สถานีชิโระโมริ เส้นทางสายอะบิดอส,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1051102,阿拜多斯干线 四叶站,アビドス本線 四ツ葉駅,阿拜多斯本線 四葉站,"Abydos Main Line, Yotsuba Station",아비도스 본선 요츠바역,สถานีโยทสึบะ เส้นทางสายอะบิดอส,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1051103,西部遗迹地带,西部遺跡地帯,西部遺跡地帶,Western Ruins,서부 유적지대,โบราณสถาน ทิศตะวันตก,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1051104,凯撒PMC驻地,カイザーPMC駐屯地,凱薩PMC駐屯地,Kaiser PMC Garrison,카이저 PMC 주둔지,ฐานทัพ PMC ไคเซอร์,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1051105,东部遗迹地带,東部遺跡地帯,東部遺跡地帶,Eastern Ruins,동부 유적지대,โบราณสถานด้านทิศตะวันออก,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1052101,东区新木吕尾站,東区新木呂尾駅,東區新木呂尾站,E. District Shinkiro Station,동구 신키로오역,สถานีชินคิโรโอะ เขตตะวันออก,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1052102,东部遗迹中心,東部遺跡の中心部,東部遺跡的中心部,Eastern Ruins Central Area,동부 유적지대 중심부,ใจกลางโบราณสถาน ทิศตะวันออก,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1052103,东部遗迹地带外围,東部遺跡地帯の外郭,東部遺跡地帶外圍,Eastern Ruins Outskirts,동부 유적지대 외곽,ภายนอกโบราณสถาน ทิศตะวันออก,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1061101,北山区2丁目,北山区2丁目,北山區2丁目,Kitayama District 2nd St.,키타야마 구 2거리,บล็อกที่ 2 คิตะยามะ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1061102,八山山脊线地段,八山稜線区間,八山稜線區間,Hachi Mountain Ridge Section,하치 산 능선구간,แนวสันเขา ภูเขาฮาชิ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1061103,纪州山樱花山口,紀州山桜並木峠,紀州山櫻林道嶺,Kishu Mountain Sakura Pass,키슈 산 사쿠라 고개,จุดชมซากุระ ภูเขาคิชู,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1061104,纪州山铃兰山口,紀州山君影草峠,紀州山君影草嶺,Kishu Mountain Suzuran Pass,키슈 산 스즈란 고개,จุดชมดอกสึซึรัน ภูเขาคิชู,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1061105,秋田山山谷,穐田山谷間エリア,龝田山谷間區域,Akita Mountain Valley,아키타 산 계곡 지대,บริเวณหุบเขา ภูเขาอาคิตะ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1061401,秋田山青豆山口,穐田山ウスイ峠,,穐田山ウスイ峠,아키타 산 우스이 고개,穐田山ウスイ峠,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1062101,北山区中心,北山区中心部,北山區中心部,Kitayama District Central Area,키타야마 구 중심부,ใจกลางเขตคิตะยามะ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1062102,八山外围登山道,八山外郭登山道,八山外圍登山道,Hachi Mountain Outskirts Trail,하치 산 외곽 등산로,เส้นทางเดินเขารอบนอก ภูเขาฮาชิ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1062103,纪州山外围登山道,紀州山外登山道,紀州山外登山道,Kishu Mountain Outskirts Trail,키슈 산 외곽 등산로,เส้นทางเดินเขารอบนอก ภูเขาคิชู,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1071101,南区第二公立高中,南区第二公立高校,南區第二公立高中,S. District Public Academy 2,남구 제 2공립학원,สถาบันการศึกษาของรัฐ 2 เขตใต้,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1071102,阿里乌斯分校东馆,アリウス分校東館,奧利斯分校東館,Arius Satellite School East Wing,아리우스 분교 동관,อาคารหลักสาขาย่อย โรงเรียนอาเรียส,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1071103,钟楼站,時計台駅,鐘樓站,Clock Tower Station,시계탑 역,สถานีหอนาฬิกา,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1071104,中心政厅站,中央区役所駅,中央區政府站,Central Ward Office,중앙구청 역,สถานีที่ทำการกลาง,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1071105,湖水公园站,湖水公園駅,湖水公園站,Lake Park Station,호수공원 역,สถานีสวนริมทะเลสาบ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1072101,阿里乌斯分校本馆,アリウス分校本館,奧利斯分校本館,Arius Satellite School Building,아리우스 분교 본관,อาคารหลักสาขาย่อย โรงเรียนอาเรียส,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1072102,黑柳站 (已封锁),黒柳駅（閉鎖済）,黑柳站 (已關閉),Kuroyagi Station (Closed),구로야기 역 (폐쇄),สถานีคุโรยากิ (ปิด),stages.json:Campaign
15_stage,关卡,Stage.Campaign.1072103,黑凪站 (已封锁),黒凪駅（閉鎖済）,黑凪站 (已關閉),Kurunagi Station (Closed),구로우나기 역 (폐쇄),สถานีคุโรอูนากิ (ปิด),stages.json:Campaign
15_stage,关卡,Stage.Campaign.1081101,铃木金属工厂,鈴木金属工場,鈴木金屬工廠,Suzuki Metal Factory,스즈키 금속공장,โรงงานเหล็กสึซึกิ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1081102,凯撒PMC军需工厂,カイザーPMC軍需工場,凱薩PMC軍需工廠,Kaiser PMC Munitions Factory,카이저 PMC 군수공장,โรงงานอาวุธ PMC ไคเซอร์,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1081103,北区第3管路,北区第3管路,北區第3管道,N. District Storm Sewer Pipe 3,북구 제 3 우수관로,ทางระบายน้ำฝน 3 เขตเหนือ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1081104,东区第1管路,東区第1管路,東區第1管道,E. District Storm Sewer Pipe 1,동구 제 1 우수관로,ทางระบายน้ำฝน 1 เขตตะวันออก,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1081105,东区第7管路,東区第7管路,東區第7管道,E. District Storm Sewer Pipe 7,동구 제 7 우수관로,ทางระบายน้ำฝน 7 เขตตะวันออก,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1082101,千年自治区废弃工厂,ミレニアム自治区内の廃工場,千年自治區內的廢棄工廠,Abandoned Factory,밀레니엄 자치구 내 폐공장,โรงงานขยะในเขตปกครองตนเอง มิลเลเนียม,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1082102,中心区第4下水道,中央区第4下水道,中央區第4下水道,Hub Sewer Pipe 4,중앙구 제 4 하수관로,เขตศูนย์กลาง ทางระบายน้ำเสีย 4,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1082103,中心区第7下水道,中央区第7下水道,中央區第7下水道,Hub Sewer Pipe 7,중앙구 제 7 하수관로,เขตศูนย์กลาง ทางระบายน้ำเสีย 7,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1091101,雨蛸市场,雨蛸マーケット,雨蛸市場,Ametako Market,아메타코 시장,ตลาดอาเมะทาโกะ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1091102,月天市场,月天市場,月天市場,Tsukiten Market,츠키텐 시장,ตลาดสึคิเทน,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1091103,小兔子公园,子ウサギ公園,兔寶寶公園,Kousagi Park,코우사기 공원,โคะอุซางิ การ์เด้น,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1091104,细波公园,細波公園,細波公園,Sazanami Park,사자나미 공원,ซาจานามิ การ์เด้น,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1091105,李子公园,スモモ公園,李子公園,Sumomo Park,스모모 공원,ซึโมโมะ การ์เด้น,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1091401,月天市场小巷,月天市場横丁,,月天市場横丁,츠키텐 시장 골목,月天市場横丁,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1092101,雨蛸市场中心,雨蛸マーケット中心部,雨蛸市場中心部,Ametako Market Central Area,아메타코 시장 중심부,ใจกลางตลาดอาเมะทาโกะ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1092102,东区近邻公园,東区近隣公園,東區近鄰公園,E. District Area Park,동구 근린공원,กรีน การ์เด้น เขตตะวันออก,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1092103,北区体育公园,北区体育公園,北區體育公園,N. District Sports Park,북구 체육공원,สปอร์ต พาร์ค เขตเหนือ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1101101,能乐町1丁目,能楽町1丁目,能樂町1丁目,Nogakucho District 1st St.,노가쿠정 1거리,แขวงโนกาคุ บล็อกที่ 1,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1101102,甲封锁区3番地,甲種閉鎖区域3番地,甲類封閉區域3號,A-Class Closed Zone Building 3,갑종 폐쇄구역 3번지,สถานีปิดตายชั้น 1 เลขที่ 3,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1101103,乙封锁区1番地,乙種閉鎖区域1番地,乙類封閉區域1號,B-Class Closed Zone Building 1,을종 폐쇄구역 1번지,สถานีปิดตายชั้น 2 เลขที่ 1,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1101104,丙封锁区7番地,丙種閉鎖区域7番地,丙類封閉區域7號,C-Class Closed Zone Building 7,병종 폐쇄구역 7번지,สถานีปิดตายชั้น 3 เลขที่ 7,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1101105,丁封锁区5番地,丁種閉鎖区域5番地,丁類封閉區域5號,D-Class Closed Zone Building 5,정종 폐쇄구역 5번지,สถานีปิดตายชั้น 4 เลขที่ 5,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1102101,甲封锁区中心,甲種閉鎖区域中心部,甲類封閉區域中心部,A-Class Closed Zone Central Area,갑종 폐쇄구역 중심부,ใจกลางสถานีปิดตาย คลาส A,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1102102,乙封锁区中心,乙種閉鎖区域中心部,乙類封閉區域中心部,B-Class Closed Zone Central Area,을종 폐쇄구역 중심부,ใจกลางสถานีปิดตาย คลาส B,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1102103,丙封锁区中心,丙種閉鎖区域中心部,丙類封閉區域中心部,C-Class Closed Zone Central Area,병종 폐쇄구역 중심부,ใจกลางสถานีปิดตาย คลาส C,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1111101,KV公路第1区域,KVハイウェイ第1区域,KV高速公路第1區域,KV Highway Zone 1,KV 하이웨이 1구역,ทางด่วน KV พื้นที่ 1,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1111102,第11环城公路,第11外郭環状道路,第11外環道路,Outer Beltway 11,제11외곽순환도로,ถนนวงแหวนรอบนอกหมายเลข 11,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1111103,青叶西区9番地,青葉西区9番地,青葉西區9號,Aoba W. District Building 9,아오바 서구 9번지,อาโอบะ เขตตะวันตก เลขที่ 9,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1111104,第3业务区第1区域,第3業務地区第1区域,第3商業區第1區域,"Business District 3, Area 1",제 3업무지구 1지역,เขตธุรกิจที่ 3 พื้นที่ 1,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1111105,中心区3番地,中央区3番地,中央區3號,Hub Building 3,중앙구 3번지,เขตศูนย์กลาง เลขที่ 3,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1112101,KV公路第5区域,KVハイウェイ第5区域,KV高速公路第5區域,KV Highway Zone 5,KV 하이웨이 5구역,ทางด่วน KV พื้นที่ 5,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1112102,第4业务区第4区域,第4業務地区第4区域,第4商業區第4區域,Business District 4 Area 4,제 4업무지구 4지역,เขตธุรกิจที่ 4 พื้นที่ 4,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1112103,中心区7番地,中央区7番地,中央區7號,Hub Building 7,중앙구 7번지,เขตศูนย์กลาง เลขที่ 7,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1121101,川三波站,川三波駅,川三波站,Kawaminami Station,카와미나미 역,สถานีคาวามินามิ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1121102,上森站,上森駅,上森站,Kamimori Station,카미모리 역,สถานีคามิโมริ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1121103,中心区第6管路,中央区第6管路,中央區第6管道,Hub Storm Sewer Pipe 6,중앙구 제 6 우수관로,เขตศูนย์กลาง ทางระบายน้ำฝน 6,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1121104,仁志川站,仁志川駅,仁志川站,Kawanishi Station,카와니시 역,สถานีคาวานิชิ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1121105,西区第2管路,西区第2管路,西區第2管道,W. District Sewer Pipe 2,서구 제 2 우수관로,ทางระบายน้ำเสีย 2 เขตตะวันตก,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1121401,上森站南出口 (施工中),上森駅南口（工事中）,,上森駅南口（工事中）,카미모리 역 남쪽 출구(공사중),上森駅南口（工事中）,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1122101,中心区第1下水道,中央区第1下水道,中央區第1下水道,Hub Sewer Pipe 1,중앙구 제 1 하수관로,เขตศูนย์กลาง ทางระบายน้ำเสีย 1,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1122102,乌托邦公园站 (已封锁),ユートピアパーク駅（閉鎖済）,烏托邦公園站 (已關閉),Utopia Park Station (Closed),유토피아 파크 역 (폐쇄),สถานียูโทเปีย พาร์ก (ปิด),stages.json:Campaign
15_stage,关卡,Stage.Campaign.1122103,西区第1下水道,西区第1下水道,西區第1下水道,W. District Sewer Pipe 1,서구 제 1 하수관로,ทางระบายน้ำเสีย 1 เขตตะวันตก,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1131101,梦想区,ドリームゾーン,夢想區,Dream Zone,드림존,โซนแห่งความฝัน,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1131102,幻想区,ファンタジーゾーン,幻想區,Fantasy Zone,판타지존,โซนแฟนตาซี,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1131103,探险区,アドベンチャーゾーン,冒險區,Adventure Zone,어드벤쳐존,โซนผจญภัย,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1131104,刺激区,エキサイティングゾーン,刺激區,Thrill Zone,익사이팅존,โซนน่าตื่นเต้น,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1131105,狂野区,ワイルドゾーン,狂野區,Wild Zone,와일드존,โซนป่า,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1132101,管理楼第2区域,管理棟第2区域,管理樓第2區域,Admin Building Zone 2,관리동 2구역,อาคารบริหารพื้นที่ 2,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1132102,管理楼第5区域,管理棟第5区域,管理樓第5區域,Admin Building Zone 5,관리동 5구역,อาคารบริหารพื้นที่ 5,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1132103,管理楼第7区域,管理棟第7区域,管理樓第7區域,Admin Building Zone 7,관리동 7구역,อาคารบริหารพื้นที่ 7,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1141101,银莲花学园旧址,アネモネ学院跡地,銀蓮花學院舊址,Old Anemone Academy Site,아네모네 학원 옛터,โบราณสถานสถาบันอาเนโมเน่,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1141102,旧私立风信子学园,旧私立ヒヤシンス学園,舊私立風信子學園,(Former) Private Hyacinth Academy,(구) 사립 히아신스 학원,สถาบันเอกชนไฮยาซิน (เขต),stages.json:Campaign
15_stage,关卡,Stage.Campaign.1141103,柳穿鱼学园 (已封锁),リナリア学園（閉鎖済）,柳穿魚學園 (已關閉),Linaria Academy (Closed),리나리아 학원 (폐쇄),สถาบันลินาเรีย (ปิด),stages.json:Campaign
15_stage,关卡,Stage.Campaign.1141104,公立羽扇豆学园旧址,公立ルピナス学院跡地,公立羽扇豆學院舊址,Old Public Lupine Academy Site,공립 루피나스 학원 옛터,พื้นที่สถาบันของรัฐ ลูพินัสเก่า,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1141105,黑百合学园 (已封锁),クロユリ学園（閉鎖済）,黑百合學園 (已關閉),Kuroyuri Academy (Closed),쿠로유리 학원 (폐쇄),สถาบันคุโระยูริ (ปิด),stages.json:Campaign
15_stage,关卡,Stage.Campaign.1142101,银莲花学园实习馆旧址,アネモネ学院実習館跡地,銀蓮花學院實習館舊址,Anemone Practice Hall,아네모네 학원 실습관,ห้องทดลองสถาบันอาเนโมเน่,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1142102,柳穿鱼学园本馆旧址,リナリア学園本館跡地,柳穿魚學園本館舊址,Linaria Academy Main Building,리나리아 학원 본관,อาคารหลักสถาบันลินาเรีย,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1142103,公立羽扇豆学园别馆旧址,公立ルピナス学院別館跡地,公立羽扇豆學院別館舊址,Lupine Annex Building,공립 루피나스 학원 별관,อาคารย่อยโรงเรียนรัฐลูปินาส,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1151101,红星大道,赤星通り,赤星大道,Red Star Road,붉은 별 대로,ถนนดาวแดง,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1151102,黑胡子革命广场,黒ひげ革命広場,黑鬍子革命廣場,Black Beard Revolution Plaza,검은 수염 혁명광장,จัตุรัสการปฏิวัติหนวดดำ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1151103,蓝星大道,青星通り,青星大道,Blue Star Road,푸른 별 대로,ถนนดาวน้ำเงิน,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1151104,菜粉蝶商店街,紋白蝶商店街,紋白蝶商店街,White Marten Shopping District,흰 담비 상점가,ย่านการค้ามาร์เทินขาว,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1151105,褐林鸮市场,オオフクロウ市場,大貓頭鷹市場,Great Owl Market,큰올빼미 시장,ตลาดนกฮูกยักษ์,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1151401,鹰鸮商业街,アオバズクアーケード,,アオバズクアーケード,솔부엉이 아케이드,アオバズクアーケード,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1152101,黑星大道,黒星通り,黑星大道,Black Star Road,검은별 대로,ถนนดาวดำ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1152102,黑黄鼬商店街,黒イタチ商店街,黑鼬商店街,Black Marten Shopping District,검은 담비 상점가,ย่านการค้ามาร์เทินดำ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1152103,雕鸮市场,ワシミミズク市場,鵰鴞市場,Eagle-Owl Market,수리부엉이 시장,ตลาดนกเค้าแมว,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1161101,遗迹地带北部,遺跡地帯北部,遺跡地帶北部,Northern Ruins,북부 유적지대,โบราณสถานทิศเหนือ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1161102,干谷河西部地区,ワジ西エリア,乾河床西區,W. District Wadi River,서구 와디 강,แม่น้ำวาดิ เขตตะวันตก,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1161103,遗迹地带南部,遺跡地帯南部,遺跡地帶南部,Southern Ruins,남부 유적지대,โบราณสถานทิศใต้,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1161104,干谷河中心,ワジ中央エリア,乾河床中央區,C. District Jarigawa River,중앙구 자리가와 강,แม่น้ำจาริกาวะ เขตกลาง,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1161105,PMC车辆基地,PMC車両基地,PMC車輛基地,PMC Garage,PMC 차량기지,สถานีฐาน PMC,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1162101,遗迹地带北部外围,遺跡地帯北部外郭,遺跡地帶北部外圍,Northern Ruins Outskirts,북부 유적지대 외곽,รอบนอกโบราณสถาน ทิศเหนือ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1162102,干谷河下游,ワジ下流,乾河床下游,Wadi Riverside Downstream,와디 강변 하류,ลุ่มแม่น้ำวาดิ,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1162103,遗迹地带南部中心区,遺跡地帯南部中央エリア,遺跡地帶南部中心部,Southern Ruins Central Area,남부 유적지대 중심부,ใจกลางโบราณสถานทิศใต้,stages.json:Campaign
15_stage,关卡,Stage.Campaign.1171101,伊甸园入口,パラダイスロード,樂園之路,Paradise Play Road,파라다이스 플레이 로드,พาราไดซ์ เพลย์โรด,stages.json:Campaign
