id,term,src_table
I18N.009e4cf5f62505d3,Kesulitan,I18N/i18n.txt
I18N.009f0184a73c570c,Waktu koneksi habis. Coba lagi?,I18N/i18n.txt
I18N.00a873cf1db70744,Tidak dapat diklaim,I18N/i18n.txt
I18N.00ad4941da5e38c8,Pilih,I18N/i18n.txt
I18N.00b02dc518fa688a,Bab Terkunci,I18N/i18n.txt
I18N.00b1d2d4dfef9684,Periode Event,I18N/i18n.txt
I18N.00b617d6749132e5,Pilih stat dan atur ulang battle,I18N/i18n.txt
I18N.00b69a12d5f059ba,Warna Bulu,I18N/i18n.txt
I18N.00ba6b5b3ec2039f,Masuk,I18N/i18n.txt
I18N.00ba92b4e935efb5,Semua hadiah diterima!,I18N/i18n.txt
I18N.00bb0a4d1f63c32a,Asisten,I18N/i18n.txt
I18N.00bf531b091fef87,Equipment yang dipilih adalah dengan kualitas SR atau lebih tinggi dan memiliki <color=#E71F55>Stat yang ditingkatkan</color>. Yakin ingin membongkarnya?,I18N/i18n.txt
I18N.00c0e20fdb960028,Semua kamar penuh.,I18N/i18n.txt
I18N.00c68043abdc74e0,Terlambat Login,I18N/i18n.txt
I18N.00c6b9b233c07c62,CRITICAL,I18N/i18n.txt
I18N.00d1ec7b9f65996b,Ukir,I18N/i18n.txt
I18N.00d68b3bd368f4e3,Kirim,I18N/i18n.txt
I18N.00d78b1800785209,Terjual Habis,I18N/i18n.txt
I18N.00d9c1574ca5a1cd,Klaim semua hadiah terbatas dari kotak misteri untuk membuka,I18N/i18n.txt
I18N.00e05b19a2c6e4bb,"Linn, kamu yang terbaik! (>w<)",I18N/i18n.txt
I18N.00e30c24e8a961b4,Figur Rekan,I18N/i18n.txt
I18N.00e816f7b607dec5,UPGRADE,I18N/i18n.txt
I18N.00ea8251813f4967,/,I18N/i18n.txt
I18N.00fe78ec2a4ecaa5,Data error.,I18N/i18n.txt
I18N.010b362317a10c6c,Inspektur,I18N/i18n.txt
I18N.01138912bebdac10,Hadiah Peringkat,I18N/i18n.txt
I18N.011b44f58c9a8454,Nikmati penawaran terbatas dan dapatkan Suplai yang<color=#27FFED><size=38> Melimpah</size></color>.,I18N/i18n.txt
I18N.011d62a0af28ae74,TEMUKAN,I18N/i18n.txt
I18N.0124bc43e8dff54e,Defense,I18N/i18n.txt
I18N.0124c2c9bda9324e,Reset tersisa: <color=#ff4777>_num_</color> kali,I18N/i18n.txt
I18N.01259134afd0e42f,Kamu belum mendaftar untuk ronde ini. Silakan tunggu ronde berikutnya.,I18N/i18n.txt
I18N.0134575d18f1c1f2,Silakan tunggu sebentar sebelum mengirim lagi.,I18N/i18n.txt
I18N.013bce49e2ebecb9,Tidak cukup ruang.,I18N/i18n.txt
I18N.0144e9bdfef196c7,Event Summon,I18N/i18n.txt
I18N.014743e55d9aca22,Telah dibuka,I18N/i18n.txt
I18N.0152ab860dae77af,"Selamat, musim lalu kamu mendapatkan",I18N/i18n.txt
I18N.015e6302cfc84261,Eksklusif Tahun Baru,I18N/i18n.txt
I18N.0162cf6d815ecb32,Masuk,I18N/i18n.txt
I18N.01726144b6d1f1db,Formasi,I18N/i18n.txt
I18N.0178d541a513f348,Lawan,I18N/i18n.txt
I18N.0181e385bbe46ca5,Rekrutmen dalam cooldown: _num_s,I18N/i18n.txt
I18N.0183294721911ec4,Hitung Mundur Event: %s,I18N/i18n.txt
I18N.0183d408cf27e03b,Karakter ini telah mencapai batas pesanan makan harian.,I18N/i18n.txt
I18N.018423a6bf314d9c,Battle kalah. Battle beruntun terhenti.,I18N/i18n.txt
I18N.0184673c7ede93bd,Hadiah,I18N/i18n.txt
I18N.019062dd49b76318,Pause Battle,I18N/i18n.txt
I18N.019943dc03f239f9,Roll,I18N/i18n.txt
I18N.0199d50a8a6e0c6b,[Arena Pinnacle],I18N/i18n.txt
I18N.019daa99895f7bae,Buka,I18N/i18n.txt
I18N.01a4e78ffd81bba3,Equipment,I18N/i18n.txt
I18N.01a9c6d12448185c,Mirror Breakout,I18N/i18n.txt
I18N.01b37b36fa5bd4eb,Pelamar di Lv._level_+ bisa bergabung bebas.,I18N/i18n.txt
I18N.01b416edcbba4b35,(Disarankan untuk mengunduh dengan koneksi WiFi),I18N/i18n.txt
I18N.01b8abdce79ddb2f,Info,I18N/i18n.txt
I18N.01bd2f03f0a2d766,Manisan,I18N/i18n.txt
I18N.01beef54f8688571,Tap untuk Klaim,I18N/i18n.txt
I18N.01c912c3a35d7f39,Pembatasan Level,I18N/i18n.txt
I18N.01d2f68f7a976ed8,Bisa dikoleksi,I18N/i18n.txt
I18N.01d2fba846b5fefe,Panduan,I18N/i18n.txt
I18N.01d4e8deb9a5de78,Ubin yang kamu tap kosong.,I18N/i18n.txt
I18N.01d9127545bc40b4,Stok:,I18N/i18n.txt
I18N.01db6d00e7258ef8,Pergi ke region:,I18N/i18n.txt
I18N.01e4bf86851e3b60,Gunakan item ini pada semua karakter?,I18N/i18n.txt
I18N.01e9fed444e8cb49,Tidak ada siapapun di papan peringkat.,I18N/i18n.txt
I18N.01ea51db4dc52fa6,Pakai,I18N/i18n.txt
I18N.01eb2341503f6738,Manisan,I18N/i18n.txt
I18N.01ef6e08ab0508dc,Ronde Eliminasi,I18N/i18n.txt
I18N.01f140c6bf58d700,Mode Auto selesai!,I18N/i18n.txt
I18N.01f1641f4f2c9e79,Hadiah Final,I18N/i18n.txt
I18N.01f2b27bef618b62,Besok,I18N/i18n.txt
I18N.01f94111fd1cede9,Sisa Waktu:,I18N/i18n.txt
I18N.0207688ada8a9e09,Hadiah Peringkat,I18N/i18n.txt
I18N.02088a9e3f63acbd,Inspektur,I18N/i18n.txt
I18N.020d1d30a4b79d36,untuk membuka layar loading,I18N/i18n.txt
I18N.022dfac7abcb605e,Konfirmasi,I18N/i18n.txt
I18N.0231ef3214162338,Probabilitas,I18N/i18n.txt
I18N.023d53565ed15107,Stok:,I18N/i18n.txt
I18N.024450eb880e6fc7,Lanjutkan,I18N/i18n.txt
I18N.0247b936661c01cc,Konfirmasi (_num_),I18N/i18n.txt
I18N.024f1cab07983157,Belum Selesai,I18N/i18n.txt
I18N.02512ef59fa8e31f,Event telah berakhir.,I18N/i18n.txt
I18N.0253ab2fe04045de,Beli Paket Bulanan,I18N/i18n.txt
I18N.025990ed0e180ed4,Pembatalan Komisi,I18N/i18n.txt
I18N.02680195f7b54919,Tantangan Mesin Boneka Gacha,I18N/i18n.txt
I18N.0281f9f0a255aa55,Tinggalkan stage saat ini?,I18N/i18n.txt
I18N.0285b979964cf084,Poin Saya,I18N/i18n.txt
I18N.028ae3da0352f1dc,Pratinjau,I18N/i18n.txt
I18N.02905b294ae2be3f,Terjual Habis,I18N/i18n.txt
I18N.029214c2d4b81439,COMBAT,I18N/i18n.txt
I18N.0293ecb384077a8e,Masuk,I18N/i18n.txt
I18N.029b8ed4b3ff06de,Tap untuk bind,I18N/i18n.txt
I18N.02a1df4bb9a801f9,"Jika kamu tidak mendapatkan Combatant SSR yang ditampilkan, summon berikutnya dijamin akan mendapatkan Combatant yang ditampilkan.",I18N/i18n.txt
I18N.02a5b2b4a1c99599,Combatant ini sudah mencapai Mood maksimum.,I18N/i18n.txt
I18N.02a6a1776b85f6b3,Tukar,I18N/i18n.txt
I18N.02b1c6b434144276,Apakah kamu yakin ingin menetapkan nama kucing menjadi _m_/_d_?,I18N/i18n.txt
I18N.02ba2e1814a69a20,Lanjutkan,I18N/i18n.txt
I18N.02be3e28c74fda49,mengundangmu ke Invasi.,I18N/i18n.txt
I18N.02c5834be6ffceb6,Terbatas,I18N/i18n.txt
I18N.02ccee2dc173cffe,Apa yang Baru,I18N/i18n.txt
I18N.02ccf173ccad97e8,Halaman baru,I18N/i18n.txt
I18N.02d06685457c9929,Tantangan Mesin Boneka Gacha,I18N/i18n.txt
I18N.02d0c8bcb921fc54,Hadiah,I18N/i18n.txt
I18N.02e1d911ea1edd85,Eksplorasi Gratis,I18N/i18n.txt
I18N.02e8ea8574fcad40,Posisi Ke-2,I18N/i18n.txt
I18N.02ec3d1d1e56477a,Biaya Rata-rata,I18N/i18n.txt
I18N.02ee7972faab395a,OFF,I18N/i18n.txt
I18N.0301c5249fa52ded,"Tim Merah memiliki 5 kartu di meja, sedangkan Tim Biru memiliki 4 kartu di meja dan 1 di tangan, menghasilkan seri 5-5.",I18N/i18n.txt
I18N.030eafc851771b69,Hadiah yang belum diklaim ada di Mailbox.,I18N/i18n.txt
I18N.03241ffb1912b566,Kemenangan,I18N/i18n.txt
I18N.032bd257d16d795d,Bandingkan angka di sisi yang berdekatan.,I18N/i18n.txt
I18N.032dc106d4f90335,Terbatas,I18N/i18n.txt
I18N.033972fee40d69be,Level Inspektur Naik,I18N/i18n.txt
I18N.0339c863e31cf36f,Pindai,I18N/i18n.txt
I18N.033cbbf6adf76419,Menjual,I18N/i18n.txt
I18N.033d30e83131d122,Kenyang,I18N/i18n.txt
I18N.033d5e8801dd26cc,Tidak Tersedia Sekarang,I18N/i18n.txt
I18N.033f2a824a53a3ec,Energi tidak cukup.,I18N/i18n.txt
I18N.0341ce52843697fc,Mengetik...,I18N/i18n.txt
I18N.0357f76f3813e25b,Stat Naik Bintang,I18N/i18n.txt
I18N.03675363f97326ca,Pasif,I18N/i18n.txt
I18N.037794e0bb6bac3c,Stok Hari ini:,I18N/i18n.txt
I18N.037962eb22944570,Klaim Sekarang,I18N/i18n.txt
I18N.039a9b2c09d0c45c,Kamu tidak bisa kembali setelah keluar. Tetap keluar?,I18N/i18n.txt
I18N.039cbd15e599f5ee,Manisan,I18N/i18n.txt
I18N.03a0b51ebad6d9c4,Klaim,I18N/i18n.txt
I18N.03a40eb7f5f88daa,Saya,I18N/i18n.txt
I18N.03a56a478b14a332,Dunia Lain,I18N/i18n.txt
I18N.03baa8701f3152bf,/,I18N/i18n.txt
I18N.03bc94c2bd202da8,Harga Satuan,I18N/i18n.txt
I18N.03c8e582925db56c,Stage ini telah diselesaikan oleh Inspektur lain. Upaya Campaign dikembalikan.,I18N/i18n.txt
I18N.03c9410bfa455af2,Klaim,I18N/i18n.txt
I18N.03c9550fe06c25e5,Selesaikan Roda sebelumnya untuk membuka,I18N/i18n.txt
I18N.03dffbe83a285595,10x,I18N/i18n.txt
I18N.03e75aef97cde368,Matchmaking,I18N/i18n.txt
I18N.03eeb6edf7158cd9,Kecepatan Pelarian,I18N/i18n.txt
I18N.03ef5af92367ac52,Tidak ada jumlah lotere,I18N/i18n.txt
I18N.03ff49c8f1de68ab,Selesaikan Cerita Event_NEW_LINE_,I18N/i18n.txt
I18N.03ff9af2f000859d,Perolehan total,I18N/i18n.txt
I18N.04023c8b469ab1e0,Resonance tidak aktif.,I18N/i18n.txt
I18N.0402f7e2d1a303d8,Tidak diketahui,I18N/i18n.txt
I18N.040622695d2b41d4,Dimiliki,I18N/i18n.txt
I18N.041286a75b8c5b68,Summon,I18N/i18n.txt
I18N.041370eab1bb6b4c,Pratinjau,I18N/i18n.txt
I18N.0416f26ff6c16f0c,Kesulitan,I18N/i18n.txt
I18N.0423bca7e839ac1c,Koleksi Rekaman,I18N/i18n.txt
I18N.04277693cded4346,Silakan buka tingkat bintang yang dibutuhkan.,I18N/i18n.txt
I18N.042e7ffc195ae804,Progres:,I18N/i18n.txt
I18N.04309d2e758cbf1d,Hitung Mundur,I18N/i18n.txt
I18N.043ccd5e182d44b5,Terjual Habis,I18N/i18n.txt
I18N.043db04895da982d,Tidak ada Poin Strategi yang tersedia untuk reset,I18N/i18n.txt
I18N.043ecc23e618d86c,"Inspektur, karena ini pertama kalinya kamu bergabung, kamu ditempatkan di",I18N/i18n.txt
I18N.0447491a70abab9d,Terjual Habis,I18N/i18n.txt
I18N.044c77eb8322b4cf,Poin tercapai,I18N/i18n.txt
I18N.044f5e4252ec2db7,Entri terbuka,I18N/i18n.txt
I18N.0458e2c77b8e635e,Batas Pembelian Harian,I18N/i18n.txt
I18N.04666d9516bb39dd,Pratinjau,I18N/i18n.txt
I18N.0467019f9a27832e,Tidak ada hadiah peringkat,I18N/i18n.txt
I18N.047264a2e2e71a88,"Setelah memicu aksi tersembunyi, kamu akan memulai interaksi intim.",I18N/i18n.txt
I18N.04728d6c1ab2d465,Peringkat,I18N/i18n.txt
I18N.048516de73f0858f,Putar x1,I18N/i18n.txt
I18N.0490f9fdecefcdcb,Hidupkan,I18N/i18n.txt
I18N.049b002301a8ffb0,Lv.,I18N/i18n.txt
I18N.04b00c3132d8a736,Murnikan,I18N/i18n.txt
I18N.04b0642ae4f509e1,Terjadi error yang tidak diketahui. Harap hubungi CS.,I18N/i18n.txt
I18N.04bb7b7f2892ea6f,Selesaikan misi di sebelah kanan untuk membuka Foto Pribadi,I18N/i18n.txt
I18N.04c2d273412bf7c9,Stage Selesai,I18N/i18n.txt
I18N.04c721af7fbc3784,Hadiah Terpilih,I18N/i18n.txt
I18N.04cce87e2a9108d0,[<color=#6ACE61>_clubName_</color>] Diduduki [<color=#D26361>_clubName2_</color>] [<color=#6ACE61>_buildingName_</color>].,I18N/i18n.txt
I18N.04d115551f912ef7,Bergabung,I18N/i18n.txt
I18N.04ddf30838ad6b24,Kam,I18N/i18n.txt
I18N.04e2617a62e3aaf9,Pilih Bahan,I18N/i18n.txt
I18N.04e7515cedd7ae4d,UPGRADE,I18N/i18n.txt
I18N.04eaed7815452584,Hitung Mundur,I18N/i18n.txt
I18N.04f695e47bb3f3f2,Exit,I18N/i18n.txt
I18N.04fbb78cbf2026c5,/,I18N/i18n.txt
I18N.04fe2f46e899a639,Jangan ingatkan lagi,I18N/i18n.txt
I18N.050149ca68ba4038,Void of Decay,I18N/i18n.txt
I18N.05088f0fb239bacf,Hanya tampilkan 3 ikan dengan poin tertinggi,I18N/i18n.txt
I18N.0510ee4603c69a08,Tips: Tingkatkan Level Cafe kamu untuk menaikkan pendapatan tetap.,I18N/i18n.txt
I18N.0512419f1dac8402,Event belum tersedia.,I18N/i18n.txt
I18N.05129d1337f0854f,Masukkan giftcode,I18N/i18n.txt
I18N.0516025ee31d3ca7,Mandy,I18N/i18n.txt
I18N.051c6765199c2538,Tap layar untuk melanjutkan,I18N/i18n.txt
I18N.0522b480bd500f7f,Lv.,I18N/i18n.txt
I18N.0522d3e60cfeef68,Level berikutnya:,I18N/i18n.txt
I18N.0529a70e0791059a,Stok:,I18N/i18n.txt
I18N.052a958b1c278e56,Bagikan,I18N/i18n.txt
I18N.054a0aec1b974d30,Unduhan selesai,I18N/i18n.txt
I18N.054cf92361da1155,Tidak ada riwayat,I18N/i18n.txt
I18N.055d305ffa0b6a9b,Belum ada equipment,I18N/i18n.txt
I18N.055f01c05a060935,Hadiah Utama,I18N/i18n.txt
I18N.055f951e64a254e6,Tantangan,I18N/i18n.txt
I18N.056463827610e5a9,Lv.,I18N/i18n.txt
I18N.056fabe458d5c50c,Hadiah Umum,I18N/i18n.txt
I18N.057d96e2d9260b19,Besok,I18N/i18n.txt
I18N.0584d8ae9b8a0030,Gunakan _num1_ _num2_ untuk segera mendapatkan 1?,I18N/i18n.txt
I18N.05964ef2f47edd5b,Terbatas,I18N/i18n.txt
I18N.059ad1bc0cd1ce67,Misi,I18N/i18n.txt
I18N.05a857de6d53cf80,Belum ada rencana preset.,I18N/i18n.txt
I18N.05abfd4e2617de78,R,I18N/i18n.txt
I18N.05b2dce8ac897cf1,"Setiap %d%% yang diberikan, memberikan %d",I18N/i18n.txt
I18N.05b4e879a44a39fb,Lawan telah terputus atau keluar.,I18N/i18n.txt
I18N.05bb36a79ce065bb,Max,I18N/i18n.txt
I18N.05c57daa41493d8e,Edit,I18N/i18n.txt
I18N.05c75ed2905a3eb8,Diaktifkan,I18N/i18n.txt
I18N.05c80d2c37e663b5,Bind Nomer HP,I18N/i18n.txt
I18N.05c8cf3c223ccbc1,Pakai,I18N/i18n.txt
I18N.05d4a0a95c05d8aa,Hadiah Peringkat,I18N/i18n.txt
I18N.05df7ba663a27ba3,Double,I18N/i18n.txt
I18N.05e1c0a45c5243ac,Direkomendasikan,I18N/i18n.txt
I18N.05e4911967f396d8,Semua,I18N/i18n.txt
I18N.05f20db73b896fb3,Recommended,I18N/i18n.txt
I18N.05f75bd7027a11f3,Terbatas,I18N/i18n.txt
I18N.06103bd0a75b1319,Baru,I18N/i18n.txt
I18N.061322d111e8819b,Kesempatan undangan hari ini habis.,I18N/i18n.txt
I18N.0618924395c0bc47,Toko,I18N/i18n.txt
I18N.0623d1ccc799b536,Konfirmasi,I18N/i18n.txt
I18N.0628ae554abb00d9,Deep I,I18N/i18n.txt
I18N.062bafdd87198a5f,Login,I18N/i18n.txt
I18N.062ee4f5362da14d,Login Berturut-turut,I18N/i18n.txt
I18N.0648ca220412663e,Terjual Habis,I18N/i18n.txt
I18N.064d202942f5d20a,Buka perks tambahan:,I18N/i18n.txt
I18N.0653eff6cdfed6a7,Gacha,I18N/i18n.txt
I18N.06584ac4145306d2,Dalam progres,I18N/i18n.txt
I18N.065d986ea8c23308,Biaya,I18N/i18n.txt
I18N.06689dff883af118,Detail Pendapatan,I18N/i18n.txt
I18N.067d6e0090f02b21,Tidak dapat mengklaim hadiah.,I18N/i18n.txt
I18N.06842440ee36ca81,Pilih dan buang kartu,I18N/i18n.txt
I18N.0687315ca16988f1,Hadiah Peringkat,I18N/i18n.txt
I18N.068925d84cb92384,Rencana Equipment,I18N/i18n.txt
I18N.068c022a5a492609,Klaim <color=#000000><size=36>10</size></color> summon.,I18N/i18n.txt
I18N.069165bc06c5a4d0,Direkomendasikan,I18N/i18n.txt
I18N.069406f0d84f7d83,Fusi Cato,I18N/i18n.txt
I18N.06944523c27bff5a,Perbarui _YUAN_ <color=#f300808>_num_</color>,I18N/i18n.txt
I18N.06958fd99d39bef3,Menyalakan Lentera,I18N/i18n.txt
I18N.0699e3d5d589bb13,Nama Tim,I18N/i18n.txt
I18N.069bde8e7bc3874f,Terjual Habis,I18N/i18n.txt
I18N.069e75ad6b45095a,Bonus Koleksi,I18N/i18n.txt
I18N.06a4667f8e346adb,Difficulty Level,I18N/i18n.txt
I18N.06a7e1b276a1c431,Klaim Semua,I18N/i18n.txt
I18N.06a91eb034324835,DMG Setiap Peringkat,I18N/i18n.txt
I18N.06b1cbc283e82bb0,Damage Tim:,I18N/i18n.txt
I18N.06b332a4db90c6c3,Paket Pemicu,I18N/i18n.txt
I18N.06bae24d60cc929f,Terjual Habis,I18N/i18n.txt
I18N.06d15769779ba3c8,Pertandingan telah selesai.,I18N/i18n.txt
I18N.06d54608cb6417f8,Inspektur,I18N/i18n.txt
I18N.06d73793513ed9cc,MAX,I18N/i18n.txt
I18N.06e1b62437ce426e,Kucing Saya,I18N/i18n.txt
I18N.06e224f75eb055fd,Papan Peringkat,I18N/i18n.txt
I18N.06ec7d987c0cf1e1,Dimiliki,I18N/i18n.txt
I18N.06ede4091eed72d1,Tidak cukup kiriman yang tersisa.,I18N/i18n.txt
I18N.06ee3c3e3a9e7f49,Skill terkunci.,I18N/i18n.txt
I18N.06eeae9b4e710aa4,Tingkat kesulitan,I18N/i18n.txt
I18N.06fb302811f944e5,Dukungan,I18N/i18n.txt
I18N.070c902821d3e7b9,"Tanggal _day_​ Bulan​ _month_​ Tahun _year_​, _hour_:_min_​",I18N/i18n.txt
I18N.070d967480a90a9e,E-System,I18N/i18n.txt
I18N.0710d728aa144c94,Tentang Keunggulan Pathos Hitam,I18N/i18n.txt
I18N.0718f382879fbf67,Top-up Pt +0,I18N/i18n.txt
I18N.071a29620787c43c,Event belum dimulai.,I18N/i18n.txt
I18N.0720635b0b279bfc,Setiap paket hanya bisa dibeli sekali._NEW_LINE_Batas pembelian akan di-reset setiap hari jam 5 pagi.,I18N/i18n.txt
I18N.07213f6514017c1c,Semifinal,I18N/i18n.txt
I18N.072b7c743ee89dd9,Tempa,I18N/i18n.txt
I18N.072e1012e6a21013,Selesai,I18N/i18n.txt
I18N.073521da2355cbff,Terbuka,I18N/i18n.txt
I18N.073997fe1e3b02c3,Selesaikan stage sebelumnya untuk membuka,I18N/i18n.txt
I18N.07424d45ab9f2e54,Peningkatan Keseluruhan,I18N/i18n.txt
I18N.07454d062bb7032b,Dalam progres,I18N/i18n.txt
I18N.0745a4f37ea513d3,Kamu,I18N/i18n.txt
I18N.0745a92b2c8a0218,Mulai,I18N/i18n.txt
I18N.07484791f11af6f2,Periode Event,I18N/i18n.txt
I18N.075bd2112980ea88,Biaya,I18N/i18n.txt
I18N.0760297dd234c2de,Lihat Tips,I18N/i18n.txt
I18N.078081fe817ca050,Edit Tim,I18N/i18n.txt
I18N.078db9cf0606e13c,Selesaikan Cerita Event._NEW_LINE_,I18N/i18n.txt
I18N.07a7be412bc13ac8,Suasana,I18N/i18n.txt
I18N.07abe43d37ba474a,Power,I18N/i18n.txt
I18N.07ada536a62301ae,Pasif,I18N/i18n.txt
I18N.07afd0133bf22607,MISI,I18N/i18n.txt
I18N.07b0c4aaf5978c7a,Opal yang dibutuhkan untuk summon,I18N/i18n.txt
I18N.07b13f6649827b13,Player,I18N/i18n.txt
I18N.07b3843b49bb2476,Terjadi masalah kecil dengan kartu pertempuran. Alasan: _text_,I18N/i18n.txt
I18N.07b4d615402c5250,Sub Peringkat_NEW_LINE_,I18N/i18n.txt
I18N.07bc5e1fef610887,Dapatkan Buket,I18N/i18n.txt
I18N.07be1e059e129f1d,Aplikasi dikirim.,I18N/i18n.txt
I18N.07be48842e687a9e,Lanjutkan,I18N/i18n.txt
I18N.07bfa0dde7c06a64,Lounge,I18N/i18n.txt
I18N.07c04142e2cd4b6d,Total Didapat,I18N/i18n.txt
I18N.07c23ffb4feec216,Selesaikan Cerita Event_NEW_LINE_,I18N/i18n.txt
I18N.07ceed046d568f35,Final,I18N/i18n.txt
I18N.07d60e745063306b,Detail,I18N/i18n.txt
I18N.07d8db49b3ea14a9,Lapor Player,I18N/i18n.txt
I18N.07dbe8a05f0cd5a0,Konfigurasi Stage tidak ditemukan.,I18N/i18n.txt
I18N.07e7c4ce97eb62a2,Selesaikan Cerita Event_NEW_LINE_,I18N/i18n.txt
I18N.07ea711339b421a7,_num1_ jam,I18N/i18n.txt
I18N.07eab077b96080f2,Stok:,I18N/i18n.txt
I18N.07eb4df3f3b62c4c,Pilih 1 dari 10,I18N/i18n.txt
I18N.07eddb1d4ce8349a,Klaim,I18N/i18n.txt
I18N.07f12ef7c986c351,Toko Luminox,I18N/i18n.txt
I18N.07f1fc86633da138,Power,I18N/i18n.txt
I18N.07f23a8a9b2367e1,Terbatas,I18N/i18n.txt
I18N.080d1bf14ddfb390,Gunakan bahan ini untuk membuka Arsip?,I18N/i18n.txt
I18N.080d4c2da456542a,Biaya,I18N/i18n.txt
I18N.081265d1e934df73,Hitung Mundur:,I18N/i18n.txt
I18N.0815e40901afc7d2,Jarak Tempuh Klan Saat Ini,I18N/i18n.txt
I18N.0818b51317d2b96b,Pendapatan dasar meningkat,I18N/i18n.txt
I18N.081b868b31cfe54c,"Kamu telah melakukan _num_ tangkapan, mendapatkan hadiah berikut:",I18N/i18n.txt
I18N.081d1da878464a09,Gabungkan Sekali,I18N/i18n.txt
I18N.081e4ad9b20325aa,Rekaman Penjadwalan,I18N/i18n.txt
I18N.082ecabd70c82743,Hadiah Peringkat,I18N/i18n.txt
I18N.08341df98f84c68d,Tiket Lotere,I18N/i18n.txt
I18N.0836a41633308f85,Terbatas,I18N/i18n.txt
I18N.083b122f0e20a786,Karakter yang Dipromosikan,I18N/i18n.txt
I18N.083b88da52742c81,No.:,I18N/i18n.txt
I18N.084264bf0b541510,Komunitas,I18N/i18n.txt
I18N.0843d819dbd6de67,mengundangmu untuk panggilan suara,I18N/i18n.txt
I18N.0849b6c4205aad9f,MISI,I18N/i18n.txt
I18N.084b47405f4c3102,Dapatkan Lagi,I18N/i18n.txt
I18N.084f488114c205e5,Direkomendasikan,I18N/i18n.txt
I18N.0854fc6accdc6279,Tidak ada siapapun di papan peringkat.,I18N/i18n.txt
I18N.085a31515f2c8988,Hari ke-7,I18N/i18n.txt
I18N.086ca1c578e5fb9d,Bulanan,I18N/i18n.txt
I18N.086fc4b3404779ad,Makanan Premium,I18N/i18n.txt
I18N.0871819bac0c371b,Undangan dibatalkan.,I18N/i18n.txt
I18N.087497af856487ac,Riwayat Battle kosong.,I18N/i18n.txt
I18N.08750f3f9660a2f8,(Event Sedang Berlangsung),I18N/i18n.txt
I18N.087d04b694c87790,Kelompok Penghinaan,I18N/i18n.txt
I18N.088305cc0a803a12,Tentang Skill,I18N/i18n.txt
I18N.088e045aa959683c,10 Tarikan,I18N/i18n.txt
I18N.0890136eee9e1f41,Tukar Sekarang,I18N/i18n.txt
I18N.089d91e6b77e9967,Nama,I18N/i18n.txt
I18N.08a35ac4d2603a91,Tap untuk menyatukan,I18N/i18n.txt
I18N.08aa453838c0d577,"Sekarang kamu jadi Inspektur full-time! Pada login berikutnya, kamu akan menerima hadiah berikut:",I18N/i18n.txt
I18N.08babe0571422c9f,Simpan Laporan,I18N/i18n.txt
I18N.08be0b9a3edcc688,Bonus Karakter,I18N/i18n.txt
I18N.08be56d7e03bf3b9,Periode Event,I18N/i18n.txt
I18N.08cb4088c9a15825,Opsional,I18N/i18n.txt
I18N.08d66f887ee3c88d,Punya:,I18N/i18n.txt
I18N.08e8a7b0c271f76b,Event World Boss berakhir,I18N/i18n.txt
I18N.08e92589c5c1ed2b,Peraturan,I18N/i18n.txt
I18N.08f74b5f09c5af20,Telah diklaim hari ini,I18N/i18n.txt
I18N.09015f53863f9ff6,Opal,I18N/i18n.txt
I18N.090371483f4a2f1d,[Order Baru],I18N/i18n.txt
