id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
ActivityGoods.100220.1,新手旅人晋升礼盒,Novice Trekker Promotion Box,新米巡遊者昇格箱,신입 여행가 성장 패키지,新手旅人晉升禮盒,ActivityGoods.json
ActivityGoods.100221.1,新手技能卡带礼盒,Beginner Cartridge Box,新米スキルカセット箱,신입 여행가 카트리지 패키지,新手技能卡帶禮盒,ActivityGoods.json
ActivityGoods.100222.1,新手秘纹晋升礼盒,Novice Disc Promotion Box,新米ロスレコ昇格箱,신입 여행가 레코드 성장 패키지,新手祕紋晉升禮盒,ActivityGoods.json
ActivityGoods.100301.1,一二三，跳！,"One, Two, Three, Jump!",地底の彼方へ！,"하나, 둘, 셋, 점프!",一二三，跳！,ActivityGoods.json
ActivityGoods.100302.1,一二三，跳！曲调,"One, Two, Three, Jump! Melody",地底の彼方へ！の調べ,"하나, 둘, 셋, 점프! 멜로디",一二三，跳！曲調,ActivityGoods.json
ActivityGoods.100303.1,梦的彼岸,Beyond the Dream,夢の先へ,꿈의 저편,夢的彼岸,ActivityGoods.json
ActivityGoods.100304.1,流风精魄,Wind Essence,風流の精魂,유풍의 정수,流風精魄,ActivityGoods.json
ActivityGoods.100310.1,沐雪芬香,Fragrant Ice Delight,ふわ雪かき氷機,설한의 향기,沐雪芬香,ActivityGoods.json
ActivityGoods.100311.1,永昏灯核,Eternal Gloom Core,永昏の灯核,영원한 어둠의 등핵,永昏燈核,ActivityGoods.json
ActivityGoods.100312.1,魔音游戏卡带,Magic Sound Game Cartridge,音楽カセット・上級,악마의 음악 게임 카트리지,魔音遊戲卡帶,ActivityGoods.json
ActivityGoods.100317.1,凝辉灯髓,Lumen Essence,凝縮された灯料,응집된 빛의 심지,凝輝燈髓,ActivityGoods.json
ActivityGoods.100318.1,节奏游戏卡带,Rhythm Game Cartridge,音楽カセット・中級,리듬 게임 카트리지,節奏遊戲卡帶,ActivityGoods.json
ActivityGoods.100401.1,启程的礼物,A Gift for the Journey,ジングルラール,여정의 선물,啟程的禮物,ActivityGoods.json
ActivityGoods.100402.1,启程的礼物曲调,A Gift for the Journey Melody,ジングルラールの調べ,여정의 선물 멜로디,啟程的禮物曲調,ActivityGoods.json
ActivityGoods.100403.1,闪耀的使者与圣夜的精灵,"Radiant Messenger, Holy Night Spirit",煌めく使者と聖夜の精霊,반짝이는 사자와 이브의 정령,閃耀的使者與聖夜的精靈,ActivityGoods.json
ActivityGoods.100404.1,巨像精魄,Colossus Essence,巨神兵の精魂,거석상의 정수,巨像精魄,ActivityGoods.json
ActivityGoods.100409.1,初露锋芒,Emerging Talent,未来の超新星,빛나는 시작,初露鋒芒,ActivityGoods.json
ActivityGoods.100411.1,谢幕礼帽,Exeunt Bowler,カーテンコールの礼帽,커튼콜 예복 모자,謝幕禮帽,ActivityGoods.json
ActivityGoods.100413.1,终宵精魄,Evernight Essence,常夜の精魂,온밤의 정수,終宵精魄,ActivityGoods.json
ActivityGoods.100417.1,聚光毡帽,Spotlight Bowler,道化のフェルトハット,스포트라이트 중절모,聚光氈帽,ActivityGoods.json
ActivityGoods.100419.1,萤辉遗魂,Emberflies Soul,蛍火の遺魂,반딧불의 영혼,螢輝遺魂,ActivityGoods.json
ActivityGoods.100501.1,革新的萌芽,The Bud of Change,革命の萌芽,혁신의 씨앗,革新的萌芽,ActivityGoods.json
ActivityGoods.100502.1,革新的萌芽曲调,The Bud of Change Melody,革命の萌芽の調べ,혁신의 씨앗 멜로디,革新的萌芽曲調,ActivityGoods.json
ActivityGoods.100503.1,微火的奇迹,Miracle of a Flicker,黎明告げる凱旋歌,여명의 기적,微火的奇跡,ActivityGoods.json
ActivityGoods.100504.1,噬孽绛华,Crimson Tempter,罪なる紅花,죄악을 삼킨 진홍빛 꽃,噬孽絳華,ActivityGoods.json
ActivityGoods.100508.1,烈火羽翼,Blazing Wings,赤翼の着火装置,열화의 날개,烈火羽翼,ActivityGoods.json
ActivityGoods.100512.1,鬼神游戏卡带,Phantom Game Cartridge,格闘カセット・上級,귀신 게임 카트리지,鬼神遊戲卡帶,ActivityGoods.json
ActivityGoods.100518.1,格斗游戏卡带,Fighting Game Cartridge,格闘カセット・中級,격투 게임 카트리지,格鬥遊戲卡帶,ActivityGoods.json
ActivityGoods.100601.1,酒暖灯明时,"Wine Warm, Lamps Alight",友と囲む新春の灯火,술 익는 밤의 등불,酒暖燈明時,ActivityGoods.json
ActivityGoods.100602.1,酒暖灯明时曲调,"Wine Warm, Lamps Alight Melody",友と囲む新春の灯火の調べ,술 익는 밤의 등불 멜로디,酒暖燈明時曲調,ActivityGoods.json
ActivityGoods.100603.1,烟火绮丽寻春意,Crackling Hint of Spring,爆ぜる火花は春へのしるべ,불꽃 속의 봄날,煙火綺麗尋春意,ActivityGoods.json
ActivityGoods.100604.1,森灵精魄,Forest Elf Essence,森霊の精魂,숲 정령의 정수,森靈精魄,ActivityGoods.json
ActivityGoods.100701.1,冬夜后的黎明,Dawn After Winter,雪解け告げる黎明,겨울밤 끝의 여명,冬夜後的黎明,ActivityGoods.json
ActivityGoods.100702.1,冬夜后的黎明曲调,The Break of Frost Melody,雪解け告げる黎明の調べ,겨울밤 끝의 여명 멜로디,冬夜後的黎明曲調,ActivityGoods.json
ActivityGoods.100703.1,冬夜镇魂曲与破晓扳机,Winter Requiem and the Trigger of Dawn,武器を握るは誰がために,겨울밤의 진혼곡 새벽의 방아쇠,冬夜鎮魂曲與破曉扳機,ActivityGoods.json
ActivityGoods.100704.1,盛怒美人,Wrath Beauty,激怒美人,격노한 미인,盛怒美人,ActivityGoods.json
ActivityGoods.100801.1,信笺乘风而去,Delivered by the Breeze,風に舞う想い,편지는 바람을 타고,信箋乘風而去,ActivityGoods.json
ActivityGoods.100802.1,信笺乘风而去曲调,Delivered by the Breeze Melody,風に舞う想いの調べ,편지는 바람을 타고 멜로디,信箋乘風而去曲調,ActivityGoods.json
ActivityGoods.100803.1,敬启，致珍重的你,To My Dearest You,拝啓、たいせつなあなたへ,To. 소중한 당신,敬啟，致珍重的你,ActivityGoods.json
ActivityGoods.100806.1,骇浪精魄,Tidal Essence,蒼海の精魂,거친 파도의 정수,駭浪精魄,ActivityGoods.json
ActivityGoods.100901.1,夜宴谜影,Phantom of the Banquet,夜宴に踊る影,연회장의 그림자,夜宴謎影,ActivityGoods.json
ActivityGoods.100902.1,夜宴谜影曲调,Phantom of the Banquet Melody,夜宴に踊る影の調べ,연회장의 그림자 멜로디,夜宴謎影曲調,ActivityGoods.json
ActivityGoods.100903.1,幽夜独舞孤影乱,Solitary Waltz in Night's Embrace,夜暗に踊る狐独な影,어두운 밤 홀로 춤추는 그림자,幽夜獨舞孤影亂,ActivityGoods.json
ActivityGoods.100906.1,孽华精魄,Evil Bloom Essence,罪花の精魂,죄악의 꽃의 정수,孽華精魄,ActivityGoods.json
ActivityGoods.101001.1,你与我相似,Seed Alike,似たもの同士,날 닮은 너,你與我相似,ActivityGoods.json
ActivityGoods.101002.1,你与我相似曲调,Seed Alike Melody,似たもの同士の調べ,날 닮은 너 멜로디,你與我相似曲調,ActivityGoods.json
ActivityGoods.101003.1,穿透心壁的取景框,Framing the Feelings Unseen,ファインダーの向こうに映るモノ,프레임 밖에 비치는 것,穿透心扉的觀景窗,ActivityGoods.json
ActivityGoods.101004.1,煌冠精魄,Radiant Crown Essence,翠刃の精魂,찬란한 왕관의 정수,煌冠精魄,ActivityGoods.json
ActivityGoods.101101.1,奇迹一触,Touch of Miracle,奇跡の創造,기적의 손길,奇跡一觸,ActivityGoods.json
ActivityGoods.101102.1,奇迹一触曲调,Touch of Miracle Melody,奇跡の創造の調べ,기적의 손길 멜로디,奇跡一觸曲調,ActivityGoods.json
ActivityGoods.101103.1,心跳！柔光狂想曲,Heartbeat! Neo-Inspired Rhapsody,ドキワク！ムーナワークスラプソティ！,두근두근! 무나 랩소디!,心跳！柔光狂想曲,ActivityGoods.json
ActivityGoods.101104.1,森灵獠牙,Forest Elf Fang,森の精霊の牙,숲 정령의 엄니,森靈獠牙,ActivityGoods.json
ActivityGoods.101301.1,欢聚时刻,Joyful Gathering,団らんのひととき,환희의 순간,歡聚時刻,ActivityGoods.json
ActivityGoods.101302.1,欢聚时刻曲调,Joyful Gathering Melody,団らんのひとときの調べ,환희의 순간 멜로디,歡聚時刻曲調,ActivityGoods.json
ActivityGoods.101303.1,枪林弹雨覆黄沙,A Sandstorm of Gunfire,砂漠に捧ぐ弾丸,사막을 뒤덮은 총알 세례,槍林彈雨染黃沙,ActivityGoods.json
ActivityGoods.101401.1,斑驳夏影,Dappled Sunlight,友との夏休み,일렁이는 여름의 잔영,斑駁夏影,ActivityGoods.json
ActivityGoods.101402.1,斑驳夏影曲调,Dappled Sunlight Melody,友との夏休みの調べ,일렁이는 여름의 잔영 멜로디,斑駁夏影曲調,ActivityGoods.json
ActivityGoods.101403.1,晴风碧海 · 悠哉盛夏依然打卡~,"Sunlit Breeze, Azure Seas: Checking In for A Cozy Summer~",ワーキングサマーバケーション,푸른 바다·한여름에도 인증샷입니다만?!,晴風碧海·慵懶盛夏 記得打卡～,ActivityGoods.json
ActivityGoods.101404.1,照夜净土,Nightlit Haven,蒼海の宝木,밤을 비추는 정토,照夜淨土,ActivityGoods.json
ActivityGoods.101501.1,夏日进行曲,Summer March,サマーマーチ,여름 행진곡,夏日進行曲,ActivityGoods.json
ActivityGoods.101502.1,夏日进行曲曲调,Summer March Melody,サマーマーチの調べ,여름 행진곡 멜로디,夏日進行曲曲調,ActivityGoods.json
ActivityGoods.101503.1,欢歌劲浪 · 闪耀假日惊涛探险！,Surfing Splash: A Sparkling Holiday Adventure!,ワーキングサマーアドベンチャー！,파도의 축제 · 찬란한 휴일 아찔한 모험!,踏浪歡歌·閃耀假日碧海奇旅！,ActivityGoods.json
ActivityGoods.101601.1,荣誉时刻,Moment of Glory,栄光の瞬間,영광의 순간,榮耀時刻,ActivityGoods.json
ActivityGoods.101602.1,荣誉时刻曲调,Moment of Glory Melody,栄光の瞬間の調べ,영광의 순간 멜로디,榮耀時刻曲調,ActivityGoods.json
ActivityGoods.101603.1,奋斗吧！大小姐的旅人修炼手册！,"Go, My Lady! Training Handbook Plus!",奮闘！令嬢巡遊者の修行録！,파이팅! 아가씨의 여행가 수련 매뉴얼!,邁進吧！大小姐的旅人歷練日誌！,ActivityGoods.json
ActivityGoods.300101.1,精美礼物随机盒,Exquisite Gift Box,高級ギフト抽選箱,고급 선물 랜덤 상자,精美禮物隨機盒,ActivityGoods.json
ActivityGoods.300104.1,华美的镶边,Elegant Rim,優雅なレコード,화려한 테두리,華美的鑲邊,ActivityGoods.json
ActivityGoods.300106.1,技巧棋子,Chess Piece of Skill,テクニックの駒,기술의 룩,技巧棋子,ActivityGoods.json
GoldenSpyItem.1101.1,公文包,Briefcase,セキュリティバッグ,서류 가방,文件包,GoldenSpyItem.json
GoldenSpyItem.1104.1,糖果盒,Candy Box,キャンディーボックス,사탕 상자,糖果盒,GoldenSpyItem.json
GoldenSpyItem.1107.1,宝石,Gem,宝石,보석,寶石,GoldenSpyItem.json
GoldenSpyItem.1108.1,情报卷轴,Intel Scroll,秘密の契約書,정보 문서,情報卷軸,GoldenSpyItem.json
GoldenSpyItem.1109.1,窃听器,Bug Device,盗聴神器,도청기,竊聽器,GoldenSpyItem.json
GoldenSpyItem.1201.1,保险箱,Safe,金庫,금고,保險箱,GoldenSpyItem.json
GoldenSpyItem.1203.1,无人机,Drone,てーさつバード,드론,無人機,GoldenSpyItem.json
GoldenSpyItem.1204.1,扫地机,Cleaning Bot,きゅーいんキャット,청소기,掃地機,GoldenSpyItem.json
GoldenSpyItem.1205.1,炸药桶,Explosive Barrel,爆薬,화약통,炸藥桶,GoldenSpyItem.json
GoldenSpyItem.1301.1,绝密文件夹,Classified Folder,シークレット物資,기밀문서,絕密文件夾,GoldenSpyItem.json
Item.100000.1,盈月星愿,Everbright Wishes,星巡り定期券,별의 소원 택배,盈月星願,Item.json (Type 11/Stype 30)
Item.101001.1,尊享补贴附赠物品,Elite Grant Bonus Item,プレミアムコース特典,프리미엄 지원금 보너스 아이템,尊享補貼附贈物品,Item.json (Type 2/Stype 2)
Item.101002.1,大亨尊享补贴附赠物品,Royal Grant Bonus Item,ミラクルコース特典,럭셔리 지원금 보너스 아이템,大亨尊享補貼附贈物品,Item.json (Type 2/Stype 2)
Item.101003.1,升级补贴差额物品,Upgrade Grant Differential Item,グレードアップ特典,지원금 차액 아이템 업그레이드,升級補貼差額物品,Item.json (Type 2/Stype 2)
Item.1030.1,琥珀的心钥,Amber's Soul Key,コハクの心相の欠片,코하쿠 심상 결정,琥珀的心鑰,Item.json (Type 2/Stype 6)
Item.1070.1,缇莉娅的心钥,Tilia's Soul Key,ティリアの心相の欠片,틸리아 심상 결정,緹莉婭的心鑰,Item.json (Type 2/Stype 6)
Item.1080.1,卡西米拉的心钥,Kasimira's Soul Key,カシミラの心相の欠片,카시미라 심상 결정,卡西米拉的心鑰,Item.json (Type 2/Stype 6)
Item.11.1,辉光币,Stella Coin,ステラコイン,스텔라 코인,輝光幣,Item.json (Type 6/Stype 1)
Item.1100.1,翡冷翠的心钥,Firenze's Soul Key,フィレンの心相の欠片,피렌 심상 결정,翡冷翠的心鑰,Item.json (Type 2/Stype 6)
Item.1110.1,鸢尾的心钥,Iris's Soul Key,アヤメの心相の欠片,아야메 심상 결정,鳶尾的心鑰,Item.json (Type 2/Stype 6)
Item.1120.1,尘沙的心钥,Noya's Soul Key,セイナの心相の欠片,세이나 심상 결정,塵沙的心鑰,Item.json (Type 2/Stype 6)
Item.1130.1,师渺的心钥,Shimiao's Soul Key,シーミャオの心相の欠片,시먀오 심상 결정,師渺的心鑰,Item.json (Type 2/Stype 6)
Item.1140.1,猫眼的心钥,Chaton's Soul Key,シャトンの心相の欠片,샤통 심상 결정,貓眼的心鑰,Item.json (Type 2/Stype 6)
Item.1150.1,火垂的心钥,Firefly's Soul Key,ホタルの心相の欠片,호타루 심상 결정,火垂的心鑰,Item.json (Type 2/Stype 6)
Item.1160.1,岭川的心钥,Ridge's Soul Key,レイセンの心相の欠片,레이센 심상 결정,嶺川的心鑰,Item.json (Type 2/Stype 6)
Item.1170.1,璟麟的心钥,Jinglin's Soul Key,ジンリンの心相の欠片,징린 심상 결정,璟麟的心鑰,Item.json (Type 2/Stype 6)
Item.1180.1,科洛妮丝的心钥,Coronis's Soul Key,クルニスの心相の欠片,크루니스 심상 결정,柯洛妮絲的心鑰,Item.json (Type 2/Stype 6)
Item.1190.1,花原的心钥,Nanoha's Soul Key,ナノハの心相の欠片,나노하 심상 결정,花原的心鑰,Item.json (Type 2/Stype 6)
Item.119901.1,莉莉贝尔粉丝团,Lili Bae Club,シモベアー,엔젤곰 팬클럽,莉莉貝爾粉絲團,Item.json (Type 15/Stype 15)
Item.119902.1,「猫临城下」系列称号,Cat-stle Siege Title Series,「キャットミーイフユーキャン」シリーズ称号,「캣 앳 더 게이트」 시리즈 칭호,「貓臨城下」系列稱號,Item.json (Type 15/Stype 15)
Item.12.1,征途票根,Journey Ticket,入塔記念チケット,여정 티켓,征途票根,Item.json (Type 1/Stype 1)
Item.1200.1,卡娜丝的心钥,Canace's Soul Key,カナーチェの心相の欠片,카나체 심상 결정,卡娜絲的心鑰,Item.json (Type 2/Stype 6)
Item.120001.1,沙滩寻宝铲,Beach Treasure Shovel,ラッキーシャベル,백사장의 보물삽,沙灘尋寶鏟,Item.json (Type 2/Stype 2)
Item.120002.1,森林寻宝铲,Forest Treasure Shovel,ラッキーシャベル,숲의 보물삽,森林尋寶鏟,Item.json (Type 2/Stype 2)
Item.120003.1,花房寻宝铲,Greenhouse Treasure Shovel,ラッキーシャベル,온실 보물삽,花房尋寶鏟,Item.json (Type 2/Stype 2)
Item.120004.1,信使寻宝铲,Courier Treasure Shovel,ラッキーシャベル,배달원의 보물삽,信使尋寶鏟,Item.json (Type 2/Stype 2)
Item.1230.1,杏子的心钥,Ann's Soul Key,アンズの心相の欠片,안즈 심상 결정,杏子的心鑰,Item.json (Type 2/Stype 6)
Item.1250.1,苍兰的心钥,Freesia's Soul Key,フリージアの心相の欠片,프리지아 심상 결정,蒼蘭的心鑰,Item.json (Type 2/Stype 6)
Item.1260.1,紫槿的心钥,Flora's Soul Key,フローラの心相の欠片,플로라 심상 결정,紫槿的心鑰,Item.json (Type 2/Stype 6)
Item.1270.1,特丽莎的心钥,Teresa's Soul Key,テレサの心相の欠片,테레사 심상 결정,特麗莎的心鑰,Item.json (Type 2/Stype 6)
Item.1300.1,多娜的心钥,Donna's Soul Key,トーナの心相の欠片,토나 심상 결정,多娜的心鑰,Item.json (Type 2/Stype 6)
Item.1320.1,密涅瓦的心钥,Minova's Soul Key,ミネルバの心相の欠片,미네르바 심상 결정,密涅瓦的心鑰,Item.json (Type 2/Stype 6)
Item.1330.1,夏花的心钥,Nazuka's Soul Key,ナツカの心相の欠片,나츠카 심상 결정,夏花的心鑰,Item.json (Type 2/Stype 6)
Item.1340.1,冬香的心钥,Fuyuka's Soul Key,フユカの心相の欠片,후유카 심상 결정,冬香的心鑰,Item.json (Type 2/Stype 6)
Item.1350.1,雾语的心钥,Mistique's Soul Key,ミスティの心相の欠片,미스티 심상 결정,霧語的心鑰,Item.json (Type 2/Stype 6)
Item.1370.1,埃莉诺的心钥,Eleanor's Soul Key,エレノアの心相の欠片,엘레노어 심상 결정,埃莉諾的心鑰,Item.json (Type 2/Stype 6)
Item.1400.1,斯帕克拉的心钥,Sparkla's Soul Key,スパクルの心相の欠片,스파클 심상 결정,斯帕克拉的心鑰,Item.json (Type 2/Stype 6)
Item.1410.1,赤霞的心钥,Chixia's Soul Key,チーシアの心相の欠片,치시아 심상 결정,赤霞的心鑰,Item.json (Type 2/Stype 6)
Item.1420.1,珂赛特的心钥,Cosette's Soul Key,コゼットの心相の欠片,코제트 심상 결정,珂賽特的心鑰,Item.json (Type 2/Stype 6)
Item.1430.1,风影的心钥,Wraith's Soul Key,レイスの心相の欠片,레이스 심상 결정,風影的心鑰,Item.json (Type 2/Stype 6)
Item.1440.1,千都世的心钥,Chitose's Soul Key,チトセの心相の欠片,치토세 심상 결정,千都世的心鑰,Item.json (Type 2/Stype 6)
Item.1450.1,乙叶的心钥,Otoha's Soul Key,オトハの心相の欠片,오토하 심상 결정,乙葉的心鑰,Item.json (Type 2/Stype 6)
Item.1470.1,焦糖的心钥,Caramel's Soul Key,キャラメルの心相の欠片,캐러멜 심상 결정,焦糖的心鑰,Item.json (Type 2/Stype 6)
Item.1490.1,格芮的心钥,Gerie's Soul Key,グレイの心相の欠片,그레이 심상 결정,格芮的心鑰,Item.json (Type 2/Stype 6)
Item.1500.1,菈露的心钥,Laru's Soul Key,ラールの心相の欠片,라루 심상 결정,菈露的心鑰,Item.json (Type 2/Stype 6)
Item.1550.1,希娅的心钥,Shia's Soul Key,シアの心相の欠片,시아 심상 결정,希婭的心鑰,Item.json (Type 2/Stype 6)
Item.1560.1,小禾的心钥,Nazuna's Soul Key,ナズナの心相の欠片,나즈나 심상 결정,小禾的心鑰,Item.json (Type 2/Stype 6)
Item.1570.1,花铃的心钥,Karin's Soul Key,カリンの心相の欠片,카린 심상 결정,花鈴的心鑰,Item.json (Type 2/Stype 6)
Item.1580.1,菈露（圣夜）的心钥,Snowish Laru's Soul Key,ラール（聖夜）の心相の欠片,라루(이브) 심상 결정,聖夜菈露的心鑰,Item.json (Type 2/Stype 6)
Item.1590.1,科洛妮丝（新春）的心钥,Springseek Coronis's Soul Key,クルニス（華服）の心相の欠片,크루니스(새해) 심상 결정,緋春柯洛妮絲的心鑰,Item.json (Type 2/Stype 6)
Item.1600.1,薇洛（盛夏）的心钥,Suntide Willow's Soul Key,ウィロー（水着）の心相の欠片,윌로(여름) 심상 결정,沐夏薇洛的心鑰,Item.json (Type 2/Stype 6)
Item.198025.1,风系小队纪录,Ventus Team Record,風属性の記録,바람 속성 팀 기록,風系小隊紀錄,Item.json (Type 2/Stype 48)
Item.198026.1,火系小队纪录,Ignis Team Record,火属性の記録,불 속성 팀 기록,火系小隊紀錄,Item.json (Type 2/Stype 48)
Item.199000.1,立刻解锁: 尊享补贴领取资格,Unlock Now: Elite Grant Privileges,プレミアムコース 補助物資受取資格,프리미엄 지원금 수령 자격 즉시 오픈,立即解鎖： 尊享補貼領取資格,Item.json (Type 2/Stype 2)
Item.199001.1,等级奖励包含: 星之砂 x1280,"Tier Bonus: Stellanite Dust ×1,280",支援レベル報酬： 星ノ欠片×1280,레벨 보상 내용 별의 파편x1280,"等級獎勵包含： 星之砂×1,280",Item.json (Type 2/Stype 2)
Item.199002.1,等级奖励包含: 青空礼券 x3,Tier Bonus: Cerulean Ticket ×3,支援レベル報酬： 青空旅券×3,레벨 보상 내용 하늘 티켓 x3,等級獎勵包含： 青空禮券×3,Item.json (Type 2/Stype 2)
Item.199003.1,等级奖励包含: 灿金闪碟 x900,Tier Bonus: Gold Disc ×900,支援レベル報酬： 煌金レコード×900,레벨 보상 내용 골든 디스크 x900,等級獎勵包含: 燦金閃碟×900,Item.json (Type 2/Stype 2)
Item.199004.1,密涅瓦专属形象: 微醺白日梦,Minova Appearance (2D): Tipsy Daydream,アナザーイメージ： アイマイハクチューム,미네르바 전용 스킨 나른한 백일몽,密涅瓦專屬形象： 微醺白日夢,Item.json (Type 2/Stype 2)
Item.199005.1,本期限定头像: 最美的祝福,Limited-Time Avatar: Best Wishes,今期限定アイコン： 情熱的なペンギン,이번 시즌 한정 프로필 아름다운 축복,本期限定大頭貼： 最美的祝福,Item.json (Type 2/Stype 2)
Item.199006.1,补贴等级直升10级,Instantly advance the Grant by 10 Tiers.,支援レベルが10アップする,즉시 지원금 10 레벨업,補貼等級直升10級,Item.json (Type 2/Stype 2)
Item.199007.1,等级奖励包含: 激励基金秘纹自选包,Tier Bonus: Disc Choice Pack (Grant),支援レベル報酬： 厳選ロスレコセレクション,레벨 보상 내용 지원 패스 레코드 선택 패키지,等級獎勵包含： 激勵基金祕紋自選包,Item.json (Type 2/Stype 2)
Item.199008.1,缇莉娅专属形象: 此即吾之正义！,Tilia Appearance (2D): This Is My Justice!,アナザーイメージ： イッツ・マイ・ジャスティス！,틸리아 전용 스킨 이것이 나의 정의!,緹莉婭專屬形象： 此即吾之正義！,Item.json (Type 2/Stype 2)
Item.199009.1,本期限定头像: 锐利的目光,Limited-Time Avatar: The Sharp Gaze,今期限定アイコン： 鋭い眼差し,이번 시즌 한정 프로필 예리한 눈빛,本期限定大頭貼： 銳利的目光,Item.json (Type 2/Stype 2)
Item.199010.1,鸢尾专属形象: 1/365的你,Iris's Appearance (2D): The 1/365th of You,アナザーイメージ： 1/365の君と,아야메 전용 스킨 1/365의 그대와,鳶尾專屬形象： 1/365的你,Item.json (Type 2/Stype 2)
Item.199011.1,本期限定头像: 时有脆弱,Limited-Time Avatar: Times of Fragility,今期限定アイコン： ビクブルハート,이번 시즌 한정 프로필 연약한 순간,本期限定大頭貼: 時有脆弱,Item.json (Type 2/Stype 2)
Item.199012.1,琥珀专属形象: 玩心无邪,Amber's exclusive appearance: Playful Innocence,アナザーイメージ： いたずらっこのお留守番,코하쿠 전용 스킨 어흥냥이,琥珀專屬形象： 玩心無邪,Item.json (Type 2/Stype 2)
Item.199013.1,本期限定头像: 节日美餐,Limited-Time Avatar: Festival Feast,今期限定アイコン： 祭日のごちそう,이번 시즌 한정 프로필 진수성찬,本期限定大頭貼: 佳節饗宴,Item.json (Type 2/Stype 2)
