id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
CharacterSkin.13303.1,清露微滴的初夏,A Dip of Fresh Summer,水もしたたる初夏美人,이슬 맺힌 첫 여름,清露微滴的初夏,CharacterSkin.json
CharacterSkin.13401.1,冬香-基础形象,Fuyuka: Default,フユカ・デフォルト,후유카-기본,冬香-基礎形象,CharacterSkin.json
CharacterSkin.13402.1,冬香-觉醒形象,Fuyuka: Awakened,フユカ・覚醒,후유카-각성,冬香-覺醒形象,CharacterSkin.json
CharacterSkin.13403.1,平安度过试用期！,Probation Period Cleared!,新人社員奮闘中！,정직원으로 향하는 길!,平安度過試用期！,CharacterSkin.json
CharacterSkin.13501.1,雾语-基础形象,Mistique: Default,ミスティ・デフォルト,미스티-기본,霧語-基礎形象,CharacterSkin.json
CharacterSkin.13502.1,雾语-觉醒形象,Mistique: Awakened,ミスティ・覚醒,미스티-각성,霧語-覺醒形象,CharacterSkin.json
CharacterSkin.13503.1,可可甜心情与夜,Cocoa Night Sweetheart,メルティ・ミスティ,러브코코 발렌타인,可可甜心情與夜,CharacterSkin.json
CharacterSkin.13504.1,悠悠哉哉，惬意夕阳,Carefree in the Golden Glow,のびのびサンセット,한가로이 노을을 맞으며,悠悠漫時，愜意夕暮,CharacterSkin.json
CharacterSkin.13701.1,埃莉诺-基础形象,Eleanor: Default,エレノア・デフォルト,엘레노어-기본,埃莉諾-基礎形象,CharacterSkin.json
CharacterSkin.13702.1,埃莉诺-觉醒形象,Eleanor: Awakened,エレノア・覚醒,엘레노어-각성,埃莉諾-覺醒形象,CharacterSkin.json
CharacterSkin.14001.1,斯帕克拉-基础形象,Sparkla: Default,スパクル・デフォルト,스파클-기본,斯帕克拉-基礎形象,CharacterSkin.json
CharacterSkin.14002.1,斯帕克拉-觉醒形象,Sparkla: Awakened,スパクル・覚醒,스파클-각성,斯帕克拉-覺醒形象,CharacterSkin.json
CharacterSkin.14101.1,赤霞-基础形象,Chixia: Default,チーシア・デフォルト,치시아-기본,赤霞-基礎形象,CharacterSkin.json
CharacterSkin.14102.1,赤霞-觉醒形象,Chixia: Awakened,チーシア・覚醒,치시아-각성,赤霞-覺醒形象,CharacterSkin.json
CharacterSkin.14103.1,镜中的红心皇后,Crimson Reflection of Queen of Hearts,クイーンオブレッド,하트퀸 인 더 미러,鏡中的紅心皇后,CharacterSkin.json
CharacterSkin.14201.1,珂赛特-基础形象,Cosette: Default,コゼット・デフォルト,코제트-기본,珂賽特-基礎形象,CharacterSkin.json
CharacterSkin.14202.1,珂赛特-觉醒形象,Cosette: Awakened,コゼット・覚醒,코제트-각성,珂賽特-覺醒形象,CharacterSkin.json
CharacterSkin.14203.1,夏日滋味，独享时分,A Taste of Summer All to Herself,夏の味を独り占め,여름의 맛 나만의 시간,沁夏滋味，獨享時光,CharacterSkin.json
CharacterSkin.14301.1,风影-基础形象,Wraith: Default,レイス・デフォルト,레이스-기본,風影-基礎形象,CharacterSkin.json
CharacterSkin.14302.1,风影-觉醒形象,Wraith: Awakened,レイス・覚醒,레이스-각성,風影-覺醒形象,CharacterSkin.json
CharacterSkin.14401.1,千都世-基础形象,Chitose: Default,チトセ・デフォルト,치토세-기본,千都世-基礎形象,CharacterSkin.json
CharacterSkin.14402.1,千都世-觉醒形象,Chitose: Awakened,チトセ・覚醒,치토세-각성,千都世-覺醒形象,CharacterSkin.json
CharacterSkin.14403.1,牵牛花开，少女初醒,"When Morning Glories Bloom, Her Eyes Open",朝顔ノ乙女,"피어난 나팔꽃, 깨어난 소녀",曉露朝顏，少女初覺,CharacterSkin.json
CharacterSkin.14501.1,乙叶-基础形象,Otoha: Default,オトハ・デフォルト,오토하-기본,乙葉-基礎形象,CharacterSkin.json
CharacterSkin.14502.1,乙叶-觉醒形象,Otoha: Awakened,オトハ・覚醒,오토하-각성,乙葉-覺醒形象,CharacterSkin.json
CharacterSkin.14701.1,焦糖-基础形象,Caramel: Default,キャラメル・デフォルト,캐러멜-기본,焦糖-基礎形象,CharacterSkin.json
CharacterSkin.14702.1,焦糖-觉醒形象,Caramel: Awakened,キャラメル・覚醒,캐러멜-각성,焦糖-覺醒形象,CharacterSkin.json
CharacterSkin.14703.1,梦萌贝斯音,Mellow Bass Echo,ゆめかわベーシスト,큐티 베이시스트,甜夢貝斯音,CharacterSkin.json
CharacterSkin.14901.1,格芮-基础形象,Gerie: Default,グレイ・デフォルト,그레이-기본,格芮-基礎形象,CharacterSkin.json
CharacterSkin.14902.1,格芮-觉醒形象,Gerie: Awakened,グレイ・覚醒,그레이-각성,格芮-覺醒形象,CharacterSkin.json
CharacterSkin.14903.1,相约融雪后,Promise Beyond the Thaw,エターナル・ローズ,"눈이 녹고, 너에게",相約融雪後,CharacterSkin.json
CharacterSkin.15001.1,菈露-基础形象,Laru: Default,ラール・デフォルト,라루-기본,菈露-基礎形象,CharacterSkin.json
CharacterSkin.15002.1,菈露-觉醒形象,Laru: Awakened,ラール・覚醒,라루-각성,菈露-覺醒形象,CharacterSkin.json
CharacterSkin.15501.1,希娅-基础形象,Shia: Default,シア・デフォルト,시아-기본,希婭-基礎形象,CharacterSkin.json
CharacterSkin.15502.1,希娅-觉醒形象,Shia: Awakened,シア・覚醒,시아-각성,希婭-覺醒形象,CharacterSkin.json
CharacterSkin.15601.1,小禾-基础形象,Nazuna: Default,ナズナ・デフォルト,나즈나-기본,小禾-基礎形象,CharacterSkin.json
CharacterSkin.15602.1,小禾-觉醒形象,Nazuna: Awakened,ナズナ・覚醒,나즈나-각성,小禾-覺醒形象,CharacterSkin.json
CharacterSkin.15603.1,古灵精怪茶话会,Quirky Tea Party,ヘンテコティータイム,엉뚱한 요정의 다과회,古靈精怪茶話會,CharacterSkin.json
CharacterSkin.15701.1,花铃-基础形象,Karin: Default,カリン・デフォルト,카린-기본,花鈴-基礎形象,CharacterSkin.json
CharacterSkin.15702.1,花铃-觉醒形象,Karin: Awakened,カリン・覚醒,카린-각성,花鈴-覺醒形象,CharacterSkin.json
CharacterSkin.15801.1,菈露（圣夜）-基础形象,Snowish Laru: Default,ラール（聖夜）・デフォルト,라루(이브)-기본,聖夜菈露-基礎形象,CharacterSkin.json
CharacterSkin.15802.1,菈露（圣夜）-觉醒形象,Snowish Laru: Awakened,ラール（聖夜）・覚醒,라루(이브)-각성,聖夜菈露-覺醒形象,CharacterSkin.json
CharacterSkin.15901.1,科洛妮丝（新春）-基础形象,Springseek Coronis: Default,クルニス（華服）・デフォルト,크루니스(새해)-기본,緋春柯洛妮絲-基礎形象,CharacterSkin.json
CharacterSkin.15902.1,科洛妮丝（新春）-觉醒形象,Springseek Coronis: Awakened,クルニス（華服）・覚醒,크루니스(새해)-각성,緋春柯洛妮絲-覺醒形象,CharacterSkin.json
CharacterSkin.16001.1,薇洛（盛夏）-基础形象,Suntide Willow: Default,ウィロー（水着）・デフォルト,윌로(여름)-기본,沐夏薇洛-基礎形象,CharacterSkin.json
CharacterSkin.16002.1,薇洛（盛夏）-觉醒形象,Suntide Willow: Awakened,ウィロー（水着）・覚醒,윌로(여름)-각성,沐夏薇洛-覺醒形象,CharacterSkin.json
CharacterTag.101.1,先锋,Vanguard,アタッカー,딜러,先鋒,CharacterTag.json
CharacterTag.102.1,均衡,Versatile,バランサー,밸런스,均衡,CharacterTag.json
CharacterTag.103.1,辅助,Support,サポーター,서포터,輔助,CharacterTag.json
CharacterTag.104.1,空,Null,空欄,없음,空,CharacterTag.json
CharacterTag.201.1,收集控,Collector,収集家,수집광,收集控,CharacterTag.json
CharacterTag.202.1,稳扎稳打,Steady,しっかり者,착실함,穩紮穩打,CharacterTag.json
CharacterTag.203.1,冒险家,Adventurous,冒険家,모험가,冒險家,CharacterTag.json
CharacterTag.204.1,奇思妙想,Creative,独創性,기상천외,奇思妙想,CharacterTag.json
CharacterTag.205.1,求知心切,Inquisitive,知的好奇心,지식 추구,求知心切,CharacterTag.json
CharacterTag.301.1,空白旅团,New Star Guild,空白旅団,공백 여단,空白旅團,CharacterTag.json
CharacterTag.302.1,帝国卫队,Imperial Guard,帝国護衛隊,제국 호위대,帝國衛隊,CharacterTag.json
CharacterTag.303.1,白猫剧团,White Cat Troupe,劇団白猫,백묘 극단,白貓劇團,CharacterTag.json
CharacterTag.304.1,联合种业,United Harvest,アグリ・ユニオン,아그리 유니온,聯合種業,CharacterTag.json
CharacterTag.305.1,白泽公署,Baize Bureau,白沢管理局,백택 관리국,白澤公署,CharacterTag.json
CharacterTag.306.1,地理协会,Trekker Association,地理協会,지리 협회,地理協會,CharacterTag.json
CharacterTag.307.1,凤凰炒蛋,Fenghuang Diner,鳳凰炒飯,봉황 반점,鳳凰炒蛋,CharacterTag.json
CharacterTag.308.1,谷风家政,Goodwind Homecare,谷風家政,타니카제 가사 대행,谷風家政,CharacterTag.json
CharacterTag.309.1,万送屋,Post Haste,ヨロズ配達,요로즈 택배,萬送屋,CharacterTag.json
CharacterTag.310.1,自由旅人,Freelance Trekker,その他,자유 여행가,自由旅人,CharacterTag.json
CharacterTag.311.1,灰风俱乐部,Ashwind Clan,ウィンドアッシュ,윈드 애시,灰風俱樂部,CharacterTag.json
CharacterTag.312.1,绯曈传讯,Scarlet Sights Media,レッドアイズ,레드 아이즈,緋瞳傳訊,CharacterTag.json
CharacterTag.314.1,云笈文化,Yunji Studio,雲笈文化,운급문화,雲笈文化,CharacterTag.json
CharacterTag.315.1,恩赐意志,Grace Imperium,恩恵意志,은혜의지,恩賜意志,CharacterTag.json
CharacterTag.316.1,花令旅团,Petal Bloom,花咲旅団,하나사키 여단,花令旅團,CharacterTag.json
CharacterTag.317.1,柔光会社,Neo Grace Organization,ムーナワークス,무나 워크스,柔光會社,CharacterTag.json
Item.11603.1,郁蓊恒温室中憩,Resting in the Lush Greenhouse,眠り姫の光合成,잠자는 온실 속의 공주,鬱蓊恆溫室中憩,Item.json (Type 10/Stype 46)
