id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
MonsterManual.1800100.1,黎明近卫刀手,Sentinel of Dawn - Bladesman,黎明団近衛剣士,여명단 검사,黎明近衛刀手,MonsterManual.json
MonsterManual.1801100.1,黎明近卫法师,Sentinel of Dawn - Mage,黎明団近衛魔法使い,여명단 마법사,黎明近衛法師,MonsterManual.json
MonsterManual.3000100.1,爽朗寻宝旅人,Cheerful Treasure Hunter,宝を探す朗らかな巡遊者,유쾌한 보물 사냥 여행가,爽朗尋寶旅人,MonsterManual.json
MonsterManual.3001100.1,勇敢寻宝旅人,Brave Treasure Hunter,宝を探す勇敢な巡遊者,용감한 보물 사냥 여행가,勇敢尋寶旅人,MonsterManual.json
MonsterManual.3002100.1,健壮寻宝旅人,Muscular Treasure Hunter,宝を探すたくましい巡遊者,건장한 보물 사냥 여행가,健壯尋寶旅人,MonsterManual.json
MonsterManual.3010100.1,清新寻宝旅人,Fresh Treasure Hunter,宝を探す爽やかな巡遊者,상큼한 보물 사냥 여행가,清新尋寶旅人,MonsterManual.json
MonsterManual.3011100.1,聪慧寻宝旅人,Smart Treasure Hunter,宝を探す聡明な巡遊者,영리한 보물 사냥 여행가,聰慧尋寶旅人,MonsterManual.json
MonsterManual.3012100.1,威猛寻宝旅人,Mighty Treasure Hunter,宝を探す勇ましい巡遊者,엄숙한 보물 사냥 여행가,威猛尋寶旅人,MonsterManual.json
MonsterManual.3020100.1,姜饼先锋,Gingerbread Vanguard,ジンジャーブレッドソルジャー,진저브레드 딜러,薑餅先鋒,MonsterManual.json
MonsterManual.3021100.1,姜饼巫师,Gingerbread Mage,ジンジャーブレッドウィザード,진저브레드 위자드,薑餅巫師,MonsterManual.json
MonsterManual.3022100.1,姜饼射手,Gingerbread Marksman,ジンジャーブレッドアーチャー,진저브레드 슈터,薑餅射手,MonsterManual.json
MonsterManual.3023100.1,奶油甜汤罐,Creamy Sweet Soup Pot,クリームスープの缶詰？,크림 수프 통조림,奶油甜湯罐,MonsterManual.json
MonsterManual.3024100.1,浆果锅铁锤,Berry Cauldron Hammer,ベリーブランチ,과일 냄비 해머,漿果鍋鐵鎚,MonsterManual.json
MonsterManual.3025100.1,糖霜嘟嘟噜,Frosting Grumblegeist,シュガーモチルン,아이싱 포포,糖霜嘟嘟嚕,MonsterManual.json
MonsterManual.3026100.1,彩带壶灵,Ribbon Jar Spirit,レインボーポット,채색 케틀러,彩帶壺靈,MonsterManual.json
MonsterManual.3027100.1,呼噜礼物堆,Snoring Gift Pile,ドキドキプレゼント,고롱 선물 꾸러미,呼嚕禮物堆,MonsterManual.json
MonsterManual.3028105.1,暖炉之谵妄,Furnace's Delirium,暖炉ノ砦,난로의 섬망,暖爐之譫妄,MonsterManual.json
MonsterManual.3090100.1,沙蝎·赤砂剑士,Desert Scorpion: Crimson Sand Swordsman,デザートゲイル・赤砂の剣士,모래전갈·붉은 모래의 검사,沙蝎·赤砂劍士,MonsterManual.json
MonsterManual.3091100.1,沙蝎·黄尘弩卫,Desert Scorpion: Dust Crossbowman,デザートゲイル・黄塵の弓兵,모래전갈·노란 먼지의 사수,沙蝎·黃塵弩衛,MonsterManual.json
MonsterManual.3092100.1,沙蝎·荒漠之眼,Desert Scorpion: Eye of the Desert,デザートゲイル・砂嵐の狙撃手,모래전갈·사막의 눈,沙蝎·荒漠之眼,MonsterManual.json
MonsterManual.3093105.1,哈萨娜,Hazana,ハサラ,하자나,哈薩娜,MonsterManual.json
MonsterManual.3110100.1,格蕾霍恩,Greyhorn,グレースホルン,그레이스혼,格蕾霍恩,MonsterManual.json
MonsterManual.3130105.1,暴躁的重足蟹,Furious Stomper Crab,暴走のストンプクラブ,난폭한 헤비크랩,暴躁的重足蟹,MonsterManual.json
MonsterManual.3141105.1,冻冻公爵Ⅲ世,Duke Glopo Ⅲ,ゼリゼリ公爵Ⅲ世,젤리젤리 공작 3세,凍凍公爵Ⅲ世,MonsterManual.json
MonsterManual.5000100.1,巨掌悍将,Megahand Enforcer,ジェネラルタンク,제너럴 탱크,巨掌悍將,MonsterManual.json
MonsterManual.5000111.1,巨掌悍将·重岩,Megahand Enforcer: Rock,ジェネラルタンク（地）,제너럴 탱크 (땅),巨掌悍將·重巖,MonsterManual.json
MonsterManual.5000121.1,巨掌悍将·湍流,Megahand Enforcer: Torrent,ジェネラルタンク（水）,제너럴 탱크 (물),巨掌悍將·湍流,MonsterManual.json
MonsterManual.5000131.1,巨掌悍将·灼热,Megahand Enforcer: Heat,ジェネラルタンク（火）,제너럴 탱크 (불),巨掌悍將·灼熱,MonsterManual.json
MonsterManual.5000141.1,巨掌悍将·呼啸,Megahand Enforcer: Gust,ジェネラルタンク（風）,제너럴 탱크 (바람),巨掌悍將·呼嘯,MonsterManual.json
MonsterManual.5000151.1,巨掌悍将·耀光,Megahand Enforcer: Radiance,ジェネラルタンク（光）,제너럴 탱크 (빛),巨掌悍將·耀光,MonsterManual.json
MonsterManual.5000161.1,巨掌悍将·暗影,Megahand Enforcer: Shadow,ジェネラルタンク（闇）,제너럴 탱크 (어둠),巨掌悍將·暗影,MonsterManual.json
MonsterManual.5001105.1,仇厄力士,Wrath Juggernaut,バスターアーム,버스터 암,仇厄力士,MonsterManual.json
MonsterManual.5001116.1,仇厄岩崖力士,Wrath Rock Juggernaut,バスターアーム（地）,버스터 암 (땅),仇厄岩崖力士,MonsterManual.json
MonsterManual.5001126.1,仇厄巨瀑力士,Wrath Waterfall Juggernaut,バスターアーム（水）,버스터 암 (물),仇厄巨瀑力士,MonsterManual.json
MonsterManual.5001136.1,仇厄炎熇力士,Wrath Blaze Juggernaut,バスターアーム（火）,버스터 암 (불),仇厄炎熇力士,MonsterManual.json
MonsterManual.5001146.1,仇厄龙卷力士,Wrath Whirlwind Juggernaut,バスターアーム（風）,버스터 암 (바람),仇厄龍捲力士,MonsterManual.json
MonsterManual.5001156.1,仇厄雷涌力士,Wrath Thunder Juggernaut,バスターアーム（光）,버스터 암 (빛),仇厄雷湧力士,MonsterManual.json
MonsterManual.5001166.1,仇厄混沌力士,Wrath Chaos Juggernaut,バスターアーム（闇）,버스터 암 (어둠),仇厄混沌力士,MonsterManual.json
MonsterManual.5002000.1,魔导鲨鲨,Magishark,パペットシャーク,복슬복슬 샤크,魔導鯊鯊,MonsterManual.json
MonsterManual.5002011.1,魔导鲨鲨·重岩,Magishark: Rock,パペットシャーク（地）,복슬복슬 샤크 (땅),魔導鯊鯊·重巖,MonsterManual.json
MonsterManual.5002021.1,魔导鲨鲨·湍流,Magishark: Torrent,パペットシャーク（水）,복슬복슬 샤크 (물),魔導鯊鯊·湍流,MonsterManual.json
MonsterManual.5002031.1,魔导鲨鲨·灼热,Magishark: Heat,パペットシャーク（火）,복슬복슬 샤크 (불),魔導鯊鯊·灼熱,MonsterManual.json
MonsterManual.5002041.1,魔导鲨鲨·呼啸,Magishark: Gust,パペットシャーク（風）,복슬복슬 샤크 (바람),魔導鯊鯊·呼嘯,MonsterManual.json
MonsterManual.5002051.1,魔导鲨鲨·耀光,Magishark: Radiance,パペットシャーク（光）,복슬복슬 샤크 (빛),魔導鯊鯊·耀光,MonsterManual.json
MonsterManual.5002061.1,魔导鲨鲨·暗影,Magishark: Shadow,パペットシャーク（闇）,복슬복슬 샤크 (어둠),魔導鯊鯊·暗影,MonsterManual.json
MonsterManual.5002100.1,剑盾先锋,Sword-and-Shield Vanguard,ピコガーディアン,피코 가디언,劍盾先鋒,MonsterManual.json
MonsterManual.5002111.1,剑盾先锋·重岩,Sword-and-Shield Vanguard: Rock,ピコガーディアン（地）,피코 가디언 (땅),劍盾先鋒·重巖,MonsterManual.json
MonsterManual.5002121.1,剑盾先锋·湍流,Sword-and-Shield Vanguard: Torrent,ピコガーディアン（水）,피코 가디언 (물),劍盾先鋒·湍流,MonsterManual.json
MonsterManual.5002131.1,剑盾先锋·灼热,Sword-and-Shield Vanguard: Heat,ピコガーディアン（火）,피코 가디언 (불),劍盾先鋒·灼熱,MonsterManual.json
MonsterManual.5002141.1,剑盾先锋·呼啸,Sword-and-Shield Vanguard: Gust,ピコガーディアン（風）,피코 가디언 (바람),劍盾先鋒·呼嘯,MonsterManual.json
MonsterManual.5002151.1,剑盾先锋·耀光,Sword-and-Shield Vanguard: Radiance,ピコガーディアン（光）,피코 가디언 (빛),劍盾先鋒·耀光,MonsterManual.json
MonsterManual.5002161.1,剑盾先锋·暗影,Sword-and-Shield Vanguard: Shadow,ピコガーディアン（闇）,피코 가디언 (어둠),劍盾先鋒·暗影,MonsterManual.json
MonsterManual.5003100.1,掠夺双刃,Plundering Dual Blades,プランダーエッジ,플런더 에지,掠奪雙刃,MonsterManual.json
MonsterManual.5003111.1,掠夺双刃·重岩,Plundering Dual Blades: Rock,プランダーエッジ（地）,플런더 에지 (땅),掠奪雙刃·重巖,MonsterManual.json
MonsterManual.5003121.1,掠夺双刃·湍流,Plundering Dual Blades: Torrent,プランダーエッジ（水）,플런더 에지 (물),掠奪雙刃·湍流,MonsterManual.json
MonsterManual.5003131.1,掠夺双刃·灼热,Plundering Dual Blades: Heat,プランダーエッジ（火）,플런더 에지 (불),掠奪雙刃·灼熱,MonsterManual.json
MonsterManual.5003141.1,掠夺双刃·呼啸,Plundering Dual Blades: Gust,プランダーエッジ（風）,플런더 에지 (바람),掠奪雙刃·呼嘯,MonsterManual.json
MonsterManual.5003151.1,掠夺双刃·耀光,Plundering Dual Blades: Radiance,プランダーエッジ（光）,플런더 에지 (빛),掠奪雙刃·耀光,MonsterManual.json
MonsterManual.5003161.1,掠夺双刃·暗影,Plundering Dual Blades: Shadow,プランダーエッジ（闇）,플런더 에지 (어둠),掠奪雙刃·暗影,MonsterManual.json
MonsterManual.5004100.1,淘淘巫师,Whimagus,ピコウィザード,피코 위저드,淘淘巫師,MonsterManual.json
MonsterManual.5004111.1,淘淘巫师·重岩,Whimagus: Rock,ピコウィザード（地）,피코 위저드 (땅),淘淘巫師·重巖,MonsterManual.json
MonsterManual.5004121.1,淘淘巫师·湍流,Whimagus: Torrent,ピコウィザード（水）,피코 위저드 (물),淘淘巫師·湍流,MonsterManual.json
MonsterManual.5004131.1,淘淘巫师·灼热,Whimagus: Heat,ピコウィザード（火）,피코 위저드 (불),淘淘巫師·灼熱,MonsterManual.json
MonsterManual.5004141.1,淘淘巫师·呼啸,Whimagus: Gust,ピコウィザード（風）,피코 위저드 (바람),淘淘巫師·呼嘯,MonsterManual.json
MonsterManual.5004151.1,淘淘巫师·耀光,Whimagus: Radiance,ピコウィザード（光）,피코 위저드 (빛),淘淘巫師·耀光,MonsterManual.json
MonsterManual.5004161.1,淘淘巫师·暗影,Whimagus: Shadow,ピコウィザード（闇）,피코 위저드 (어둠),淘淘巫師·暗影,MonsterManual.json
MonsterManual.5005100.1,弹丸射手,Projectile Striker,ピコガンナー,피코 거너,彈丸射手,MonsterManual.json
MonsterManual.5005111.1,弹丸射手·重岩,Projectile Striker: Rock,ピコガンナー（地）,피코 거너 (땅),彈丸射手·重巖,MonsterManual.json
MonsterManual.5005121.1,弹丸射手·湍流,Projectile Striker: Torrent,ピコガンナー（水）,피코 거너 (물),彈丸射手·湍流,MonsterManual.json
MonsterManual.5005131.1,弹丸射手·灼热,Projectile Striker: Heat,ピコガンナー（火）,피코 거너 (불),彈丸射手·灼熱,MonsterManual.json
MonsterManual.5005141.1,弹丸射手·呼啸,Projectile Striker: Gust,ピコガンナー（風）,피코 거너 (바람),彈丸射手·呼嘯,MonsterManual.json
MonsterManual.5005151.1,弹丸射手·耀光,Projectile Striker: Radiance,ピコガンナー（光）,피코 거너 (빛),彈丸射手·耀光,MonsterManual.json
MonsterManual.5005161.1,弹丸射手·暗影,Projectile Striker: Shadow,ピコガンナー（闇）,피코 거너 (어둠),彈丸射手·暗影,MonsterManual.json
MonsterManual.5006100.1,冻冻,Glopo,ゼリゼリ,젤리젤리,凍凍,MonsterManual.json
MonsterManual.5006111.1,冻冻·重岩,Glopo: Rock,ゼリゼリ（地）,젤리젤리 (땅),凍凍·重巖,MonsterManual.json
MonsterManual.5006121.1,冻冻·湍流,Glopo: Torrent,ゼリゼリ（水）,젤리젤리 (물),凍凍·湍流,MonsterManual.json
MonsterManual.5006131.1,冻冻·灼热,Glopo: Heat,ゼリゼリ（火）,젤리젤리 (불),凍凍·灼熱,MonsterManual.json
MonsterManual.5006141.1,冻冻·呼啸,Glopo: Gust,ゼリゼリ（風）,젤리젤리 (바람),凍凍·呼嘯,MonsterManual.json
MonsterManual.5006151.1,冻冻·耀光,Glopo: Radiance,ゼリゼリ（光）,젤리젤리 (빛),凍凍·耀光,MonsterManual.json
MonsterManual.5006161.1,冻冻·暗影,Glopo: Shadow,ゼリゼリ（闇）,젤리젤리 (어둠),凍凍·暗影,MonsterManual.json
MonsterManual.5007100.1,胖冻冻,Fat Glopo,ゼリーゼリー,젤리리젤리리,胖凍凍,MonsterManual.json
MonsterManual.5007111.1,胖冻冻·重岩,Fat Glopo: Rock,ゼリーゼリー（地）,젤리리젤리리 (땅),胖凍凍·重巖,MonsterManual.json
MonsterManual.5007121.1,胖冻冻·湍流,Fat Glopo: Torrent,ゼリーゼリー（水）,젤리리젤리리 (물),胖凍凍·湍流,MonsterManual.json
MonsterManual.5007131.1,胖冻冻·灼热,Fat Glopo: Heat,ゼリーゼリー（火）,젤리리젤리리 (불),胖凍凍·灼熱,MonsterManual.json
MonsterManual.5007141.1,胖冻冻·呼啸,Fat Glopo: Gust,ゼリーゼリー（風）,젤리리젤리리 (바람),胖凍凍·呼嘯,MonsterManual.json
MonsterManual.5007151.1,胖冻冻·耀光,Fat Glopo: Radiance,ゼリーゼリー（光）,젤리리젤리리 (빛),胖凍凍·耀光,MonsterManual.json
MonsterManual.5007161.1,胖冻冻·暗影,Fat Glopo: Shadow,ゼリーゼリー（闇）,젤리리젤리리 (어둠),胖凍凍·暗影,MonsterManual.json
MonsterManual.5008126.1,冻冻王三世,King Glopo Ⅲ,ゼリゼリキング,젤리젤리 킹 3세,凍凍王三世,MonsterManual.json
MonsterManual.5009100.1,热腾罐,Cursipot,ツボツボ,단지단지,熱騰罐,MonsterManual.json
MonsterManual.5009111.1,热腾罐·重岩,Cursipot: Rock,ツボツボ（地）,단지단지 (땅),熱騰罐·重巖,MonsterManual.json
MonsterManual.5009121.1,热腾罐·湍流,Cursipot: Torrent,ツボツボ（水）,단지단지 (물),熱騰罐·湍流,MonsterManual.json
MonsterManual.5009131.1,热腾罐·灼热,Cursipot: Heat,ツボツボ（火）,단지단지 (불),熱騰罐·灼熱,MonsterManual.json
MonsterManual.5009141.1,热腾罐·呼啸,Cursipot: Gust,ツボツボ（風）,단지단지 (바람),熱騰罐·呼嘯,MonsterManual.json
MonsterManual.5009151.1,热腾罐·耀光,Cursipot: Radiance,ツボツボ（光）,단지단지 (빛),熱騰罐·耀光,MonsterManual.json
MonsterManual.5009161.1,热腾罐·暗影,Cursipot: Shadow,ツボツボ（闇）,단지단지 (어둠),熱騰罐·暗影,MonsterManual.json
MonsterManual.5010100.1,影魔,Gloomfiend,シャドーリーパー,섀도 리퍼,影魔,MonsterManual.json
MonsterManual.5010111.1,影魔·重岩,Gloomfiend: Rock,シャドーリーパー（地）,섀도 리퍼 (땅),影魔·重巖,MonsterManual.json
MonsterManual.5010121.1,影魔·湍流,Gloomfiend: Torrent,シャドーリーパー（水）,섀도 리퍼 (물),影魔·湍流,MonsterManual.json
MonsterManual.5010131.1,影魔·灼热,Gloomfiend: Heat,シャドーリーパー（火）,섀도 리퍼 (불),影魔·灼熱,MonsterManual.json
MonsterManual.5010141.1,影魔·呼啸,Gloomfiend: Gust,シャドーリーパー（風）,섀도 리퍼 (바람),影魔·呼嘯,MonsterManual.json
MonsterManual.5010151.1,影魔·耀光,Gloomfiend: Radiance,シャドーリーパー（光）,라이트 클라우드 데빌,影魔·耀光,MonsterManual.json
MonsterManual.5010161.1,影魔·暗影,Gloomfiend: Shadow,シャドーリーパー（闇）,섀도 리퍼 (어둠),影魔·暗影,MonsterManual.json
MonsterManual.5011100.1,幸运露比,Lucky Rubbi,ラッキーモッド,럭키모트,幸運露比,MonsterManual.json
MonsterManual.5011111.1,幸运露比·重岩,Lucky Rubbi: Rock,ラッキーモッド（地）,럭키모트(땅),幸運露比·重巖,MonsterManual.json
MonsterManual.5011121.1,幸运露比·湍流,Lucky Rubbi: Torrent,ラッキーモッド（水）,럭키모트 (물),幸運露比·湍流,MonsterManual.json
