id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
Item.510331.1,弹道强化,Trajectory Enhancement,射撃力上昇,탄도 강화,彈道強化,Item.json (Type 6/Stype 41)
Item.510332.1,膛压增幅,Pressure Amp,火炎弾装填,압력 증폭,膛壓增幅,Item.json (Type 6/Stype 41)
Item.510333.1,热浪协同,Thermal Sync,火付け役,열기의 협력,熱浪協同,Item.json (Type 6/Stype 41)
Item.510341.1,绽焰火花,Bursting Spark,烈火の華,피어오르는 불꽃,綻焰火花,Item.json (Type 6/Stype 41)
Item.510342.1,超载火花,Overloaded Spark,連射の華,과열된 불꽃,超載火花,Item.json (Type 6/Stype 41)
Item.510343.1,追魂火花,Soul-Hunting Spark,追魂の華,영혼 추적 불꽃,追魂火花,Item.json (Type 6/Stype 41)
Item.510701.1,神圣盾反,Shield Counter,守護者の資質,신성 방패의 반격,神聖盾反,Item.json (Type 6/Stype 42)
Item.510702.1,绝对三角,Perfect Triangle Formation,絶対守護,삼위일체,絕對三角,Item.json (Type 6/Stype 42)
Item.510703.1,攻防一体,Unity of Offense and Defense,攻防一体,공수 일체,攻防一體,Item.json (Type 6/Stype 42)
Item.510705.1,格挡强化·光,Block Enhancement: Lux,護りの力・祝,가드 강화·빛,格擋強化·光,Item.json (Type 6/Stype 41)
Item.510706.1,格挡强化·攻击,Block Enhancement: ATK,護りの力・光,가드 강화·공격,格擋強化·攻擊,Item.json (Type 6/Stype 41)
Item.510707.1,光陨反击,Bright Counter,閃光の加護,빛의 낙하 반격,光隕反擊,Item.json (Type 6/Stype 41)
Item.510708.1,圣盾祝福,Aegis Blessing,聖盾の祝福,신성 방패의 축복,聖盾祝福,Item.json (Type 6/Stype 41)
Item.510709.1,反击时刻,Strike Back,反撃開始,반격 시기,反擊時刻,Item.json (Type 6/Stype 41)
Item.510710.1,不屈意志,Unyielding Will,不屈の意志,불굴의 의지,不屈意志,Item.json (Type 6/Stype 41)
Item.510711.1,光幕,Light Curtain,栄光の証,빛의 장막,光幕,Item.json (Type 6/Stype 41)
Item.510712.1,不羁,Wild Spirit,諦めない心,자유분방,不羈,Item.json (Type 6/Stype 41)
Item.510713.1,反抗,Revolt Call,最後の抵抗,반항,反抗,Item.json (Type 6/Stype 41)
Item.510721.1,圣洁的铭刻,Holy Inscription,聖なる銘文,앙주 심상 결정,聖潔的銘刻,Item.json (Type 6/Stype 42)
Item.510722.1,再续的光谱,Renewed Spectrum,光の系譜,이어지는 스펙트럼,再續的光譜,Item.json (Type 6/Stype 42)
Item.510725.1,顽敌克制,Enemy Counter,ナイトパンチ,강적 제압,頑敵克制,Item.json (Type 6/Stype 41)
Item.510726.1,强光致盲,Blinding Beam,眩い正義,강한 빛으로 인한 실명,強光致盲,Item.json (Type 6/Stype 41)
Item.510727.1,骑士圣印,Knight's Seal,騎士の聖印,기사의 신성한 표식,騎士聖印,Item.json (Type 6/Stype 41)
Item.510729.1,奇招馈能,Trick Boost,奇策実行,특수 스킬 에너지 증폭,奇招饋能,Item.json (Type 6/Stype 41)
Item.510730.1,破绽显露,Revealed Flaw,好機発見,약점 노출,破綻顯露,Item.json (Type 6/Stype 41)
Item.510731.1,护卫决心,Guardian's Resolve,護りの決意,호위의 결심,護衛決心,Item.json (Type 6/Stype 41)
Item.510733.1,辉耀旌旗,Banner of Glory,堅固な盾,빛나는 깃발,輝耀旌旗,Item.json (Type 6/Stype 41)
Item.510742.1,骑誓·白垩圣甲,Knight Oath: Chalk Armor,聖誓・白亜聖鎧,기사의 맹세·성스러운 백악 갑옷,騎誓·白堊聖甲,Item.json (Type 6/Stype 41)
Item.510743.1,骑誓·战意鼓动,Knight Oath: Courage,聖誓・戦意鼓舞,기사의 맹세·전의 고양,騎誓·戰意鼓動,Item.json (Type 6/Stype 41)
Item.510801.1,散射扳机,Scatter Trigger,散弾準備,확산의 방아쇠,散射扳機,Item.json (Type 6/Stype 42)
Item.510802.1,燃烧弹头,Incendiary Warhead,火焔弾頭,화염 탄두,燃燒彈頭,Item.json (Type 6/Stype 42)
Item.510803.1,充能拉栓,Charged Bolt Action,ロングマガジン,에너지 충전 레버,蓄能拉栓,Item.json (Type 6/Stype 42)
Item.510804.1,幸运弹匣,Lucky Magazine,幸運の白猫・還,럭키 탄창,幸運彈匣,Item.json (Type 6/Stype 42)
Item.510805.1,佣兵直觉,Mercenary Instinct,傭兵の直感,용병의 직감,傭兵直覺,Item.json (Type 6/Stype 41)
Item.510806.1,烈弹余热,Incendiary Ember,烈弾の余熱,타오르는 탄환의 잔열,烈彈餘熱,Item.json (Type 6/Stype 41)
Item.510807.1,弹药过载,Ammo Overload,傭兵の戦術,탄약 과장전,彈藥過載,Item.json (Type 6/Stype 41)
Item.510808.1,爆焰引燃,Instant Combustion,爆炎引火,폭염 인화,爆焰引燃,Item.json (Type 6/Stype 41)
Item.510809.1,冲锋号角,Battle Trumpet,精度上昇,진격의 나팔,衝鋒號角,Item.json (Type 6/Stype 41)
Item.510810.1,伺机待发,Opportunistic Ambush,好機はいずれ,사격의 타이밍,伺機待發,Item.json (Type 6/Stype 41)
Item.510811.1,完美态势,Prime Condition,体力十分,완벽한 전투 태세,完美態勢,Item.json (Type 6/Stype 41)
Item.510812.1,枪斗术,Gunfighting,白猫格闘術,사격 격투술,槍鬥術,Item.json (Type 6/Stype 41)
Item.510813.1,引火烧身,Play with Fire,隊長の腕前,자초한 화염,引火燒身,Item.json (Type 6/Stype 41)
Item.510821.1,战事焦灼,Heated Battle,戦場の焦燥,치열한 전투,戰事焦灼,Item.json (Type 6/Stype 42)
Item.510822.1,广域轰炸,Area Bombardment,広域爆撃,광역 폭격,廣域轟炸,Item.json (Type 6/Stype 42)
Item.510823.1,先发制人,Preemptive Strike,機転,기선제압,先發制人,Item.json (Type 6/Stype 42)
Item.510824.1,精准制导,Precision Guidance,精密射撃,정밀 폭격,精準導引,Item.json (Type 6/Stype 42)
Item.510825.1,链式反应,Chain Reaction,連鎖爆撃,연쇄 반응,連鎖反應,Item.json (Type 6/Stype 41)
Item.510826.1,震撼轰炸,Shocking Bombardment,震撼爆撃,강력 폭격,震撼轟炸,Item.json (Type 6/Stype 41)
Item.510827.1,弱点标定,Weakness Mark,弱点共有,약점 조준,弱點校準,Item.json (Type 6/Stype 41)
Item.510828.1,额外大礼,Surprise Gift,連射用意,특별 선물,額外大禮,Item.json (Type 6/Stype 41)
Item.510829.1,幸运炮火,Lucky Blast,幸運の白猫・爆,럭키 포화,幸運砲火,Item.json (Type 6/Stype 41)
Item.510830.1,落井下石,Insult to Injury,とどめの一撃,결정적 일격,落井下石,Item.json (Type 6/Stype 41)
Item.510831.1,逐级升温,Gradual Heat-Up,特殊弾丸,점진적 열기 강화,逐級升溫,Item.json (Type 6/Stype 41)
Item.510832.1,气氛到位,Perfect Ambience,本調子,분위기 최고조,氣氛到位,Item.json (Type 6/Stype 41)
Item.510833.1,过热临界,Meltdown Threshold,隊長の指示,과열의 임계점,過熱臨界,Item.json (Type 6/Stype 41)
Item.510841.1,破军之横扫,Army Breaker,敵兵一掃,파군의 일격,破軍之橫掃,Item.json (Type 6/Stype 41)
Item.510842.1,终曲之横扫,Finale Sweep,終弾一掃,최후의 일격,終曲之橫掃,Item.json (Type 6/Stype 41)
Item.510843.1,灼焰之横扫,Blazing Sweep,火炎一掃,화염의 일격,灼焰之橫掃,Item.json (Type 6/Stype 41)
Item.511001.1,踢踏步,Step Kicking,タップステップ,탭 스텝,踢踏步,Item.json (Type 6/Stype 42)
Item.511002.1,灵动步,Nimble Step,しなやかステップ,민첩 스텝,靈動步,Item.json (Type 6/Stype 42)
Item.511004.1,叠影步,Shadow Step,重ね影のステップ,그림자 스텝,疊影步,Item.json (Type 6/Stype 42)
Item.511006.1,暗径旋舞,Dark Pirouette,闇の円舞,어둠의 스핀,暗徑旋舞,Item.json (Type 6/Stype 41)
Item.511007.1,瞬影断迷,Flash Break,影の断ち切り,섬광의 그림자,瞬影斷迷,Item.json (Type 6/Stype 41)
Item.511010.1,精准巧合,Accurate Coincidence,奇妙な偶然,완벽한 우연,精準巧合,Item.json (Type 6/Stype 41)
Item.511011.1,追猎指令,Hunting Command,追跡指令,추격 명령,追獵指令,Item.json (Type 6/Stype 41)
Item.511012.1,分身有术,Clone Trick,分身の妙技,분신 작전,分身有術,Item.json (Type 6/Stype 41)
Item.511013.1,通告时刻,Announcement Time,アナウンスタイム,통보의 순간,通告時刻,Item.json (Type 6/Stype 41)
Item.511021.1,影暗钉,Shadow Nail,暗黒の鋲,그림자·암흑 가시,影暗釘,Item.json (Type 6/Stype 42)
Item.511022.1,影燃烛,Shadow Flicker,影燃ゆる灯,그림자·촛불,影燃燭,Item.json (Type 6/Stype 42)
Item.511023.1,影双身,Twin Shadow,ダブルシャドウ,그림자·분신,影雙身,Item.json (Type 6/Stype 42)
Item.511024.1,影夜裔,Shadownight Descendant,影夜の末裔,그림자·밤의 후예,影夜裔,Item.json (Type 6/Stype 42)
Item.511025.1,续杯畅饮,Drinking Party,先見の明,축배의 리필,續杯暢飲,Item.json (Type 6/Stype 41)
Item.511026.1,典型案例,Typical Case,典型的事例,대표 케이스,典型案例,Item.json (Type 6/Stype 41)
Item.511027.1,欢愉鞭挞,Joyous Whip,愉悦の仕置き,기쁨의 채찍질,歡愉鞭撻,Item.json (Type 6/Stype 41)
Item.511028.1,紧随步调,Step Sync,歩調を合わせて,페이스 동기화,緊隨步調,Item.json (Type 6/Stype 41)
Item.511029.1,暗灭回潮,Dark Resurgence,暗滅のうねり,암흑의 재림,暗滅回潮,Item.json (Type 6/Stype 41)
Item.511030.1,灵活行事,Flexible Operation,臨機応変,유연한 대응,靈活行事,Item.json (Type 6/Stype 41)
Item.511031.1,影之舞会,Shadow Waltz,影の舞踏会,그림자 무도회,影之舞會,Item.json (Type 6/Stype 41)
Item.511032.1,全盛姿态,Prime Stance,全盛の姿,완벽한 춤사위,全盛姿態,Item.json (Type 6/Stype 41)
Item.511033.1,特别关怀,Special Care,特別な配慮,세심한 배려,特別關懷,Item.json (Type 6/Stype 41)
Item.511041.1,即刻平仓,Instant Liquidation,即時決済,즉시 청산,立即平倉,Item.json (Type 6/Stype 41)
Item.511042.1,瞬时高位,Instant Peak,ダブルトップ,순간의 고점,瞬時高位,Item.json (Type 6/Stype 41)
Item.511043.1,买定离手,Place Your Bets,ショーダウン,결정된 선택,買定離手,Item.json (Type 6/Stype 41)
Item.511102.1,矢量·破碎,Vector: Shatter,ベクトル・粉砕,벡터·파열,向量·破碎,Item.json (Type 6/Stype 42)
Item.511103.1,矢量·诱导,Vector: Entice,ベクトル・誘導,벡터·유도,向量·誘導,Item.json (Type 6/Stype 42)
Item.511104.1,矢量·连坠,Vector: Chainfall,ベクトル・貫通,벡터·추락,向量·連墜,Item.json (Type 6/Stype 42)
Item.511105.1,碎碎平安,Oops I Did It Again,石橋をたたいて,액땜,碎碎平安,Item.json (Type 6/Stype 41)
Item.511106.1,意外得利,Windfall,思わぬ利益,뜻밖의 이득,意外得利,Item.json (Type 6/Stype 41)
Item.511107.1,审时度势,Situational Judgment,鋭い判断,상황 분석,審時度勢,Item.json (Type 6/Stype 41)
Item.511108.1,二次冻伤,Secondary Frostbite,念には念を,2차 동상,二次凍傷,Item.json (Type 6/Stype 41)
Item.511109.1,精准结算,Precise Settlement,正しき精算,정확한 결산,精準結算,Item.json (Type 6/Stype 41)
Item.511111.1,生人勿近,Keep Strangers at Bay,詐欺師警戒,낯선 이 접근 금지,生人勿近,Item.json (Type 6/Stype 41)
Item.511112.1,淑女本色,Lady Essence,知識の重さ,숙녀 본색,淑女本色,Item.json (Type 6/Stype 41)
Item.511113.1,乱流层积,Turbulent Layers,セール品ゲット,난류의 축적,亂流層積,Item.json (Type 6/Stype 41)
Item.511122.1,常量·引力,Blizzard: Vortex,定量・引力,상수·인력,常量·引力,Item.json (Type 6/Stype 42)
Item.511124.1,常量·冲击,Blizzard: Impact,定量・転移,상수·충격,常量·衝擊,Item.json (Type 6/Stype 42)
Item.511126.1,冬之延续,Prolonged Winter,永遠の冬,겨울의 연속,冬之延續,Item.json (Type 6/Stype 41)
Item.511127.1,强制平仓,Forced Liquidation,収入安定,강제 청산,強制平倉,Item.json (Type 6/Stype 41)
Item.511128.1,打包出售,Bundle Sale,お買い得商品,일괄 판매,打包出售,Item.json (Type 6/Stype 41)
Item.511129.1,不良资产,Distressed Asset,初志貫徹,부실 자산,不良資產,Item.json (Type 6/Stype 41)
Item.511130.1,浑水摸鱼,Sneaky Fisher,火事場泥棒,혼란 속의 기회,混水摸魚,Item.json (Type 6/Stype 41)
Item.511131.1,泛函增幅,Functional Amp,初心にかえって,함수 증폭,泛函增幅,Item.json (Type 6/Stype 41)
Item.511132.1,急涌漫灌,Torrential Irrigation,備蓄は十分,급격한 침수,急湧漫灌,Item.json (Type 6/Stype 41)
Item.511133.1,积极信号,Positive Signal,積極シグナル,긍정의 신호,積極訊號,Item.json (Type 6/Stype 41)
Item.511141.1,梨雨锥冰,Icicle Rain,氷華の槍,빙화의 창,梨雨錐冰,Item.json (Type 6/Stype 41)
Item.511142.1,凛雪皑皑,Gleaming Snow,雪嵐の行進,눈폭풍의 행진,凜雪皚皚,Item.json (Type 6/Stype 41)
Item.511143.1,凌冰加护,Frozen Shield,氷結の加護,빙결의 가호,凌冰加護,Item.json (Type 6/Stype 41)
Item.511204.1,闪·开云！,Slash: Blade Storm!,旋・風切！,섬·개운,閃·開雲！,Item.json (Type 6/Stype 42)
Item.511206.1,疾闪三连,Triple Blinks,疾風三連,질섬·삼연,疾閃三連,Item.json (Type 6/Stype 41)
Item.511207.1,突云回转,Cloud Swirl,突風回転,폭풍 회전,突雲回轉,Item.json (Type 6/Stype 41)
Item.511208.1,连舞姿态,Flurry Stance,廻風剣舞,연무바람,連舞姿態,Item.json (Type 6/Stype 41)
Item.511209.1,聚沙裂塔,Sandstorm Crush,烈風渦,모래의 붕괴,聚沙裂塔,Item.json (Type 6/Stype 41)
Item.511210.1,飞沙破石,Pebble Storm,業風,모래 폭풍,飛沙破石,Item.json (Type 6/Stype 41)
Item.511211.1,拨云落日,Sunset Clouds,雲裂風,떨어지는 석양,撥雲落日,Item.json (Type 6/Stype 41)
Item.511212.1,勇者本能,Hero's Instinct,勇猛果敢,용자의 본능,勇者本能,Item.json (Type 6/Stype 41)
Item.511213.1,剑势威压,Blade Dominance,剣勢威圧,검기의 위협,劍勢威壓,Item.json (Type 6/Stype 41)
Item.511221.1,驰·阵风！,Gallop: Flurry!,馳・陣風！,질주·돌풍,馳·陣風！,Item.json (Type 6/Stype 42)
Item.511222.1,驰·骤风！,Gallop: Squall!,馳・集風！,질주·강풍,馳·驟風！,Item.json (Type 6/Stype 42)
Item.511223.1,驰·凌风！,Gallop: Cyclone!,馳・極風！,질주·풍도,馳·凌風！,Item.json (Type 6/Stype 42)
Item.511224.1,驰·飙风！,Gallop: Gale!,馳・暴風！,질주·폭풍,馳·飆風！,Item.json (Type 6/Stype 42)
Item.511225.1,蚀风骤裂,Corrosive Breeze,狂風裁断,폭풍의 분열,蝕風驟裂,Item.json (Type 6/Stype 41)
Item.511226.1,环风聚刃,Wind Glaive,環風集刃,칼날의 회오리,環風聚刃,Item.json (Type 6/Stype 41)
Item.511227.1,逆风叶障,Leaf Barrier,逆風妨害,역풍의 보호막,逆風葉障,Item.json (Type 6/Stype 41)
Item.511228.1,群风荟聚,Gathering Storm,群風集結,바람의 집결,群風薈萃,Item.json (Type 6/Stype 41)
Item.511229.1,迅风连舞,Dancing Airflow,迅風連舞,질풍연무,迅風連舞,Item.json (Type 6/Stype 41)
Item.511230.1,厉风夺萃,Fierce Essence,暴風奪取,폭풍의 강탈,厲風奪萃,Item.json (Type 6/Stype 41)
Item.511231.1,环风利刃,Cyclone Blades,風力上昇,날 선 회오리,環風利刃,Item.json (Type 6/Stype 41)
Item.511232.1,破韧环流,Rupture Circulation,裂風環流,무력화의 환류,破韌環流,Item.json (Type 6/Stype 41)
Item.511233.1,充能环流,Charged Circulation,凱風環流,에너지 환류,蓄能環流,Item.json (Type 6/Stype 41)
Item.511241.1,裂空破雾斩,Mist Banisher,裂空破霧斬,열공파무참,裂空破霧斬,Item.json (Type 6/Stype 41)
Item.511242.1,裂空迅刃斩,Space Splitter,裂空鋭刃斬,열공신인참,裂空迅刃斬,Item.json (Type 6/Stype 41)
Item.511243.1,裂空连舞斩,Choreographed Assault,裂空連舞斬,열공연무참,裂空連舞斬,Item.json (Type 6/Stype 41)
Item.511301.1,净流环绕,Stream Embrace,浄流循環,청류 순환,淨流環繞,Item.json (Type 6/Stype 42)
Item.511302.1,碧浪回旋,Wave Swirl,青波旋回,파도의 소용돌이,碧浪迴旋,Item.json (Type 6/Stype 42)
Item.511303.1,急流直下,Torrent Plunge,急流直下,급류 하강,急流直下,Item.json (Type 6/Stype 42)
Item.511304.1,潺潺溪吟,Gurgling Streams,せせらぎの唄,시냇물의 속삭임,潺潺溪吟,Item.json (Type 6/Stype 42)
Item.511305.1,清流弄影,Stream Mirror,清流の影,청류의 그림자,清流弄影,Item.json (Type 6/Stype 41)
Item.511306.1,波澜万丈,Towering Waves,波瀾万丈,파란만장,波瀾萬丈,Item.json (Type 6/Stype 41)
Item.511307.1,银瀑流霞,Cascade Glow,銀瀑の霞,은빛 폭포,銀瀑流霞,Item.json (Type 6/Stype 41)
Item.511308.1,骤雨初歇,Relenting Rain,驟雨のさざめき,소나기 직후,驟雨初歇,Item.json (Type 6/Stype 41)
Item.511309.1,雨打涟漪,Raining Ripples,雨の波紋,빗물의 파장,雨打漣漪,Item.json (Type 6/Stype 41)
Item.511310.1,雨落无声,Silent Rain,音なき雨,침묵의 비,雨落無聲,Item.json (Type 6/Stype 41)
Item.511311.1,飞泉漱玉,Cliffside Spring,洗玉の泉,하천의 울림,飛泉漱玉,Item.json (Type 6/Stype 41)
Item.511312.1,海浪滔天,Roaring Ocean Wave,天衝く波紋,해일의 폭풍,海浪滔天,Item.json (Type 6/Stype 41)
Item.511313.1,吞云涤雨,Sky-Washing Shower,呑雲の雨,정화의 장대비,吞雲滌雨,Item.json (Type 6/Stype 41)
Item.511321.1,雨意·潇,Rain Whisper: Gentle,宿雨・澄,우기·비바람,雨意·瀟,Item.json (Type 6/Stype 42)
Item.511322.1,雨意·沥,Rain Whisper: Steady,宿雨・雫,우기·가랑비,雨意·瀝,Item.json (Type 6/Stype 42)
Item.511323.1,雨意·涔,Rain Whisper: Pouring,宿雨・溜,우기·장맛비,雨意·涔,Item.json (Type 6/Stype 42)
Item.511324.1,雨意·霏,Rain Whisper: Light,宿雨・降,우기·부슬비,雨意·霏,Item.json (Type 6/Stype 42)
Item.511325.1,排查隐患,Hazard Elimination,リスクチェック,위험 제거,排除隱患,Item.json (Type 6/Stype 41)
Item.511326.1,万全准备,Full Preparation,備品管理,만반의 준비,萬全準備,Item.json (Type 6/Stype 41)
Item.511327.1,消防巡检,Fire Patrol,消防点検,소방 점검,消防巡檢,Item.json (Type 6/Stype 41)
Item.511328.1,文书支援,Missive Support,事務補佐,문서 지원,文書支援,Item.json (Type 6/Stype 41)
Item.511329.1,秘书职责,Secretary Duty,秘書の役目,비서의 업무,祕書職責,Item.json (Type 6/Stype 41)
Item.511330.1,现场复盘,Field Review,現場管理,현장 분석,現場檢討,Item.json (Type 6/Stype 41)
Item.511331.1,提高效率,Efficiency Boost,効率的業務遂行,효율 증가,提高效率,Item.json (Type 6/Stype 41)
Item.511332.1,水到渠成,Effortless Fulfillment,貯水管理,순조로운 진행,水到渠成,Item.json (Type 6/Stype 41)
Item.511333.1,水利专精,Irrigation Mastery,水利専門家,수자원 전문가,水利專精,Item.json (Type 6/Stype 41)
Item.511341.1,吟咏,Intonation,吟詠,낭독,吟詠,Item.json (Type 6/Stype 41)
Item.511342.1,凌波,Wave Rider,大浪,파도,凌波,Item.json (Type 6/Stype 41)
Item.511343.1,涧泉鸣,Humming Wellspring,泉響,산골짜기의 물소리,澗泉鳴,Item.json (Type 6/Stype 41)
Item.511401.1,广域爆破,Area Explosion,昏き呼び声,광역 폭파,廣域爆破,Item.json (Type 6/Stype 42)
Item.511402.1,饱和投掷,Overwhelming Throw,漆黒の帳,포화 투척,飽和投擲,Item.json (Type 6/Stype 42)
Item.511403.1,喵神诅咒,Meowth's Curse,ネコ神の呪い,야옹신의 저주,喵神詛咒,Item.json (Type 6/Stype 42)
Item.511404.1,黑暗轮回,Reincarnation of Darkness,漆黒の輪舞曲,암흑의 윤회,黑暗輪迴,Item.json (Type 6/Stype 42)
Item.511405.1,多重弹跳,Chain Bounce,連鎖するカルマ,다중 통통탄,多重彈跳,Item.json (Type 6/Stype 41)
Item.511406.1,节约使用,Efficient Use,収束する業火,절약 사용,節約使用,Item.json (Type 6/Stype 41)
Item.511407.1,致命裁定,Deadly Verdict,闇の胎動,치명적 단죄,致命裁定,Item.json (Type 6/Stype 41)
Item.511408.1,黑暗烙印,Mark of Darkness,漆黒の刻印,암흑 낙인,黑暗烙印,Item.json (Type 6/Stype 41)
Item.511409.1,幸运子弹,Lucky Bullet,慟哭の聖譚曲,행운의 총알,幸運子彈,Item.json (Type 6/Stype 41)
Item.511410.1,猎杀标记,Hunting Mark,黄昏の澱,사냥의 표식,獵殺標記,Item.json (Type 6/Stype 41)
Item.511411.1,机动作战,Mobile Combat,雷鳴の如く,기동 작전,機動作戰,Item.json (Type 6/Stype 41)
Item.511412.1,优势火力,Dominant Firepower,神速の狩人,압도적인 화력,優勢火力,Item.json (Type 6/Stype 41)
Item.511413.1,强敌断灭,Foe Annihilation,堕天する翼,강적 처단,強敵斷滅,Item.json (Type 6/Stype 41)
Item.511421.1,奇袭作战,Ambush Operation,黒き祝福,기습 작전,奇襲作戰,Item.json (Type 6/Stype 42)
Item.511422.1,胜势追击,Strike While the Iron is Hot,ベリアルシュート,승리 추격,勝勢追擊,Item.json (Type 6/Stype 42)
Item.511423.1,恋战情绪,Combat Frenzy,忌まわしき翼,전장의 갈망,戀戰情緒,Item.json (Type 6/Stype 42)
Item.511424.1,中心开花,Core Blast,闇より出でし輩,중심의 분열,中心開花,Item.json (Type 6/Stype 42)
Item.511425.1,魔眼锁定,Evil Eye Gaze,魔眼の射手,마안 고정,魔眼鎖定,Item.json (Type 6/Stype 41)
Item.511426.1,超额增幅,Excess Amplification,オーバーブースト,초과 증폭,超額增幅,Item.json (Type 6/Stype 41)
Item.511427.1,持续压制,Relentless Suppression,サプレッション,지속적인 제압,持續壓制,Item.json (Type 6/Stype 41)
Item.511428.1,一石二鸟,One Stone Two Birds,ツインショット,일석이조,一石二鳥,Item.json (Type 6/Stype 41)
Item.511429.1,灼热膛线,Burnt Rifling,フレイムバレル,뜨거운 총열,灼熱膛線,Item.json (Type 6/Stype 41)
Item.511430.1,不值一提,Minor Fling,支配する混沌,하찮은 존재,不值一提,Item.json (Type 6/Stype 41)
Item.511431.1,能量充盈,Energy Overflow,フルチャージ,넘치는 에너지,能量充盈,Item.json (Type 6/Stype 41)
Item.511432.1,快速强袭,Swift Assault,目覚める邪心,빠른 강습,快速強襲,Item.json (Type 6/Stype 41)
Item.511433.1,热情似火,Burning Passion,パッショネイト,불 같은 열정,熱情如火,Item.json (Type 6/Stype 41)
Item.511441.1,诅咒降临,Curse Fall,覗き込む闇,저주의 강림,詛咒降臨,Item.json (Type 6/Stype 41)
Item.511442.1,贯穿射击,Penetrating Bullet,ピアスショット,관통 사격,貫穿射擊,Item.json (Type 6/Stype 41)
Item.511443.1,灾厄余响,Doom's Echo,破滅の残響,재앙의 잔향,災厄餘響,Item.json (Type 6/Stype 41)
Item.511503.1,萤流·汇聚,Firefly Glow: Convergence,陣取りあそび,빛의 유영·응축된 빛,螢流·匯聚,Item.json (Type 6/Stype 42)
Item.511504.1,萤流·射散,Firefly Glow: Scatter Beam,じぐざぐレーザー,빛의 유영·퍼지는 빛,螢流·射散,Item.json (Type 6/Stype 42)
Item.511505.1,星痕叠潮,Tide of Starmarks,ごほうびアバランチ,성흔의 물결,星痕疊潮,Item.json (Type 6/Stype 41)
Item.511506.1,光雨倾落,Radiant Rainfall,追撃スパーク,쏟아지는 빛,光雨傾落,Item.json (Type 6/Stype 41)
Item.511507.1,孤星独耀,Lone Star Gleam,いっしょに遊ぼ,외딴 별의 광채,孤星獨耀,Item.json (Type 6/Stype 41)
Item.511508.1,星汨影集,Astral Album,バチバチでっぽう,빛의 결집,星汨影集,Item.json (Type 6/Stype 41)
Item.511509.1,流光律动,Luminous Rhythm,出力上昇,빛의 리듬,流光律動,Item.json (Type 6/Stype 41)
Item.511510.1,闪光共鸣,Flash Resonance,共鳴反応,섬광의 공명,閃光共鳴,Item.json (Type 6/Stype 41)
Item.511511.1,炽烈光明,Blazing Radiance,うきうきモード,작열하는 빛,熾烈光明,Item.json (Type 6/Stype 41)
Item.511512.1,绝对闪耀,Absolute Brilliance,完ぺきアバランチ,절대적인 빛,絕對閃耀,Item.json (Type 6/Stype 41)
Item.511513.1,残影幻爆,Phantom Blast,かげおに,잔영의 폭발,殘影幻爆,Item.json (Type 6/Stype 41)
Item.511521.1,辉剑·重影,Radiance Blade: Twin Shadow,おかわりアバランチ,휘검·겹쳐진 그림자,輝劍·重影,Item.json (Type 6/Stype 42)
