id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
ActivityPenguinCardQuest.101006.1,通关「风之镜」,Clear Ventus Mirror,風を宿す鏡をクリアする,「바람의 거울」 클리어,通過「風之鏡」,ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.101007.1,以3星评级通关「风之镜」,Clear Ventus Mirror with 3★.,風を宿す鏡を★3でクリアする,「바람의 거울」 ★3 클리어,以3星評級通過「風之鏡」,ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.101008.1,通关「终焉之镜」,Clear Ultimate Mirror,終焉の鏡をクリアする,「종언의 거울」 클리어,通過「終焉之鏡」,ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.103002.1,通关「合约之镜」,Clear Contract Mirror,契約の鏡をクリアする,「계약의 거울」 클리어,通過「合約之鏡」,ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.201001.1,"单次对局得分达成 100,000 分","Score 100,000 points in a single run","ステージ1回でスコアを100,000以上達成する","한 게임에서 100,000포인트 획득","單次對局得分達成100,000分",ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.201002.1,"单次对局得分达成 200,000 分","Score 200,000 points in a single run","ステージ1回でスコアを200,000以上達成する","한 게임에서 200,000포인트 획득","單次對局得分達成200,000分",ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.201003.1,"单次对局得分达成 300,000 分","Score 300,000 points in a single run","ステージ1回でスコアを300,000以上達成する","한 게임에서 300,000포인트 획득","單次對局得分達成300,000分",ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.201004.1,"单次对局得分达成 400,000 分","Score 400,000 points in a single run","ステージ1回でスコアを400,000以上達成する","한 게임에서 400,000포인트 획득","單次對局得分達成400,000分",ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.201005.1,"单次对局得分达成 500,000 分","Score 500,000 points in a single run","ステージ1回でスコアを500,000以上達成する","한 게임에서 500,000포인트 획득","單次對局得分達成500,000分",ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.201006.1,"单次对局得分达成 600,000 分","Score 600,000 points in a single run","ステージ1回でスコアを600,000以上達成する","한 게임에서 600,000포인트 획득","單次對局得分達成600,000分",ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.201007.1,"单次对局得分达成 700,000 分","Score 700,000 points in a single run","ステージ1回でスコアを700,000以上達成する","한 게임에서 700,000포인트 획득","單次對局得分達成700,000分",ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.201008.1,"单次对局得分达成 800,000 分","Score 800,000 points in a single run","ステージ1回でスコアを800,000以上達成する","한 게임에서 800,000포인트 획득","單次對局得分達成800,000分",ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.201009.1,"单次对局得分达成 900,000 分","Score 900,000 points in a single run","ステージ1回でスコアを900,000以上達成する","한 게임에서 900,000포인트 획득","單次對局得分達成900,000分",ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.201010.1,"单次对局得分达成 1,000,000 分","Score 1,000,000 points in a single run","ステージ1回でスコアを1,000,000以上達成する","한 게임에서 1,000,000포인트 획득","單次對局得分達成1,000,000分",ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.203001.1,"牌局累计得分 300,000 分","Reach a total of 300,000 pts in card challenges","スコアを累計で300,000以上達成する","페이트 하우스 300,000포인트 누적","牌局累計得分300,000分",ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.203002.1,"牌局累计得分 600,000 分","Reach a total of 600,000 pts in card challenges","スコアを累計で600,000以上達成する","페이트 하우스 600,000포인트 누적","牌局累計得分600,000分",ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.203003.1,"牌局累计得分 1,000,000 分","Reach a total of 1,000,000 pts in card challenges","スコアを累計で1,000,000以上達成する","페이트 하우스 1,000,000포인트 누적","牌局累計得分1,000,000分",ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.203004.1,"牌局累计得分 2,000,000 分","Reach a total of 2,000,000 pts in card challenges","スコアを累計で2,000,000以上達成する","페이트 하우스 2,000,000포인트 누적","牌局累計得分2,000,000分",ActivityPenguinCardQuest.json
ActivityPenguinCardQuest.305004.1,"单次对局得分达成 500,000 分","Score 500,000 points in a single run.","ステージ1回でスコアを500,000以上達成する","한 게임에서 500,000포인트 획득","單次對局得分達成500,000分",ActivityPenguinCardQuest.json
ActivityPenguinCardQuestGroup.101.1,牌局挑战,Card Challenge,挑戦任務,카드 도전,牌局挑戰,ActivityPenguinCardQuestGroup.json
ActivityPenguinCardQuestGroup.102.1,积分挑战,Score Challenge,スコア達成,점수 도전,積分挑戰,ActivityPenguinCardQuestGroup.json
ActivityPenguinCardQuestGroup.301.1,牌局挑战,Card Challenge,累計達成,카드 도전,牌局挑戰,ActivityPenguinCardQuestGroup.json
ActivityPenguinCardQuestGroup.303.1,高分挑战,High Score Challenge,ハイスコア,고득점 도전,高分挑戰,ActivityPenguinCardQuestGroup.json
ActivityShop.1001.1,商店1(不用翻译）,!NONEED!,*****,더미1,!NONEED!,ActivityShop.json
ActivityShop.1002.1,我们的旅团-商店(不用翻译）,!NONEED!,*****,더미2,!NONEED!,ActivityShop.json
ActivityShop.1003.1,夏花活动商店,!NONEED!,*****,나츠카 이벤트 상점,!NONEED!,ActivityShop.json
ActivityShop.1004.1,圣诞活动商店,Christmas Event Shop,*****,크리스마스 이벤트 상점,聖誕活動商店,ActivityShop.json
ActivityShop.1005.1,翡冷翠活动商店,Firenze Event Shop,*****,피렌 이벤트 상점,翡冷翠活動商店,ActivityShop.json
ActivityShop.1006.1,春节活动商店,!NONEED!,*****,새해 이벤트 상점,春節活動商店,ActivityShop.json
ActivityShop.1007.1,风影活动商店,!NONEED!,*****,레이스 이벤트 상점,!NONEED!,ActivityShop.json
ActivityShop.1008.1,多娜活动商店,!NONEED!,*****,토나 이벤트 상점,!NONEED!,ActivityShop.json
ActivityShop.1009.1,乙叶活动商店,Otoha Event Shop,*****,오토하 이벤트 상점,乙葉活動商店,ActivityShop.json
ActivityShop.1010.1,火垂活动商店,Firefly Event Shop,*****,호타루 이벤트 상점,火垂活動商店,ActivityShop.json
ActivityShop.1011.1,斯帕克拉活动商店,!NONEED!,*****,스파클 이벤트 상점,!NONEED!,ActivityShop.json
ActivityShop.1012.1,泳装复刻活动商店,!NONEED!,*****,수영복 재출시 이벤트 상점,!NONEED!,ActivityShop.json
ActivityShop.1013.1,猫眼活动商店,Chaton Event Shop,*****,샤통 이벤트 상점,貓眼活動商店,ActivityShop.json
ActivityShop.1014.1,夏日薇洛活动商店,!NONEED!,*****,윌로(여름) 이벤트 상점,!NONEED!,ActivityShop.json
ActivityShop.1015.1,花铃活动商店,!NONEED!,*****,카린 이벤트 상점,!NONEED!,ActivityShop.json
ActivityShop.1016.1,埃莉诺活动商店,!NONEED!,*****,엘레노어 이벤트 상점,!NONEED!,ActivityShop.json
ActivityShop.3001.1,缭乱弹珠台商店,Bouncing Bumper Bash Shop,*****,브릭 크러쉬 상점,繚亂碎晶球商店,ActivityShop.json
ActivityShop.3002.1,缭乱弹珠台2期商店,Bouncing Bumper Bash Season 2 Shop,*****,브릭 크러쉬 상점 시즌2,繚亂碎晶球2期商店,ActivityShop.json
ActivityStory.101040201.1,苍茫人海逢故人,Familiar Face in a Million,お祭りムードの蒼梧城,운명 같은 재회,蒼茫人海逢故人,ActivityStory.json
ActivityStory.101040202.1,问津市井,Among the Folks,聞き込み開始,거리 탐문,問津市井,ActivityStory.json
ActivityStory.101040203.1,柳暗花明,Through the Fog,手がかり,절망 끝에 찾아온 희망,柳暗花明,ActivityStory.json
ActivityStory.101040204.1,请君入瓮,The Bait Is Set,知恵比べ,자승자박,請君入甕,ActivityStory.json
ActivityStory.101040205.1,一网打尽,Clean Sweep,新春大捕り物,일망타진,一網打盡,ActivityStory.json
ActivityStory.101040206.1,好事多磨,Tough Gains,高収入の依頼,거듭되는 시련,好事多磨,ActivityStory.json
ActivityStory.101040207.1,寻幽探奇,After the Mystery,恐怖の星ノ塔、年獣は実在した,기이한 탐사,尋幽探奇,ActivityStory.json
ActivityStory.101040208.1,拨云见日,Truth Revealed,伝説の年獣？,드러난 진실,撥雲見日,ActivityStory.json
ActivityStory.101040209.1,医者仁心,Healer's Kindness,緊急救護プラン,의사의 마음,醫者仁心,ActivityStory.json
ActivityStory.101040210.1,此去经年,Years Apart,幸せな記憶,오랜 세월,此去經年,ActivityStory.json
ActivityStory.101040211.1,人间万象更新时,A World Made New,新春おめでとう,새로운 세상,人間萬象更新時,ActivityStory.json
ActivityStory.101050201.1,前往北境之城,To the Northern City,ノースハイムへ,노스헤임으로 가다,前往北境之城,ActivityStory.json
ActivityStory.101050202.1,踏入寒夜,Into the Frozen Dark,北の地の洗礼,차가운 밤으로,踏入寒夜,ActivityStory.json
ActivityStory.101050203.1,被冰封的废都,The Frozen Ruins,キャンプ地,얼어붙은 폐허,被冰封的廢都,ActivityStory.json
ActivityStory.101050204.1,故乡的记忆,Memories of Home,故郷の記憶,고향의 기억,故鄉的記憶,ActivityStory.json
ActivityStory.101050205.1,古老秘密,Ancient Secrets,古の秘密,오래된 비밀,古老祕密,ActivityStory.json
ActivityStory.101050206.1,黎明前夜,Night Before Dawn,夜明け前,여명 전야,黎明前夜,ActivityStory.json
ActivityStory.101050207.1,恶意浮现,Malicious Intent,裏切り,드러나는 악의,惡意浮現,ActivityStory.json
ActivityStory.101050208.1,尊者,The Archons,尊者,존자,尊者,ActivityStory.json
ActivityStory.101050209.1,破晓扳机,Trigger of Dawn,破暁の引き金,새벽의 방아쇠,破曉扳機,ActivityStory.json
ActivityStory.101050210.1,鱼死网破,Last Stand,覚悟の一撃,배수진,背水一戰,ActivityStory.json
ActivityStory.101050211.1,何为强大,The Burden of Power,強さとは,강함이란,何為強大,ActivityStory.json
ActivityStory.101050212.1,告别风雪,Beyond the Storm,風雪との別れ,눈보라와의 작별,告別風雪,ActivityStory.json
ActivityStory.101060201.1,万送屋的委托,Post Haste's Commission,ヨロズ配達へようこそ,요로즈 택배의 의뢰,萬送屋的委託,ActivityStory.json
ActivityStory.101060202.1,道听途说,Rumor Has It,ヨロズ配達の代表,길에서 들은 소문,道聽塗說,ActivityStory.json
ActivityStory.101060203.1,识字知书,Wise in Letters,弁護士から配達員へ,정보 찾기,識字知書,ActivityStory.json
ActivityStory.101060204.1,按图索籍,Following the Old Maps,夢の地図,지도를 보고 단서를 찾다,按圖索籍,ActivityStory.json
ActivityStory.101060205.1,未敞开的心扉,A Sealed Heart,迷子の手紙,열리지 않은 마음,未敞開的心扉,ActivityStory.json
ActivityStory.101060206.1,路遇偷信大盗,Letter Thief Encounter,手紙はどこへ消えた？,편지 도둑을 만나다,路遇偷信大盜,ActivityStory.json
ActivityStory.101060207.1,以理服人,Convincing with Reason,お宝探して右往左往,이치로 다스리다,以理服人,ActivityStory.json
ActivityStory.101060208.1,竟是魔物所为,Monsters Did It?,配達員のエゴ,마물의 소행,竟是魔物所為,ActivityStory.json
ActivityStory.101060209.1,玉米粒大作战,Operation Corn Kernel,手紙泥棒を追え！,옥수수 알갱이 대작전,玉米粒大作戰,ActivityStory.json
ActivityStory.101060210.1,直面狂风,Braving the Storm,ヨロズ配達、お仕事開始！,광풍을 직면하다,直面狂風,ActivityStory.json
ActivityStory.101060211.1,跨越时空的问候,A Greeting Transcending Time,想い届ける配達人,시공을 넘어선 안부,跨越時空的問候,ActivityStory.json
ActivityStory.101060212.1,敬启，致珍重的你,To My Dearest You,拝啓、親愛なるあなたへ,To. 소중한 당신,敬啟，致珍重的你,ActivityStory.json
ActivityStory.101070201.1,再遇,The Reunion,再会,재회,再遇,ActivityStory.json
ActivityStory.101070202.1,胶卷,The Photo Film,祈願箱を探して,필름,底片,ActivityStory.json
ActivityStory.101070203.1,监护人,The Guardian,センセー,보호자,監護人,ActivityStory.json
ActivityStory.101070204.1,实验体,A Test Subject,実験兵器,실험체,實驗體,ActivityStory.json
ActivityStory.101070205.1,朋友,A Friend,友達,친구,朋友,ActivityStory.json
ActivityStory.101070206.1,伸出援手,A Helping Hand,群がる星骸,내민 손길,伸出援手,ActivityStory.json
ActivityStory.101070207.1,第一次的风景,The First Time,こころ,첫 풍경,第一次的風景,ActivityStory.json
ActivityStory.101070208.1,觉悟,The Resolve,たいせつ,각오,覺悟,ActivityStory.json
ActivityStory.101070209.1,保护大家,The Protection,希望の光になって,모두를 지키는 일,保護大家,ActivityStory.json
ActivityStory.101070210.1,笑颜,A Smile,笑顔,웃는 얼굴,笑顏,ActivityStory.json
ActivityStory.101070211.1,普通女孩,An Ordinary Girl,普通の女の子,평범한 소녀,普通女孩,ActivityStory.json
ActivityStory.101080201.1,能源危机,Energy Crisis,エネルギー危機,에너지 위기,能源危機,ActivityStory.json
ActivityStory.101080202.1,天才工匠的下落,Find the Genius Artisan,天才職人の行方,천재 장인의 행방,天才工匠的下落,ActivityStory.json
ActivityStory.101080203.1,脱逃大作战,The Great Escape,天才プリズンブレイク,도주 대작전,脫逃大作戰,ActivityStory.json
ActivityStory.101080204.1,欢迎来到地下市场,The Underground Market,ブラックマーケットの流儀,웰컴투 암시장,歡迎來到地下市場,ActivityStory.json
ActivityStory.101080205.1,斯帕克拉的移动工坊,The Mobile Workshop,スパクルの移動ラボ,스파클의 이동식 제작실,斯帕克拉的移動工坊,ActivityStory.json
ActivityStory.101080206.1,好戏开场,The Show Begins,幕開け,본격적인 시작,好戲開場,ActivityStory.json
ActivityStory.101080207.1,收网之刻已至,Time to Reel Them In,刻は来た,수확의 시간,收網時刻已至,ActivityStory.json
ActivityStory.101080208.1,全速前进,Full Speed Ahead,スパクルのとっておき,전속력으로 전진,全速前進,ActivityStory.json
ActivityStory.101080209.1,虎口脱险,A Narrow Escape,虎穴からの脱出,위기 탈출,虎口脫險,ActivityStory.json
ActivityStory.101080210.1,一份新的订单,A New Order,新しい注文,새로운 주문서,一份新的訂單,ActivityStory.json
ActivityStory.101090201.1,远征凯旋……黑暗之力的缺席,Expedition: Absence of Power,遠征からの帰還,승리한 원정: 칠흑의 힘의 부재,遠征凱旋——黑暗之力的缺席,ActivityStory.json
ActivityStory.101090202.1,苍梧之战……黑暗之力的证明,Cangwu: Proof of Power,蒼梧城の戦い,창오의 전투: 칠흑의 힘의 증명,蒼梧之戰——黑暗之力的證明,ActivityStory.json
ActivityStory.101090203.1,千塔演出……黑暗之力的显现,Emor: Display of Power,アモールでの戦い？,천 탑의 공연: 칠흑의 힘의 발현,千塔演出——黑暗之力的顯現,ActivityStory.json
ActivityStory.101090204.1,出发……猫眼大人的调查军团,Start: Chaton's Investigation,シャトン、出陣,출발: 샤통 님의 조사 군단,出發——貓眼大人的調查軍團,ActivityStory.json
ActivityStory.101090205.1,深入……黑暗侵蚀的地下巢穴,Infiltration: Into the Dark Nest,坑道への潜入,잠입: 어둠에 잠식된 지하 소굴,深入——黑暗侵蝕的地下巢穴,ActivityStory.json
ActivityStory.101090206.1,交火……米拉什大街的大混战,Crossfire: Mirage Melee,混戦のミラーシュ,교전: 미라슈 대로의 혼전,交火——米拉什大街的大混戰,ActivityStory.json
ActivityStory.101090207.1,矿洞突袭……黑暗巢穴的陷阱,Raid: Traps of the Dark Nest,坑道襲撃,광산 기습: 소굴에 도사린 함정,礦洞突襲——黑暗巢穴的陷阱,ActivityStory.json
ActivityStory.101090208.1,魔物对决……拯救被困的旅人,Monster Duel: Trekker Rescuing,囚われの巡遊者,마물 대결: 고립된 여행가 구출,魔物對決——拯救受困的旅人,ActivityStory.json
ActivityStory.101090209.1,冲出重围……黑暗之力的重生,Breakout: The Power Reborn,包囲網を突破せよ,포위망 돌파: 깨어난 칠흑의 힘,衝出重圍——黑暗之力的重生,ActivityStory.json
ActivityStory.101090210.1,干杯……敬最强大的猫眼大人,Cheers: To the Great Chaton,乾杯,건배: 최강의 샤통님을 위하여,乾杯——敬最強大的貓眼大人,ActivityStory.json
ActivityStory.101100201.1,海风吹来的委托,Breeze-Delivered Commission,海の星ノ塔,바닷바람에 실려 온 의뢰,海風吹來的委託,ActivityStory.json
ActivityStory.101100202.1,梦想在甲板上摇晃,Rocking Dreams on Deck,大海原,갑판에서 흔들리는 꿈,夢想在甲板上搖晃,ActivityStory.json
ActivityStory.101100203.1,空白旅团漂流记,New Star's Castaway Tale,海上の自動販売神器,공백 여단 표류기,空白旅團漂流記,ActivityStory.json
ActivityStory.101100204.1,海上幻影,Phantoms of the Sea,再会,바다 위 환영,海上幻影,ActivityStory.json
ActivityStory.101100205.1,深海星塔,Deep-Sea Monolith,アンダー・ザ・シー,심해 속 별의 탑,深海星塔,ActivityStory.json
ActivityStory.101100206.1,漩涡深处的收藏家,Collector in the Vortex,ヤドカリのおうち,소용돌이 깊은 곳의 수집가,漩渦深處的收藏家,ActivityStory.json
ActivityStory.101100207.1,海螺壳争夺战,Conch Shell Scramble,スピード勝負,소라 껍데기 쟁탈전,海螺殼爭奪戰,ActivityStory.json
ActivityStory.101100208.1,镜框里的海,Sea in a Frame,フレームの中の海,액자 속에 담긴 바다,鏡框裡的海,ActivityStory.json
ActivityStory.101100209.1,品德教育,Moral Education,教育的指導,참교육,品德教育,ActivityStory.json
ActivityStory.101100210.1,裂痕与归处,Fractures and Refuge,帰る場所,균열과 안식처,裂痕與歸處,ActivityStory.json
ActivityStory.101100211.1,夏天仍未结束,Summer Goes On,夏はまだ終わらない,끝나지 않은 여름,夏天仍未結束,ActivityStory.json
ActivityStory.101110201.1,大小姐们的茶会,A Tea Party for Young Ladies,お嬢様たちの茶会,아가씨들의 다과회,大小姐們的茶會,ActivityStory.json
ActivityStory.101110202.1,脚踏实地，谦逊努力,Grounded and Humble,地に足つけて,"성실하게, 겸손하게",腳踏實地，謙虛努力,ActivityStory.json
ActivityStory.101110203.1,进步,Improvement,進歩,발전,進步,ActivityStory.json
ActivityStory.101110204.1,第一份委托,First Commission,はじめての依頼,첫 번째 의뢰,第一份委託,ActivityStory.json
ActivityStory.101110205.1,新生活,New Life,新生活,새로운 삶,新生活,ActivityStory.json
ActivityStory.101110206.1,失踪,Missing,失踪,실종,失蹤,ActivityStory.json
ActivityStory.101110207.1,伪装,Undercover,偽装,위장,偽裝,ActivityStory.json
ActivityStory.101110208.1,突围,Breakout,突破,돌파,突圍,ActivityStory.json
ActivityStory.101110209.1,直捣黄龙,Strike at the Heart,悪が栄えた試しなし,적진 깊숙이,直搗黃龍,ActivityStory.json
ActivityStory.101110210.1,荣誉之夜,Night of Honor,栄誉の夜,영광의 밤,榮譽之夜,ActivityStory.json
ActivityStory.101110211.1,新的梦想,A New Dream,新たな夢,새로운 꿈,新的夢想,ActivityStory.json
ActivityStory.111000201.1,闪烁的微光,Flickering Glow,きらめく微光,깜빡이는 희미한 빛,閃爍的微光,ActivityStory.json
ActivityStory.111000202.1,来自幽灵船,From the Ghost Ship,幽霊船より,유령선으로부터,來自幽靈船,ActivityStory.json
ActivityStory.111000203.1,谜团与气味,Mysteries and Scents,謎と匂い,의문과 냄새,謎團與氣味,ActivityStory.json
ActivityStory.111000204.1,声音的指示,A Lead from the Voice,手掛かりを持つ者たち,소리의 인도,聲音的指示,ActivityStory.json
ActivityStory.111000205.1,眼见非实,Seeing is Deceiving,光の正体,보이는 것이 전부는 아니다,眼見非實,ActivityStory.json
ActivityStory.111000206.1,相似之人,The Look-Alike,似たもの同士,닮은 사람,相似之人,ActivityStory.json
ActivityStory.111000207.1,阴影之下,Beneath the Shadow,海中に潜む影,그림자 아래에서,陰影之下,ActivityStory.json
ActivityStory.111000208.1,回响之地,The Land of Echoes,反響の地,메아리의 땅,迴響之地,ActivityStory.json
ActivityStory.111000209.1,光的原点,The Origin of Light,光の原点,빛의 근원,光的原點,ActivityStory.json
ActivityStory.111000210.1,海水的秘密,The Secret of the Ocean,宝物,바닷물의 비밀,海水的祕密,ActivityStory.json
ActivityStory.111000211.1,漫无止境的夏天,Never Ending Summer,最高の夏に向かって,끝없는 여름,漫無止境的夏天,ActivityStory.json
ActivityStory.201010201.1,雪愿节的使者,Snowish Festival Messenger,クリスマスの使者,크리스마스의 사자,雪願節的使者,ActivityStory.json
ActivityStory.201010202.1,送礼大作战,Gift Rush,お仕事開始,선물 대작전,送禮大作戰,ActivityStory.json
ActivityStory.201010203.1,精灵的踪迹,Trace of the Spirit,手がかりを追って,정령의 흔적,精靈的蹤跡,ActivityStory.json
ActivityStory.201010204.1,热情的焰红,Red for Passion,変身マジック,열정적인 진홍빛,熱情的焰紅,ActivityStory.json
ActivityStory.201010205.1,巧合的灰白,Gray for Coincidence,白い逃亡者,우연한 회색과 백색,巧合的灰白,ActivityStory.json
ActivityStory.201010206.1,漫雪的蓝调,Blue for the Snow,臨時配達員,눈꽃의 블루스,漫雪的藍調,ActivityStory.json
ActivityStory.201010207.1,相似的闪光,A Familiar Glimmer,掴んだ真実,비슷한 빛,相似的閃光,ActivityStory.json
ActivityStory.201010208.1,寂寞的许愿,A Wish in Loneliness,真実,외로운 소원,寂寞的許願,ActivityStory.json
ActivityStory.201010209.1,友谊的魔法,The Magic of Friendship,優しい嘘,우정의 마법,友誼的魔法,ActivityStory.json
ActivityStory.201010210.1,更宽广的世界,A Bigger World,約束のトモシビ,더 넓은 세상,更寬廣的世界,ActivityStory.json
ActivityStory.201010211.1,庆典时分，盛大登场,A Spectacular Entrance,みんなお待たせ！,"축제, 화려한 등장",慶典時分，盛大登場,ActivityStory.json
ActivityStory.201010212.1,危险的“游戏”,"A Dangerous ""Game""",スリル満点の火遊び,위험한 ‘놀이’,危險的「遊戲」,ActivityStory.json
ActivityStory.201010213.1,节日余兴,Afterglow of the Festival,少女の願い,축제의 여흥,節日餘興,ActivityStory.json
ActivityStory.201010214.1,为你准备的礼物,A Gift for You,クリスマスは終わらない,너를 위해 준비한 선물,為你準備的禮物,ActivityStory.json
ActivityStory.201030202.1,穿上泳装，拿起扫帚,With Swimsuits & Brooms,細かいことは気にしない？,"수영복을 입고, 빗자루를 들자",穿上泳裝，拿起掃把,ActivityStory.json
ActivityStory.201030203.1,沙滩、大海、捉迷藏,Hide-and-Seek on the Beach,静かな海,"모래사장, 바다, 숨바꼭질",沙灘、大海、捉迷藏,ActivityStory.json
ActivityStory.201030204.1,自动售货神器怪谈,Tale of the Vending Artifact,怪異,자동 판매 신기 괴담,自動販賣神器怪談,ActivityStory.json
ActivityStory.201030206.1,身负秘宝的巨影,Giant Shadow with Treasure,秘宝持つ巨影,보물을 이고 있는 거대한 그림자,身負祕寶的巨影,ActivityStory.json
ActivityStory.201030207.1,出师不利,A Bad Start,波乱の船出,좋지 않은 시작,出師不利,ActivityStory.json
ActivityStory.201030208.1,成为你的手,Let Me Be Your Hand,君の手になる,너의 팔이 되어,成為你的手,ActivityStory.json
ActivityStory.201030209.1,拨云见日,The Sun Shines Again,雲は晴れ、光が差す,드러난 진실,撥雲見日,ActivityStory.json
ActivityStory.201030210.1,挥舞大钳的不速之客,The Crabby One with Claws,招かれざる客は大鋏を振りかざす,집게발의 불청객,揮舞巨螯的不速之客,ActivityStory.json
ActivityStory.201030211.1,晴风碧海，悠哉游哉,Sunshine and Sea Breeze,悠々自適な碧い海,느긋하게 푸른 바다를 즐기다,晴風碧海，悠哉游哉,ActivityStory.json
ActivityTaskGroup.1000301.1,普通任务,Common Quests,通常任務,일반 임무,普通任務,ActivityTaskGroup.json
ActivityTaskGroup.1000302.1,挑战任务,Challenge Quests,挑戦任務,도전 임무,挑戰任務,ActivityTaskGroup.json
ActivityTaskGroup.1000303.1,冒险任务,Adventure Quests,冒険任務,모험 임무,冒險任務,ActivityTaskGroup.json
ActivityTaskGroup.1000304.1,趣味任务,Special Quests,ミニゲーム,플레이 임무,趣味任務,ActivityTaskGroup.json
ActivityTaskGroup.101003.1,活跃任务,Activity Missions,活躍任務,활약 임무,活躍任務,ActivityTaskGroup.json
ActivityTaskGroup.2010204.1,趣味任务,Fun Quests,ミニゲーム,플레이 임무,趣味任務,ActivityTaskGroup.json
ActivityTaskGroup.2010205.1,命运任务,Destiny Missions,シャロカード,페이트 임무,命運任務,ActivityTaskGroup.json
ActivityTaskGroup.3010201.1,挑战任务,Challenge Quests,チャレンジ任務,도전 임무,挑戰任務,ActivityTaskGroup.json
ActivityTaskGroup.3010202.1,晶球任务,Marble Quests,操作任務,크러쉬 임무,晶球任務,ActivityTaskGroup.json
ActivityTaskGroup.3010203.1,收集任务,Collection Quests,収集任務,수집 임무,收集任務,ActivityTaskGroup.json
BdConvertCondition.101.1,评分等级达到15级,Reach Rating Lv. 15,記録レベル15以上,평점 레벨 15 달성,評分等級達到15級,BdConvertCondition.json
BdConvertCondition.102.1,评分等级达到21级,Reach Rating Lv. 21,記録レベル21以上,평점 레벨 21 달성,評分等級達到21級,BdConvertCondition.json
BdConvertCondition.103.1,评分等级达到25级,Reach Rating Lv. 25,記録レベル25以上,평점 레벨 25 달성,評分等級達到25級,BdConvertCondition.json
BdConvertCondition.104.1,评分等级达到28级,Reach Rating Lv. 28,記録レベル28以上,평점 레벨 28 달성,評分等級達到28級,BdConvertCondition.json
BdConvertCondition.105.1,评分等级达到31级,Reach Rating Lv. 31,記録レベル31以上,평점 레벨 31 달성,評分等級達到31級,BdConvertCondition.json
BdConvertCondition.106.1,评分等级达到20级,Reach Rating Lv. 20,記録レベル20以上,평점 레벨 20 달성,評分等級達到20級,BdConvertCondition.json
