id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
MainSkill.400201.1,空与花与诗,"Sky, Flowers, Poem",空と花の詩,"하늘, 꽃 그리고 시",空與花與詩,MainSkill.json
MainSkill.400301.1,你与我相似,Seed Alike,似たもの同士,날 닮은 너,你與我相似,MainSkill.json
MainSkill.400401.1,仙踪良梦,Wisteria Dream,ミルク色の夢,요정들의 꿈,仙蹤良夢,MainSkill.json
MainSkill.400501.1,晴之花,Sunlit Blossom,晴天の彩花,맑은 하늘의 꽃,晴之花,MainSkill.json
MainSkill.400601.1,魔女的秋千,Witch's Swing,魔女の秘薬,마녀의 그네,魔女的鞦韆,MainSkill.json
MainSkill.400701.1,午夜，堕天使,Midnight Mayhem,真夜中の堕天使,자정의 타락 천사,午夜，墮天使,MainSkill.json
MainSkill.400801.1,飞越青空,Soaring Blue,青空を越えて,푸른 하늘 너머로,飛越青空,MainSkill.json
MainSkill.400901.1,“空白”的序章,New Star Prelude,『空白』の序章,‘공백’의 프롤로그,「空白」的序章,MainSkill.json
MainSkill.401001.1,沐光祷告,Prayer Beneath Light,清浄なる祈り,깨끗한 기도,沐光禱告,MainSkill.json
MainSkill.401101.1,夏日午后的雨,Summer Afternoon Rain,昼下がりの雨,여름날 오후의 비,夏日午後的雨,MainSkill.json
MainSkill.401201.1,狼贪虎视,Those with Ambition,見据える先に,야심에 찬 시선,狼貪虎視,MainSkill.json
MainSkill.401301.1,远航蓝图,Voyage Blueprint,白紙の航海図,항해의 청사진,遠航藍圖,MainSkill.json
MainSkill.401401.1,甜言蜜果,Sweet Times,甘く咲く時間,달콤한 말의 열매,甜言蜜果,MainSkill.json
MainSkill.401501.1,鹿鸣,Deer's Song,鹿の声,사슴의 울음,鹿鳴,MainSkill.json
MainSkill.401601.1,春日纪事,Chronicles of Spring,桜花爛漫,봄날의 기록,春日紀事,MainSkill.json
MainSkill.401701.1,花火,Fireworks,ハナビ,불꽃,花火,MainSkill.json
MainSkill.401801.1,冰柠与红茶,Lemon & Black Tea,レモネードと紅茶,레모네이드와 홍차,冰檸與紅茶,MainSkill.json
MainSkill.401901.1,一发破的,"One Shot, One Down",一撃必中,원샷원킬,一發破的,MainSkill.json
MainSkill.402001.1,闪光之时,Sparkling Moment,かけがえのない時間,반짝이는 순간,閃光之時,MainSkill.json
MainSkill.402101.1,因缘而聚,United by Fate,一期一会,인연의 만남,因緣而聚,MainSkill.json
MainSkill.402201.1,午夜喵铃,The Meow,真夜中の鈴,한밤의 고양이 방울,午夜喵鈴,MainSkill.json
MainSkill.402301.1,涂鸦彩虹,Colors Pierce the Grey,虹を描こう,그래피티 무지개,塗鴉彩虹,MainSkill.json
MainSkill.402401.1,一二三，跳！,"One, Two, Three, Jump!",地底の彼方へ！,"하나, 둘, 셋, 점프!",一二三，跳！,MainSkill.json
MainSkill.402601.1,潋滟故池水,Sword Against Stream,古池の水音,반짝이는 옛 연못,瀲灩故池水,MainSkill.json
MainSkill.402801.1,白日花园,Daylight Garden,白日の花園,대낮의 화원,白日花園,MainSkill.json
MainSkill.402901.1,猫之珍藏,The Cat's Treasure,欲しかったもの,고양이의 보물,貓之祕寶,MainSkill.json
MainSkill.403001.1,午后间隙,A Moment in the Afternoon,穴あきおサボり,오후의 틈새,午後間隙,MainSkill.json
MainSkill.403101.1,刀与斧的铮鸣,The Clash of Blade and Axe,強者を求めて,검과 도끼의 울음,刀與斧的錚鳴,MainSkill.json
MainSkill.403201.1,真相☆梦工厂,Dream Factory of ☆Truth,真理の大釜,진실☆꿈 공장,真相☆夢工廠,MainSkill.json
MainSkill.403301.1,与骨共舞,Dancing with the Bones,メメント×モリ,해골과의 춤사위,與骨共舞,MainSkill.json
MainSkill.403601.1,迷途的朝圣者,The Lost Pilgrim,痛みは救済,길 잃은 순례자,迷途的朝聖者,MainSkill.json
MainSkill.403701.1,抓住传说,Claw the Claw,伝説のアラシ,전설을 잡아라,抓住傳說,MainSkill.json
MainSkill.403801.1,波光漫游,Ripples of Nostalgia,波にゆられて,파도빛 유랑,波光漫游,MainSkill.json
MainSkill.403901.1,夏日栖息地,Summer Sanctuary,夕涼み,여름 서식지,夏日棲息地,MainSkill.json
MainSkill.404001.1,勇气之拳,Fist of Courage,迷いを断つ拳,용기의 주먹,勇氣之拳,MainSkill.json
MainSkill.404101.1,启程的礼物,A Gift for the Journey,ジングルラール,여정의 선물,啟程的禮物,MainSkill.json
MainSkill.404201.1,酒暖灯明时,"Wine Warm, Lamps Alight",友と囲む新春の灯火,술 익는 밤의 등불,酒暖燈明時,MainSkill.json
MainSkill.404301.1,革新的萌芽,The Bud of Change,革命の萌芽,혁신의 씨앗,革新的萌芽,MainSkill.json
MainSkill.404401.1,罗帷春染岁朝新,Veiled Dawn of Spring,帳の内の秘め事,봄빛 드리운 새 아침,羅帷春染歲朝新,MainSkill.json
MainSkill.404501.1,繁花幻梦,Petals of Blooming Mirage,千変万花,꽃밭의 환영,繁花幻夢,MainSkill.json
MainSkill.404601.1,冬夜后的黎明,Dawn After Winter,雪解け告げる黎明,겨울밤 끝의 여명,冬夜後的黎明,MainSkill.json
MainSkill.404701.1,信笺乘风而去,Delivered by the Breeze,風に舞う想い,편지는 바람을 타고,信箋乘風而去,MainSkill.json
MainSkill.404801.1,雪夜惊喜,Snowy Night Surprise,メリーサプライズ,메리 서프라이즈,雪夜驚喜,MainSkill.json
MainSkill.404901.1,星光的印记,Traces of Starlight,星光の道標,Memory of Stella,星光的印記,MainSkill.json
MainSkill.405001.1,夜宴谜影,Phantom of the Banquet,夜宴に踊る影,연회장의 그림자,夜宴謎影,MainSkill.json
MainSkill.405101.1,星之所向,Stellar Destination,惹かれ合う星,별이 향하는 곳,星之所向,MainSkill.json
MainSkill.405201.1,奇迹一触,Touch of Miracle,奇跡の創造,기적의 손길,奇跡一觸,MainSkill.json
MainSkill.405301.1,欢聚时刻,Joyful Gathering,団らんのひととき,환희의 순간,歡聚時刻,MainSkill.json
MainSkill.405401.1,微小的乐园,Little Paradise,私と君の楽園,마이크로 원더랜드,箱庭小樂園,MainSkill.json
MainSkill.405501.1,浮光掠影,Fleeting Glimmers,揺らめく光の向こう側,수면 위의 빛과 그림자,浮光掠影,MainSkill.json
MainSkill.405601.1,斑驳夏影,Dappled Sunlight,友との夏休み,일렁이는 여름의 잔영,斑駁夏影,MainSkill.json
MainSkill.405701.1,伴我航行,Ride the Waves with Me,共に航る,함께하는 항해,伴我航行,MainSkill.json
MainSkill.405801.1,夏日进行曲,Summer March,サマーマーチ,여름 행진곡,夏日進行曲,MainSkill.json
MainSkill.405901.1,飞吧，笼中鸟,"Fly, O Caged Bird",飛びたて、籠の鳥,"날아라, 새장 속 새여",飛吧，籠中鳥,MainSkill.json
MainSkill.406001.1,荣誉时刻,Moment of Glory,栄光の瞬間,영광의 순간,榮耀時刻,MainSkill.json
MainSkill.900101.1,空技能,!NONEED!,【No Need】,비어있음,空技能,MainSkill.json
SecondarySkill.3001101.1,橙光流转,Flowing Amber,桃色に染まる世界,빛의 흐름,橙光流轉,SecondarySkill.json
SecondarySkill.3002101.1,甜梦微醺,Drowsy Delights,淡い夢に酔いしれて,나른하고 달콤한 꿈결,甜夢微醺,SecondarySkill.json
SecondarySkill.3003101.1,热浪余温,Lingering Heatwave,熱狂的ステージ,남은 온기,熱浪餘溫,SecondarySkill.json
SecondarySkill.3004101.1,双月共舞,Twin Moons' Waltz,予告状,두 달의 춤사위,雙月共舞,SecondarySkill.json
SecondarySkill.3005101.1,嘭嘭闪耀,Shining Burst,ポンポンシャイン,펑펑 반짝임,嘭嘭閃耀,SecondarySkill.json
SecondarySkill.3006101.1,静谧之光,Tranquil Light,ヒールグロウ,고요함의 빛,靜謐之光,SecondarySkill.json
SecondarySkill.3007101.1,微风入夜,Evening Breeze,頬を撫でる夜風,밤으로 스미는 바람,微風入夜,SecondarySkill.json
SecondarySkill.3008101.1,同旅之绊,Companion's Bond,旅は道連れ,동행의 인연,同旅之絆,SecondarySkill.json
SecondarySkill.3009101.1,细雨如丝,Silken Raindrops,花を濡らす雫,얇은 빗줄기,細雨如絲,SecondarySkill.json
SecondarySkill.3010101.1,仙风暖雾,Shroud of Mist,こっちにおいでよ,신선한 바람,仙風暖霧,SecondarySkill.json
SecondarySkill.3011101.1,随拍起舞,Dancing Shadows,リズミカルステップ,리듬의 몸짓,隨拍起舞,SecondarySkill.json
SecondarySkill.3012101.1,月下踢踏,Moonlit Taps,月下の迷い子,달 아래의 발길,月下踢踏,SecondarySkill.json
SecondarySkill.3013101.1,暖心依偎,Snuggle Up,そこにある温もり,따스한 의지,暖心依偎,SecondarySkill.json
SecondarySkill.3014101.1,引擎润滑,Engine Lubrication,メンテはバッチリ,엔진 윤활,引擎潤滑,SecondarySkill.json
SecondarySkill.3015101.1,拂面轻风,Caressing Breeze,そよ風の便り,뺨을 스치는 미풍,拂面輕風,SecondarySkill.json
SecondarySkill.3016101.1,蔷薇棘刺,Thorning Rose,深紅に染まる花びら,장미의 가시,薔薇棘刺,SecondarySkill.json
SecondarySkill.3017101.1,转转闪耀,Spinning Light,ぐるぐるピカピカ,빙빙 섬광,轉轉閃耀,SecondarySkill.json
SecondarySkill.3018101.1,透心凉意,Chilling Coolness,最初のひと口,마음 관통의 한기,透心涼意,SecondarySkill.json
SecondarySkill.3019101.1,浮梦轻散,Fleeting Dreams,朽ちゆく夢,떠도는 꿈,浮夢輕散,SecondarySkill.json
SecondarySkill.3020101.1,惊吓时刻,Startling Moment,どっきりタイム,놀람의 순간,驚嚇時刻,SecondarySkill.json
SecondarySkill.3021101.1,骤风,Squall,天つ風,질풍,驟風,SecondarySkill.json
SecondarySkill.3022101.1,举火,Surge of Flame,潰えぬ蛍火,횃불,舉火,SecondarySkill.json
SecondarySkill.3023101.1,圣光,Holy Glow,眩い聖光,성스러운 빛,聖光,SecondarySkill.json
SecondarySkill.3024101.1,甘露,Sweet Creek,水分補給,감로,甘露,SecondarySkill.json
SecondarySkill.3025101.1,魔境,Phantom Realm,這い寄る誘惑,마경,魔境,SecondarySkill.json
SecondarySkill.3026101.1,开播准备,Livestream Prep,配信準備,방송 준비,開播準備,SecondarySkill.json
SecondarySkill.4001101.1,猫神制裁,Cat God's Penalty,ネコ神の審判,고양이 신의 징계,貓神制裁,SecondarySkill.json
SecondarySkill.4001201.1,破灭的魔光,Destructive Aura,破滅への魔光,파멸의 마광,破滅的魔光,SecondarySkill.json
SecondarySkill.4002101.1,风花雪月,Snowpetal Storm,風花雪月,바람꽃 설월,風花雪月,SecondarySkill.json
SecondarySkill.4002201.1,怀心的芬芳,Fragrance of Heart,色褪せぬ香り,품속의 향기,心中的芬芳,SecondarySkill.json
SecondarySkill.4003101.1,命运爆发,Destiny Unleashed,フォトンバースト,운명의 폭발,命運爆發,SecondarySkill.json
SecondarySkill.4003201.1,自由意志,Free Will,ビッグバン,자유의지,自由意志,SecondarySkill.json
SecondarySkill.4004101.1,淑慧本色,Graceful Essence,淑女の本懐,지혜 본색,淑慧本色,SecondarySkill.json
SecondarySkill.4004201.1,优雅舞姿,Graceful Poise,秘密のお茶会,우아한 춤사위,優雅舞姿,SecondarySkill.json
SecondarySkill.4005101.1,笑颜与泪光,Tears of Joy,笑顔と涙,웃음과 눈물,笑顏與淚光,SecondarySkill.json
SecondarySkill.4005201.1,彷若昨日,Bygone Echoes,あの頃みたいに,어제처럼,彷若昨日,SecondarySkill.json
SecondarySkill.4006101.1,鬼魅香氛,Spectral Fragrance,小悪魔スマイル,오묘한 향기,鬼魅香氛,SecondarySkill.json
SecondarySkill.4006201.1,雁过留痕,Dark Trace,権謀術数,기러기의 흔적,雁過留痕,SecondarySkill.json
SecondarySkill.4007101.1,决胜击打,Decisive Strike,勝負を決める一振り,승부의 일격,決勝擊打,SecondarySkill.json
SecondarySkill.4007201.1,辉光所及处,Reach of Radiance,光さす場所,빛이 닿는 곳,輝光所及處,SecondarySkill.json
SecondarySkill.4008101.1,幸福气球,Balloon of Joy,サプライズバルーン,행운의 풍선,幸福氣球,SecondarySkill.json
SecondarySkill.4008201.1,启航笛音,Horn of Departure,絶叫コースター,출항의 기적,啟航笛音,SecondarySkill.json
SecondarySkill.4009101.1,星途启程,Starlit Winds,星を目指して,별의 여정,星途啟程,SecondarySkill.json
SecondarySkill.4009201.1,乘风的祈愿,Windswept Prayer,願いを風に乗せて,바람을 탄 기도,乘風的祈願,SecondarySkill.json
SecondarySkill.4010101.1,慈悲满溢,Light of Mercy,万物に捧ぐ慈愛,넘치는 자비,慈悲滿溢,SecondarySkill.json
SecondarySkill.4010201.1,圣光加护,Divine Protection,凛光の加護,성스러운 빛의 가호,聖光加護,SecondarySkill.json
SecondarySkill.4011101.1,绽放的冰花,Frosted Blossom,花開く氷蕾,만개한 얼음꽃,綻放的冰花,SecondarySkill.json
SecondarySkill.4011201.1,水舞蹈,Dancing Waters,水鏡の像花,물의 스텝,水舞蹈,SecondarySkill.json
SecondarySkill.4012101.1,逐利的暗涌,Dark Reckoning,欲望の坩堝,이익을 좇는 암류,逐利的暗湧,SecondarySkill.json
SecondarySkill.4012201.1,贪婪的追猎,Greedy Pursuit,覇道邁進,탐욕의 추격,貪婪的追獵,SecondarySkill.json
SecondarySkill.4013101.1,燎原的烈火,Raging Wildfire,沸き立つ探究心,들판을 태우는 열화,燎原的烈火,SecondarySkill.json
SecondarySkill.4013201.1,极致的冒险,Epic Adventure,あくなき好奇心,극한의 모험,極致的冒險,SecondarySkill.json
SecondarySkill.4014101.1,果语花香,Fruity & Fragrant,森の恵,과일 꽃향기,果語花香,SecondarySkill.json
SecondarySkill.4014201.1,营养多汁又健康,Juicy & Healthy,しあわせな時間,영양 가득 웰빙,營養多汁又健康,SecondarySkill.json
SecondarySkill.4015101.1,流淌于梦的清风,Dreamflow Breeze,夢見心地のそよ風,꿈을 스치는 산들바람,流淌於夢的清風,SecondarySkill.json
SecondarySkill.4015201.1,散落的芳香,Scattered Fragrance,香り立つ新緑,흩날린 향기,散落的芳香,SecondarySkill.json
SecondarySkill.4016101.1,暖风融雪,Vernal Zephyr,春一番,눈을 녹이는 봄바람,暖風融雪,SecondarySkill.json
SecondarySkill.4016201.1,细雨润物,Vitalizing Rain,花吹雪,만물을 적시는 가랑비,細語潤物,SecondarySkill.json
SecondarySkill.4017101.1,拥入怀抱的暖意,Warmth in the Arms,受け継がれる熱意,품 안의 온기,擁入懷抱的暖意,SecondarySkill.json
SecondarySkill.4017201.1,洋溢的焰火,Fervent Flames,猛る炎,이글거리는 불꽃,洋溢的焰火,SecondarySkill.json
SecondarySkill.4018101.1,潜移默化,Subtle Influence,秘めたる心,자연스러운 변화,潛移默化,SecondarySkill.json
SecondarySkill.4018201.1,绵远流长,Lasting Trends,どこふく風,끝없는 흐름,綿遠流長,SecondarySkill.json
SecondarySkill.4019101.1,破风铳弹,Windbreaking Shots,凶弾の射手,바람을 가르는 탄환,破風槍彈,SecondarySkill.json
SecondarySkill.4019201.1,热斗激奏,Battle Rhapsody,鉛玉の雨,결투의 폭주곡,熱鬥激奏,SecondarySkill.json
SecondarySkill.4020101.1,回忆的碎闪,Flashing Memories,ありふれた特別な時間,기억의 파편,回憶的碎閃,SecondarySkill.json
SecondarySkill.4020201.1,友情的闪光,Radiant Bonds,友情物語,우정의 섬광,友情的閃光,SecondarySkill.json
SecondarySkill.4021101.1,坚固的三角,Unbreakable Trio,ワンフォーオール,튼튼한 삼각형,堅固的三角,SecondarySkill.json
SecondarySkill.4021201.1,同心的瞬间,Moment of Unity,オールフォーワン,동심의 순간,同心的瞬間,SecondarySkill.json
SecondarySkill.4022101.1,战栗之刻,Moment of Terror,戦慄の訪問者,전율의 순간,戰慄之刻,SecondarySkill.json
SecondarySkill.4022201.1,平凡之勇,Humble Courage,静かな足音,평범한 용기,平凡之勇,SecondarySkill.json
SecondarySkill.4023101.1,街头精神,Street Spirit,アウトローのこだわり,스트릿 스피릿,街頭精神,SecondarySkill.json
SecondarySkill.4023201.1,干完这票就跑,Hit and Run,青空に描くアーチスト,끝나면 도망가자,做完這票就閃人,SecondarySkill.json
SecondarySkill.4024101.1,潇洒速降,Graceful Dive,軽やかな着地術,경쾌한 낙하,瀟灑速降,SecondarySkill.json
SecondarySkill.4024201.1,合作精神,Team Spirit,ファイト！協力！,팀워크 정신,合作精神,SecondarySkill.json
SecondarySkill.4026101.1,泷舞溅跃,Splashing Moves,火照りを冷ます飛沫,넘실대는 물보라,瀧舞濺躍,SecondarySkill.json
SecondarySkill.4026201.1,明镜才可止水,Water Mirror,山紫水明,"맑은 거울, 고요한 물결",明鏡才可止水,SecondarySkill.json
SecondarySkill.4027101.1,泼墨狂草,Wild Brushstrokes,墨乱狂走,거친 먹빛,潑墨狂草,SecondarySkill.json
SecondarySkill.4027201.1,龙腾虎跃,Power Unleashed,飛龍天舞,용호질주,龍騰虎躍,SecondarySkill.json
SecondarySkill.4028101.1,芬芳幻象,Fragrant Illusion,香しき面影,향기의 환영,芬芳幻象,SecondarySkill.json
SecondarySkill.4028201.1,花间疏影,Swaying Petals,花影の狭間で,꽃 사이 그림자,花間疏影,SecondarySkill.json
SecondarySkill.4029101.1,喵神诅咒,Meowth's Curse,ネコ神の呪い,야옹신의 저주,喵神詛咒,SecondarySkill.json
SecondarySkill.4029201.1,灭世烈焰,Doomfire,烈火滅世,종말의 불꽃,滅世烈焰,SecondarySkill.json
SecondarySkill.4030101.1,微光洒落,Falling Gleam,差し込む光,은은한 미광,微光灑落,SecondarySkill.json
SecondarySkill.4030201.1,惬意的红茶,Relaxing Tea,安らぎの紅茶,편안한 홍차,愜意的紅茶,SecondarySkill.json
SecondarySkill.4031101.1,刃击水涌,Surging Slash,ほとばしる水刃,물결 칼날,刃擊水湧,SecondarySkill.json
SecondarySkill.4031201.1,中意的劲敌,Preferred Enemy,好敵手,마음 속 숙적,中意的勁敵,SecondarySkill.json
SecondarySkill.4032101.1,神秘负片,Veiled Negative,お宝ショット★,미스터리 필름,神祕負片,SecondarySkill.json
SecondarySkill.4032201.1,新闻大生产,News Spree,そのネタいただき★,뉴스 대량 생산,新聞生產爆發,SecondarySkill.json
SecondarySkill.4033101.1,挖掘真理,Truth Digger,埋葬された真理,진리 발굴,挖掘真理,SecondarySkill.json
SecondarySkill.4033201.1,埋葬过去,Buried Past,過去の遺物,묻혀진 과거,埋葬過去,SecondarySkill.json
SecondarySkill.4036101.1,铁与爱的怀抱,Iron Love Embrace,鉄の香り漂う愛情,철과 사랑의 포옹,鐵與愛的懷抱,SecondarySkill.json
SecondarySkill.4036201.1,私情满溢的禁锢,Prison of Passion,堕落の鎖,감정에 휘둘린 속박,私情滿溢的禁錮,SecondarySkill.json
SecondarySkill.4037101.1,幸运的抓夹,Lucky Clip,幸運を掴め,행운의 집게,幸運的抓夾,SecondarySkill.json
SecondarySkill.4037201.1,突破最高记录,Record Breaker,自分との戦い,최고 기록 돌파,突破最高紀錄,SecondarySkill.json
SecondarySkill.4038101.1,粼粼共舞,Dance of Shimmers,ゆらめくプリズム,파문의 춤사위,粼粼共舞,SecondarySkill.json
SecondarySkill.4038201.1,临光微步,Gleaming Steps,照らす光のカーテン,빛의 발걸음,臨光微步,SecondarySkill.json
SecondarySkill.4039101.1,一望无际的晴空,Azure Horizon,メルヘンなサンセット,광활한 푸른 하늘,一望無際的晴空,SecondarySkill.json
SecondarySkill.4039201.1,漫无止境的阳光,Infinite Sunshine,昼と夜の交わる時間,끝없는 햇빛,漫無止境的陽光,SecondarySkill.json
SecondarySkill.4040101.1,名为团长的热情,Passion of the Captain,燃え上がる情熱,단장이라는 열정,名為團長的熱情,SecondarySkill.json
SecondarySkill.4040201.1,勇气之鼓舞,Inspiration of Courage,勇気を力に,용기의 격려,勇氣之鼓舞,SecondarySkill.json
SecondarySkill.4041101.1,礼炮齐鸣,Salutes Boomed,寒さをぶっ飛ばせ,예포 발사,禮炮齊鳴,SecondarySkill.json
SecondarySkill.4041201.1,圣夜舞乐,Holy Night Revelry,鈴の音を響かせて,이브의 파티타임,聖夜舞樂,SecondarySkill.json
SecondarySkill.4042101.1,温润绵长,Eternal Pulse,まろやかな余韻,부드럽고 따스한 여운,溫潤綿長,SecondarySkill.json
SecondarySkill.4042201.1,爽洌回甘,Bright Refrain,キレのある後味,청량하고 달콤한 끝맛,爽洌回甘,SecondarySkill.json
SecondarySkill.4043101.1,幕后统御,Shadow Mastermind,躍動する影,배후의 지배자,幕後統御,SecondarySkill.json
SecondarySkill.4043201.1,野心蔓延,Growing Ambition,夜を彩る星々,넘치는 야망,野心蔓延,SecondarySkill.json
SecondarySkill.4044101.1,此谓灵丹妙药,The Sovereign Elixir,妙薬の効能,신묘한 영약,此謂靈丹妙藥,SecondarySkill.json
SecondarySkill.4044201.1,春华亦需滋养,Blossom's Requiring,好奇心の誘惑,봄빛 아래 보살핌,春華亦需滋養,SecondarySkill.json
SecondarySkill.4045101.1,落瓣烟消,Fading Petals,花の嵐,지는 꽃과 사라지는 연기,落瓣煙消,SecondarySkill.json
SecondarySkill.4045201.1,浮月蜃景,Lunar Mirage,戦場の花,떠오르는 달의 신기루,浮月蜃景,SecondarySkill.json
SecondarySkill.4046101.1,踏雪无痕,Weightless Tread,ホワイトアウト,흔적 없는 발걸음,踏雪無痕,SecondarySkill.json
SecondarySkill.4046201.1,夜雪无声,Silent Descent,アイスバーン,고요한 눈 오는 밤,夜雪無聲,SecondarySkill.json
SecondarySkill.4047101.1,词句融为思念,Words into Longing,言の葉、想いに溶けて,그리움의 시,詞句融為思念,SecondarySkill.json
SecondarySkill.4047201.1,字字皆是长情,Words of Endless Devotion,文字に秘めた想い,글에 맺힌 진심,字字皆是長情,SecondarySkill.json
SecondarySkill.4048101.1,薯条国度,Kingdom of Fries,ポテトキングダム,감튀 나라,薯條國度,SecondarySkill.json
SecondarySkill.4048201.1,香脆欢愉,Crispy Crunch,聖なる夜に,해피 크리스피,香脆歡愉,SecondarySkill.json
SecondarySkill.4049101.1,踏上星途,Starlight Journey,星の旅路,별의 여정,踏上星途,SecondarySkill.json
SecondarySkill.4049201.1,记忆共鸣,Memory Resonance,記憶の共鳴,기억 공명,記憶共鳴,SecondarySkill.json
SecondarySkill.4050101.1,黯影同律,Umbral Harmony,宴の秘め事,그림자의 공명,黯影同律,SecondarySkill.json
