id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
DictionaryDiagram.40020601.1,游棋保卫战-推动,Chess Defense: Pushing,守れ！星ノ塔-ノックバック,스텔라 디펜스-밀기,遊棋保衛戰-推動,DictionaryDiagram.json
DictionaryDiagram.40020701.1,游棋保卫战-精英重量,Chess Defense: Elite Weight,守れ！星ノ塔-重量（エリート）,스텔라 디펜스-정예 중량,遊棋保衛戰-菁英重量,DictionaryDiagram.json
DictionaryDiagram.40020801.1,游棋保卫战-能量沛沛,Chess Defense: Pep Pep Juice,守れ！星ノ塔-大容量パチパチメテオ,스텔라 디펜스-톡톡메테오,遊棋保衛戰-能量沛沛,DictionaryDiagram.json
DictionaryDiagram.40020901.1,游棋保卫战-翡冷翠,Chess Defense: Firenze,守れ！星ノ塔-フィレン,스텔라 디펜스-피렌,遊棋保衛戰-翡冷翠,DictionaryDiagram.json
DictionaryDiagram.40021001.1,游棋保卫战-首领重量,Chess Defense: Boss Weight,守れ！星ノ塔-重量（首領）,스텔라 디펜스-보스 중량,遊棋保衛戰-首領重量,DictionaryDiagram.json
DictionaryDiagram.40021101.1,游棋保卫战-草丛,Chess Defense - Bush,守れ！星ノ塔-草むら,스텔라 디펜스-수풀,遊棋保衛戰-草叢,DictionaryDiagram.json
DictionaryDiagram.40021102.1,游棋保卫战-清理草丛,Chess Defense - Bush Clearing,守れ！星ノ塔-草むらの除去,스텔라 디펜스-수풀 제거,遊棋保衛戰-清理草叢,DictionaryDiagram.json
DictionaryDiagram.40021201.1,游棋保卫战-注意草丛法术,Chess Defense - Bush Spells,守れ！星ノ塔-草むらの生成,스텔라 디펜스-수풀 마법 주의,遊棋保衛戰-注意草叢法術,DictionaryDiagram.json
DictionaryDiagram.40021301.1,游棋保卫战-注意大规模草丛法术,Chess Defense - Mass Bush Spells,守れ！星ノ塔-草むらの広範囲生成,스텔라 디펜스-광역 수풀 마법 주의,遊棋保衛戰-注意大規模草叢法術,DictionaryDiagram.json
DictionaryDiagram.40022001.1,游棋保卫战-炎热,Chess Defense: Heat,守れ！星ノ塔-ヒートゲージ,스텔라 디펜스-폭염,遊棋保衛戰-炎熱,DictionaryDiagram.json
DictionaryDiagram.40022101.1,游棋保卫战-降温,Chess Defense: Cooling Down,守れ！星ノ塔-冷却,스텔라 디펜스-냉각,遊棋保衛戰-降溫,DictionaryDiagram.json
DictionaryDiagram.40022102.1,游棋保卫战-注意精英怪物,Chess Defense: Watch for Elites,守れ！星ノ塔-エリート,스텔라 디펜스-정예 몬스터 주의,遊棋保衛戰-注意菁英怪物,DictionaryDiagram.json
DictionaryDiagram.40022201.1,游棋保卫战-灭火,Chess Defense: Extinguish the Fire,守れ！星ノ塔-消火,스텔라 디펜스-화재 진압,遊棋保衛戰-滅火,DictionaryDiagram.json
DictionaryDiagram.40022301.1,游棋保卫战-注意首领怪物,Chess Defense: Watch for Boss,守れ！星ノ塔-首領,스텔라 디펜스-보스 몬스터 주의,遊棋保衛戰-注意首領怪物,DictionaryDiagram.json
DictionaryDiagram.40030101.1,玩法说明,Gameplay Introduction,遊び方,콘텐츠 설명,玩法說明,DictionaryDiagram.json
DictionaryDiagram.40030201.1,“慢火温盏”,Gentle Brew,見た目も美しく,“은은한 온기”,「慢火溫盞」,DictionaryDiagram.json
DictionaryDiagram.40030301.1,“悬壶高冲”,High Pouring,華麗なる手さばき,“높게 따르는 찻물”,「懸壺高沖」,DictionaryDiagram.json
DictionaryDiagram.40030401.1,“沸点跃动”,Boiling Beats,リズムに乗って,“끓어오르는 열기”,「沸點躍動」,DictionaryDiagram.json
DictionaryDiagram.40030501.1,“茶韵臻品”,Tea's Elegance,ライン生産方式,“명차의 운치”,「茶韻臻品」,DictionaryDiagram.json
DictionaryDiagram.40040101.1,缭乱碎晶球-基础玩法,Bouncing Bumper Bash: Basics,ブロックくずし-遊び方1,브릭 크러쉬-기본 플레이,繚亂碎晶球-基礎玩法,DictionaryDiagram.json
DictionaryDiagram.40040102.1,缭乱碎晶球-基础玩法,Bouncing Bumper Bash: Basics,ブロックくずし-遊び方2,브릭 크러쉬-기본 플레이,繚亂碎晶球-基礎玩法,DictionaryDiagram.json
DictionaryDiagram.40040103.1,缭乱碎晶球-基础玩法,Bouncing Bumper Bash: Basics,ブロックくずし-遊び方3,브릭 크러쉬-기본 플레이,繚亂碎晶球-基礎玩法,DictionaryDiagram.json
DictionaryDiagram.40040104.1,缭乱碎晶球-机关,Bouncing Bumper Bash: Mechanics,ブロックくずし-ギミック,브릭 크러쉬-장치,繚亂碎晶球-機關,DictionaryDiagram.json
DictionaryDiagram.40040201.1,缭乱碎晶球-道具,Bouncing Bumper Bash: Items,ブロックくずし-アイテム,브릭 크러쉬-아이템,繚亂碎晶球-道具,DictionaryDiagram.json
DictionaryDiagram.40040301.1,缭乱碎晶球-怪物,Bouncing Bumper Bash: Monsters,ブロックくずし-モンスター,브릭 크러쉬-몬스터,繚亂碎晶球-怪物,DictionaryDiagram.json
DictionaryDiagram.40040402.1,缭乱碎晶球-机关,Bouncing Bumper Bash: Mechanics,ブロックくずし-ギミック2,브릭 크러쉬-장치,繚亂碎晶球-機關,DictionaryDiagram.json
DictionaryDiagram.40040501.1,缭乱碎晶球-传送门,Bouncing Bumper Bash: Portal,ブロックくずし-ワープゲート,브릭 크러쉬-워프 포트,繚亂碎晶球-傳送門,DictionaryDiagram.json
DictionaryDiagram.40040601.1,缭乱碎晶球-重力按钮,Bouncing Bumper Bash: Gravity Button,ブロックくずし-重力ボタン,브릭 크러쉬-중력 버튼,繚亂碎晶球-重力按鈕,DictionaryDiagram.json
DictionaryDiagram.40050101.1,命运星牌局,Fatebound Stellar Deck,シャロカード,페이트 하우스,命運星牌局,DictionaryDiagram.json
DictionaryDiagram.40050102.1,牌型,Hand,役,핸드,牌型,DictionaryDiagram.json
DictionaryDiagram.40050103.1,星命牌,Fatebound Stellar Cards,シャロットカード,페이트 카드,星命牌,DictionaryDiagram.json
DictionaryDiagram.40050104.1,合约,Contract,契約,계약,合約,DictionaryDiagram.json
DictionaryDiagram.40050105.1,超越之镜,Transcendence Mirror,超越の鏡,초월의 거울,超越之鏡,DictionaryDiagram.json
DictionaryDiagram.40060101.1,豪礼抛物线-基础入门,Arc of Abundance: Basics,フライングシャロ-遊び方,슈팅 럭키샷-기본 플레이,豪禮拋物線-基礎入門,DictionaryDiagram.json
DictionaryDiagram.40060102.1,豪礼抛物线-购物篮,Arc of Abundance: Shopping Basket,フライングシャロ-買い物カゴ,슈팅 럭키샷-쇼핑 바구니,豪禮拋物線-購物籃,DictionaryDiagram.json
DictionaryDiagram.40060201.1,豪礼抛物线-获得道具,Arc of Abundance: Acquiring Item,フライングシャロ-アイテム,슈팅 럭키샷-아이템 획득,豪禮拋物線-獲得道具,DictionaryDiagram.json
DictionaryDiagram.40060202.1,豪礼抛物线-选择道具,Arc of Abundance: Selecting Item,フライングシャロ-アイテムの選択,슈팅 럭키샷-아이템 선택,豪禮拋物線-選擇道具,DictionaryDiagram.json
DictionaryDiagram.40060203.1,豪礼抛物线-使用道具,Arc of Abundance: Using Items,フライングシャロ-アイテムの使用,슈팅 럭키샷-아이템 사용,豪禮拋物線-使用道具,DictionaryDiagram.json
DictionaryDiagram.40060301.1,豪礼抛物线-鼓风机,Arc of Abundance: Blower,フライングシャロ-扇風機,슈팅 럭키샷-송풍기,豪禮拋物線-鼓風機,DictionaryDiagram.json
DictionaryDiagram.40060401.1,豪礼抛物线-传送盆,Arc of Abundance: Teleport Basin,フライングシャロ-転送ポッド,슈팅 럭키샷-워프 포트,豪禮拋物線-傳送盆,DictionaryDiagram.json
DictionaryDiagram.40060501.1,豪礼抛物线-弹射夏洛克,Arc of Abundance: Pinball Sherlock,フライングシャロ-バウンド・シャロ,슈팅 럭키샷-반사 샤로,豪禮拋物線-彈射夏洛克,DictionaryDiagram.json
DictionaryDiagram.40060701.1,豪礼抛物线-精准盲投,Arc of Abundance: Perfect Blind Toss,フライングシャロ-ブラインドスロー,슈팅 럭키샷-마스터,豪禮拋物線-精準盲投,DictionaryDiagram.json
DictionaryDiagram.40070101.1,钩爪寻宝,Grapple for Treasure,月夜を盗む白き影-遊び方,갈고리 보물찾기,鉤爪尋寶,DictionaryDiagram.json
DictionaryDiagram.40070102.1,物资价值,Supply Value,月夜を盗む白き影-物資の価値,물자 가치,物資價值,DictionaryDiagram.json
DictionaryDiagram.40070103.1,卸下重负,Ditch the Weight,月夜を盗む白き影-重量,중량 해제,卸下重負,DictionaryDiagram.json
DictionaryDiagram.40070201.1,二重搜查,Double Search,月夜を盗む白き影-捜査,이중 수색,二重搜查,DictionaryDiagram.json
DictionaryDiagram.40070202.1,炸弹陷阱,Bomb Trap,月夜を盗む白き影-爆薬,폭탄 함정,炸彈陷阱,DictionaryDiagram.json
DictionaryDiagram.40070301.1,移动装置,Moving Device,月夜を盗む白き影-移動するもの,이동 장치,移動裝置,DictionaryDiagram.json
DictionaryDiagram.40070302.1,无人机,Drone,月夜を盗む白き影-てーさつバード,드론,無人機,DictionaryDiagram.json
DictionaryDiagram.40070303.1,扫地机,Cleaning Bot,月夜を盗む白き影-きゅーいんキャット,청소기,掃地機,DictionaryDiagram.json
DictionaryDiagram.40070304.1,冻结力场,Freeze Field,月夜を盗む白き影-凍結スキル,빙결 역장,凍結力場,DictionaryDiagram.json
DictionaryDiagram.40070401.1,探测神器,Detection Artifact,月夜を盗む白き影-探知神器,탐지 신기,探測神器,DictionaryDiagram.json
DictionaryDiagram.40070402.1,冻结射线,Freeze Ray,月夜を盗む白き影-凍結スキル,빙결 레이저 빔,凍結射線,DictionaryDiagram.json
DictionaryDiagram.40070501.1,行动支援,Mission Support,月夜を盗む白き影-行動支援,작전 지원,行動支援,DictionaryDiagram.json
DictionaryDiagram.40070502.1,特派清单,Special Mission,月夜を盗む白き影-スパイの情報,특파 목록,特派清單,DictionaryDiagram.json
DictionaryDiagram.40070503.1,神秘物资,Mysterious Supply,月夜を盗む白き影-シークレット物資,비밀 물자,神祕物資,DictionaryDiagram.json
DictionaryDiagram.40080101.1,欢迎来到沁凉补给站,Welcome to the Cooling Supply Station,出張、オアシスキッチンカー,웰컴투 청량 스테이션,歡迎來到沁涼補給站,DictionaryDiagram.json
DictionaryDiagram.40080102.1,选择冰淇淋球,Select Ice Cream Scoops,出張、オアシスキッチンカー-アイスクリーム,아이스크림 볼 선택,選擇冰淇淋球,DictionaryDiagram.json
DictionaryDiagram.40080103.1,选择配料,Select Toppings,出張、オアシスキッチンカー-トッピング,토핑 선택,選擇配料,DictionaryDiagram.json
DictionaryDiagram.40080104.1,制作失败,Failed Order,出張、オアシスキッチンカー-ミス,제작 실패,製作失敗,DictionaryDiagram.json
DictionaryDiagram.40080201.1,特殊顾客,Special Customers,出張、オアシスキッチンカー-スペシャルなお客さん,특별 손님,特殊顧客,DictionaryDiagram.json
DictionaryDiagram.40080202.1,夏日酷饮,Summer Drinks,出張、オアシスキッチンカー-サマードリンク,시원한 여름 드링크,夏日酷飲,DictionaryDiagram.json
DictionaryDiagram.40080301.1,欢乐时光,Fever Mode,出張、オアシスキッチンカー-FEVER!!,피버 타임,歡樂時光,DictionaryDiagram.json
DictionaryDiagram.40080401.1,无限挑战,Endless Challenge,出張、オアシスキッチンカー-エンドレスステージ,무한 도전,無限挑戰,DictionaryDiagram.json
DictionaryDiagram.40090101.1,尖兵陷阵,Through Hostile Depths,星界の生存戦略-遊び方,스텔라 배틀러,尖兵陷陣,DictionaryDiagram.json
DictionaryDiagram.40090102.1,棋盘布局,Board Layout,星界の生存戦略-ボードの配置,체스판 배치,棋盤佈局,DictionaryDiagram.json
DictionaryDiagram.40090103.1,阶段和节点,Phases and Nodes,星界の生存戦略-フェーズとノード,페이즈 및 노드,階段與節點,DictionaryDiagram.json
DictionaryDiagram.40090104.1,节点介绍,Node Introduction,星界の生存戦略-ノード,노드 소개,節點介紹,DictionaryDiagram.json
DictionaryDiagram.40090105.1,理智,Sanity (SAN),星界の生存戦略-理性,이성,理智,DictionaryDiagram.json
DictionaryDiagram.40090106.1,战斗胜利/失败,Battle Victory & Defeat,星界の生存戦略-戦闘の勝利/敗北,전투 승리/실패,戰鬥勝利/失敗,DictionaryDiagram.json
DictionaryDiagram.40090107.1,棋子费用,Piece Cost,星界の生存戦略-ユニットのコスト,말 코스트,棋子費用,DictionaryDiagram.json
DictionaryDiagram.40090108.1,棋子星级,Piece Stars,星界の生存戦略-ユニットの☆（レアリティ）,말 성급,棋子星級,DictionaryDiagram.json
DictionaryDiagram.40090109.1,棋子定位,Piece Roles,星界の生存戦略-ユニットタイプ,말 포지션,棋子定位,DictionaryDiagram.json
DictionaryDiagram.40090110.1,羁绊,Traits,星界の生存戦略-シナジー,시너지,羈絆,DictionaryDiagram.json
DictionaryDiagram.40090111.1,羁绊追踪,Track Traits,星界の生存戦略-シナジー対象の追跡,시너지 추적,羈絆追蹤,DictionaryDiagram.json
DictionaryDiagram.40090112.1,方针和祝福,Plans and Blessings,星界の生存戦略-方針と祝福,방침 및 축복,方針和祝福,DictionaryDiagram.json
DictionaryDiagram.40090113.1,贤才金币,Talent Gold,星界の生存戦略-賢者コイン,현자의 금화,賢才金幣,DictionaryDiagram.json
DictionaryDiagram.40090114.1,商店刷新,Shop Refresh,星界の生存戦略-ショップの更新,상점 새로고침,商店刷新,DictionaryDiagram.json
DictionaryDiagram.40090115.1,商店等级,Shop Level,星界の生存戦略-ショップレベル,상점 레벨,商店等級,DictionaryDiagram.json
DictionaryDiagram.40090116.1,棋组攻略,Team Guides,星界の生存戦略-おすすめ構築,덱 공략,棋組攻略,DictionaryDiagram.json
DictionaryDiagram.90010101.1,每日权能点数,Daily Tyrant Points,王権ポイント,일일 로열 포인트,每日權能點數,DictionaryDiagram.json
DictionaryDiagram.90010102.1,特别指派,Special Tasks,特殊任務,특별 지시,特別指派,DictionaryDiagram.json
DictionaryDiagram.90010103.1,每周权能点数,Weekly Tyrant Points,週間王権ポイント,주간 로열 포인트,每週權能點數,DictionaryDiagram.json
DictionaryDiagram.90020101.1,魔王养成,Tyrant Growth,魔王育成,마왕 육성,魔王養成,DictionaryDiagram.json
