category,category_label,id,zh-CN,ja-JP,zh-TW,en-US,ko-KR,th-TH,src_table
10_enemy,敌人,Enemy.7000301,临时佣兵(SG),傭兵バイト（SG）,打體力工的學生 (SG),Part-Timer (SG),용역 알바 (SG),อัลบารับใช้ (SG),enemies.json
10_enemy,敌人,Enemy.7000311,临时佣兵(AR),傭兵バイト（AR）,打體力工的學生 (AR),Part-Timer (AR),용역 알바 (AR),อัลบารับใช้ (AR),enemies.json
10_enemy,敌人,Enemy.7000313,慎重的临时佣兵,慎重な傭兵バイト,慎重的打體力工的學生,Cautious Part-Timer,신중한 용역 알바,อัลบารับใช้สุขุม,enemies.json
10_enemy,敌人,Enemy.7000321,临时佣兵(SR),傭兵バイト（SR）,打體力工的學生 (SR),Part-Timer (SR),용역 알바 (SR),อัลบารับใช้ (SR),enemies.json
10_enemy,敌人,Enemy.7000401,佣兵队长(AR),傭兵隊長（AR）,工地領班 (AR),Labor Captain (AR),용역반장 (AR),หัวหน้าผู้รับใช้ (AR),enemies.json
10_enemy,敌人,Enemy.7000411,佣兵队长(SMG),傭兵隊長（SMG）,工地領班 (SMG),Labor Captain (SMG),용역반장 (SMG),หัวหน้าผู้รับใช้ (SMG),enemies.json
10_enemy,敌人,Enemy.7000421,佣兵队长(MG),傭兵隊長（MG）,工地領班 (MG),Labor Captain (MG),용역반장 (MG),หัวหน้าผู้รับใช้ (MG),enemies.json
10_enemy,敌人,Enemy.7000423,残酷的佣兵队长,無慈悲な傭兵隊長,殘酷的工地領班,Ruthless Labor Captain,무자비한 용역반장,หัวหน้าผู้รับใช้อำมหิต,enemies.json
10_enemy,敌人,Enemy.7000501,黑市警卫(SG),ブラックマーケットガード（SG）,黑市守衛 (SG),Black Market Guard (SG),블랙마켓 가드 (SG),ผู้คุมตลาดมืด (SG),enemies.json
10_enemy,敌人,Enemy.7000511,黑市警卫(AR),ブラックマーケットガード（AR）,黑市守衛 (AR),Black Market Guard (AR),블랙마켓 가드 (AR),ผู้คุมตลาดมืด (AR),enemies.json
10_enemy,敌人,Enemy.7000521,黑市警卫(SR),ブラックマーケットガード（SR）,黑市守衛 (SR),Black Market Guard (SR),블랙마켓 가드 (SR),ผู้คุมตลาดมืด (SR),enemies.json
10_enemy,敌人,Enemy.7000523,冷静的黑市警卫,冷静なブラックマーケットガード,冷靜的黑市守衛,Heartless Black Market Guard,냉정한 블랙마켓 가드,ผู้คุมตลาดมืดเย็นชา,enemies.json
10_enemy,敌人,Enemy.7000531,黑市警卫(RL),ブラックマーケットガード（RL）,黑市守衛 (RL),Black Market Guard (RL),블랙마켓 가드 (RL),ผู้คุมตลาดมืด (RL),enemies.json
10_enemy,敌人,Enemy.7000601,PMC士兵(SG),PMC兵士（SG）,PMC士兵 (SG),PMC Soldier (SG),PMC 병사 (SG),ทหาร PMC (SG),enemies.json
10_enemy,敌人,Enemy.7000611,PMC士兵(AR),PMC兵士（AR）,PMC士兵 (AR),PMC Soldier (AR),PMC 병사 (AR),ทหาร PMC (AR),enemies.json
10_enemy,敌人,Enemy.7000613,慎重的PMC士兵,慎重なPMC兵士,慎重的PMC士兵,Cautious PMC Soldier,신중한 PMC 병사,ทหาร PMC สุขุม,enemies.json
10_enemy,敌人,Enemy.7000621,PMC士兵(SR),PMC兵士（SR）,PMC士兵 (SR),PMC Soldier (SR),PMC 병사 (SR),ทหาร PMC (SR),enemies.json
10_enemy,敌人,Enemy.7000623,冷静的PMC士兵,冷静なPMC兵士,冷靜的PMC士兵,Heartless PMC Soldier,냉정한 PMC 병사,ทหาร PMC เย็นชา,enemies.json
10_enemy,敌人,Enemy.7000631,PMC士兵(HG),PMC兵士（HG）,PMC士兵 (HG),PMC Soldier (HG),PMC 병사 (HG),ทหาร PMC (HG),enemies.json
10_enemy,敌人,Enemy.7000633,聪明的PMC士兵,知的なPMC兵士,聰明的PMC士兵,Intelligent PMC Soldier,지적인 PMC 병사,ทหาร PMC เจ้าเล่ห์,enemies.json
10_enemy,敌人,Enemy.7000701,格黑娜风纪委员(SG),ゲヘナ風紀委員（SG）,格黑娜風紀委員 (SG),Gehenna Prefect Team Member (SG),게헨나 선도부원 (SG),กรรมการวินัยเกเฮนน่า (SG),enemies.json
10_enemy,敌人,Enemy.7000711,格黑娜风纪委员(AR),ゲヘナ風紀委員（AR）,格黑娜風紀委員 (AR),Gehenna Prefect Team Member (AR),게헨나 선도부원 (AR),กรรมการวินัยเกเฮนน่า (AR),enemies.json
10_enemy,敌人,Enemy.7000713,慎重的格黑娜风纪委员,慎重なゲヘナ風紀委員,慎重的格黑娜風紀委員,Cautious Gehenna Prefect Team Member,신중한 게헨나 선도부원,กรรมการวินัยเกเฮนน่าสุขุม,enemies.json
10_enemy,敌人,Enemy.7000721,格黑娜风纪委员(SR),ゲヘナ風紀委員（SR）,格黑娜風紀委員 (SR),Gehenna Prefect Team Member (SR),게헨나 선도부원 (SR),กรรมการวินัยเกเฮนน่า (SR),enemies.json
10_enemy,敌人,Enemy.7000731,格黑娜风纪委员(MG),ゲヘナ風紀委員（MG）,格黑娜風紀委員 (MG),Gehenna Prefect Team Member (MG),게헨나 선도부원 (MG),กรรมการวินัยเกเฮนน่า (MG),enemies.json
10_enemy,敌人,Enemy.7000733,残酷的格黑娜风纪委员,無慈悲なゲヘナ風紀委員,殘酷的格黑娜風紀委員,Ruthless Gehenna Prefect Team Member,무자비한 게헨나 선도부원,กรรมการวินัยเกเฮนน่าอำมหิต,enemies.json
10_enemy,敌人,Enemy.7000801,阿里乌斯学生(SMG),アリウス生徒（SMG）,奧利斯學生(SMG),Arius Student (SMG),아리우스 학생 (SMG),นักเรียนอาเรียส (SMG),enemies.json
10_enemy,敌人,Enemy.7000803,好斗的阿里乌斯学生,好戦的なアリウス生徒,好戰的奧利斯學生,Belligerent Arius Student,호전적인 아리우스 학생,นักเรียนอาเรียสก้าวร้าว,enemies.json
10_enemy,敌人,Enemy.7000811,阿里乌斯学生(GL),アリウス生徒（GL）,奧利斯學生(GL),Arius Student (GL),아리우스 학생 (GL),นักเรียนอาเรียส (GL),enemies.json
10_enemy,敌人,Enemy.7000813,精明的阿里乌斯学生,計算高いアリウス生徒,精明的奧利斯學生,Calculating Arius Student,계산적인 아리우스 학생,นักเรียนอาเรียสนักคำนวณ,enemies.json
10_enemy,敌人,Enemy.7000821,阿里乌斯学生(MG),アリウス生徒（MG）,奧利斯學生(MG),Arius Student (MG),아리우스 학생 (MG),นักเรียนอาเรียส (MG),enemies.json
10_enemy,敌人,Enemy.7000901,魑魅一座・路上流(SG),魑魅一座・路上流（SG）,妖怪劇團．街頭流派 (SG),Street Mouryo (SG),길거리 망량즈 (SG),ปีศาจบนท้องถนน (SG),enemies.json
10_enemy,敌人,Enemy.7000903,鲁莽的魑魅一座・路上流,猪突猛進の魑魅一座・路上流,魯莽的妖怪劇團．街頭流派,Brazen Street Mouryo,저돌적인 길거리 망량즈,ปีศาจบนท้องถนนมุทะลุ,enemies.json
10_enemy,敌人,Enemy.7000911,魑魅一座・路上流(MG),魑魅一座・路上流（MG）,妖怪劇團．街頭流派 (MG),Street Mouryo (MG),길거리 망량즈 (MG),ปีศาจบนท้องถนน (MG),enemies.json
10_enemy,敌人,Enemy.7000921,魑魅一座・路上流(RL),魑魅一座・路上流（RL）,妖怪劇團．街頭流派 (RL),Street Mouryo (RL),길거리 망량즈 (RL),ปีศาจบนท้องถนน (RL),enemies.json
10_enemy,敌人,Enemy.7000923,狡猾的魑魅一座・路上流,狡猾な魑魅一座・路上流,狡猾的妖怪劇團．街頭流派,Conniving Street Mouryo,교활한 길거리 망량즈,ปีศาจบนท้องถนนเจ้าเล่ห์,enemies.json
10_enemy,敌人,Enemy.7000993,般若面的魑魅一座,般若面の魑魅一座,般若面的妖怪劇團,Hannya Mask Mouryo,한냐 가면의 망량즈,ปีศาจหน้ากากฮันยา,enemies.json
10_enemy,敌人,Enemy.7001001,红冬工务部(SG),レッドウィンター工務部（SG）,赤冬工務部成員 (SG),Red Winter Labor Party Member (SG),붉은겨울 용역부원 (SG),สมาชิกผู้รับใช้เรดวินเทอร์ (SG),enemies.json
10_enemy,敌人,Enemy.7001011,红冬工务部(AR),レッドウィンター工務部（AR）,赤冬工務部成員 (AR),Red Winter Labor Party Member (AR),붉은겨울 용역부원 (AR),สมาชิกผู้รับใช้เรดวินเทอร์ (AR),enemies.json
10_enemy,敌人,Enemy.7001021,红冬工务部(SR),レッドウィンター工務部（SR）,赤冬工務部成員 (SR),Red Winter Labor Party Member (SR),붉은겨울 용역부원 (SR),สมาชิกผู้รับใช้เรดวินเทอร์ (SR),enemies.json
10_enemy,敌人,Enemy.7001101,红冬亲卫队(SMG),レッドウィンター親衛隊（SMG）,赤冬親衛隊 (SMG),Red Winter State Guard (SMG),붉은겨울 친위대 (SMG),กองกำลังป้องกันเรดวินเทอร์ (SMG),enemies.json
10_enemy,敌人,Enemy.7001111,红冬亲卫队(GL),レッドウィンター親衛隊（GL）,赤冬親衛隊 (GL),Red Winter State Guard (GL),붉은겨울 친위대 (GL),กองกำลังป้องกันเรดวินเทอร์ (GL),enemies.json
10_enemy,敌人,Enemy.7001131,红冬亲卫队(AR),レッドウィンター親衛隊（AR）,赤冬親衛隊 (AR),Red Winter State Guard (AR),붉은겨울 친위대 (AR),กองกำลังป้องกันเรดวินเทอร์ (AR),enemies.json
10_enemy,敌人,Enemy.7001143,红冬亲卫队小队长,レッドウィンター親衛隊小隊長,赤冬親衛隊小隊長,Red Winter State Guard Squad Leader,붉은겨울 친위대 소대장,หัวหน้ากองกำลังป้องกัน เรดวินเทอร์,enemies.json
10_enemy,敌人,Enemy.7001201,海边混混(SMG),海辺のスケバン（SMG）,海邊太妹 (SMG),Beach Thug (SMG),해변의 불량배 (SMG),แยงกี้สาวริมหาด (SMG),enemies.json
10_enemy,敌人,Enemy.7001211,海边混混(MG),海辺のスケバン（MG）,海邊太妹 (MG),Beach Thug (MG),해변의 불량배 (MG),แยงกี้สาวริมหาด (MG),enemies.json
10_enemy,敌人,Enemy.7001231,海边混混(SR),海辺のスケバン（SR）,海邊太妹 (SR),Beach Thug (SR),해변의 불량배 (SR),แยงกี้สาวริมหาด (SR),enemies.json
10_enemy,敌人,Enemy.7001243,混混突击队长,スケバン突撃隊長,太妹突擊隊長,Thug Commando,불량배 돌격대장,หัวหน้าหน่วยจู่โจมแยงกี้สาว,enemies.json
10_enemy,敌人,Enemy.7001301,玄武商会成员(SG),玄武商会のメンバー（SG）,玄武商會員工 (SG),Black Tortoise Promenade Member (SG),현무상회 직원 (SG),พนักงานย่านการค้าเทพเต่าดำ (SG),enemies.json
10_enemy,敌人,Enemy.7001311,玄武商会成员(AR),玄武商会のメンバー（AR）,玄武商會員工 (AR),Black Tortoise Promenade Member (AR),현무상회 직원 (AR),พนักงานย่านการค้าเทพเต่าดำ (AR),enemies.json
10_enemy,敌人,Enemy.7001321,玄武商会成员(MG),玄武商会のメンバー（MG）,玄武商會員工 (MG),Black Tortoise Promenade Member (MG),현무상회 직원 (MG),พนักงานย่านการค้าเทพเต่าดำ (MG),enemies.json
10_enemy,敌人,Enemy.7001333,玄武商会移动式摊贩,玄武商会の移動式屋台,玄武商會特殊餐車,Black Tortoise Special Food Truck,현무상회 특수 푸드트럭,ฟูดทรัคย่านการค้าเทพเต่าดำ,enemies.json
10_enemy,敌人,Enemy.7001401,兔女郎保镖(SG),バニーガール・ガード（SG）,兔女郎守衛 (SG),Bunny Girl Guard (SG),바니걸 가드 (SG),การ์ดบันนี่เกิร์ล (SG),enemies.json
10_enemy,敌人,Enemy.7001411,兔女郎保镖(AR),バニーガール・ガード（AR）,兔女郎守衛 (AR),Bunny Girl Guard (AR),바니걸 가드 (AR),การ์ดบันนี่เกิร์ล (AR),enemies.json
10_enemy,敌人,Enemy.7001421,兔女郎保镖(SR),バニーガール・ガード（SR）,兔女郎守衛 (SR),Bunny Girl Guard (SR),바니걸 가드 (SR),การ์ดบันนี่เกิร์ล (SR),enemies.json
10_enemy,敌人,Enemy.7001442,冷静的兔女郎保镖,冷静なバニーガール・ガード,冷靜的兔女郎守衛,Heartless Bunny Girl Guard,냉정한 바니걸 가드,การ์ดบันนี่เกิร์ลเย็นชา,enemies.json
10_enemy,敌人,Enemy.7001453,小雪,コユキ,小雪,Koyuki,코유키,โคยูกิ,enemies.json
10_enemy,敌人,Enemy.7001501,温泉开发部成员(SG),温泉開発部員 (SG),溫泉開發部成員（SG）,Hot Springs Member (SG),온천개발부원 (SG),สมาชิกชมรมพัฒนาออนเซ็น (SG),enemies.json
10_enemy,敌人,Enemy.7001511,温泉开发部成员(GL),温泉開発部員 (GL),溫泉開發部成員（GL）,Hot Springs Member (GL),온천개발부원 (GL),สมาชิกชมรมพัฒนาออนเซ็น (GL),enemies.json
10_enemy,敌人,Enemy.7001513,精明的温泉开发部成员,計算的な温泉開発部員,精明的溫泉開發部成員,Calculating Hot Springs Member,계산적인 온천개발부원,สมาชิกชมรมพัฒนาออนเซ็นนักคำนวณ,enemies.json
10_enemy,敌人,Enemy.7001521,温泉开发部成员(RL),温泉開発部員 (RL),溫泉開發部成員（RL）,Hot Springs Member (RL),온천개발부원 (RL),สมาชิกชมรมพัฒนาออนเซ็น (RL),enemies.json
10_enemy,敌人,Enemy.7001533,惠,メグ,惠,Megu,메구,เมกุ,enemies.json
10_enemy,敌人,Enemy.7001701,瓦尔基里警察学校学生(SG),ヴァルキューレ警察学校の生徒（SG）,女武神警察學園學生（SG）,Valkyrie Police Student,발키리 경찰학생 (SG),นักเรียนตำรวจวัลคิรี่ (SG),enemies.json
10_enemy,敌人,Enemy.7001711,瓦尔基里警察学校学生(AR),ヴァルキューレ警察学校の生徒（AR）,女武神警察學園學生（AR）,Valkyrie Police Student (AR),발키리 경찰학생 (AR),นักเรียนตำรวจวัลคิรี่ (AR),enemies.json
10_enemy,敌人,Enemy.7001721,瓦尔基里警察学校学生(SR),ヴァルキューレ警察学校の生徒（SR）,女武神警察學園學生（SR）,Valkyrie Police Student (SR),발키리 경찰학생 (SR),นักเรียนตำรวจวัลคิรี่ (SR),enemies.json
10_enemy,敌人,Enemy.7001723,冷静的瓦尔基里警察学校学生,冷静なヴァルキューレ警察学校の生徒,冷靜的女武神警察學園學生,Heartless Valkyrie Police Student,냉정한 발키리 경찰학생,นักเรียนตำรวจวัลคิรี่เย็นชา,enemies.json
10_enemy,敌人,Enemy.7001812,修复材料保管装置,修復材保管装置,修復材料保管裝置,Restorative Material Storage Device,수복재 보관 장치,เครื่องเก็บวัสดุซ่อมแซม,enemies.json
10_enemy,敌人,Enemy.7001903,慈爱之怪盗,慈愛の怪盗,慈愛の怪盗,Benevolent Phantom Thief,자애의 괴도,慈愛の怪盗,enemies.json
10_enemy,敌人,Enemy.7002001,玄龙门成员(HG),玄龍門構成員（HG）,玄龍門構成員（HG）,Genryumon Member (HG),현룡문 부원 (HG),玄龍門構成員（HG）,enemies.json
10_enemy,敌人,Enemy.7002003,聪明的玄龙门成员(HG),知的な玄龍門構成員（HG）,知的な玄龍門構成員（HG）,Intelligent Genryumon Member (HG),지적인 현룡문 부원,知的な玄龍門構成員（HG）,enemies.json
10_enemy,敌人,Enemy.7002011,玄龙门成员(AR),玄龍門構成員（AR）,玄龍門構成員（AR）,Genryumon Member (AR),현룡문 부원 (AR),玄龍門構成員（AR）,enemies.json
10_enemy,敌人,Enemy.7002021,玄龙门成员(MG),玄龍門構成員（MG）,玄龍門構成員（MG）,Genryumon Member (MG),현룡문 부원 (MG),玄龍門構成員（MG）,enemies.json
10_enemy,敌人,Enemy.7002023,好斗的玄龙门成员(MG),好戦的な玄龍門構成員（MG）,好戦的な玄龍門構成員（MG）,Belligerent Genryumon Member (MG),호전적인 현룡문 부원,好戦的な玄龍門構成員（MG）,enemies.json
10_enemy,敌人,Enemy.7010001,量产型自动机(盾卫),量産型オートマタ（Shield）,量產型自動機 (Shield),Mass-Produced Automaton (Shield),양산형 오토마타 (Shield),หุ่นจักรกลอุตสาหกรรม (โล่),enemies.json
10_enemy,敌人,Enemy.7010011,量产型自动机(AR),量産型オートマタ（AR）,量產型自動機 (AR),Mass-Produced Automaton (AR),양산형 오토마타 (AR),หุ่นจักรกลอุตสาหกรรม (AR),enemies.json
10_enemy,敌人,Enemy.7010021,量产型自动机(RL),量産型オートマタ（RL）,量產型自動機 (RL),Mass-Produced Automaton (RL),양산형 오토마타 (RL),หุ่นจักรกลอุตสาหกรรม (RL),enemies.json
10_enemy,敌人,Enemy.7010023,具攻击性的量产型自动机,攻撃的な量産型オートマタ,具攻擊性的量產型自動機,Aggressive Mass-Produced Automaton,공격적인 양산형 오토마타,หุ่นจักรกลอุตสาหกรรมจู่โจม,enemies.json
10_enemy,敌人,Enemy.7010101,黑市自动机(盾卫),ブラックマーケットオートマタ（Shield）,黑市自動機 (Shield),Black Market Automaton (Shield),블랙마켓 오토마타 (Shield),หุ่นจักรกลตลาดมืด (โล่),enemies.json
10_enemy,敌人,Enemy.7010111,黑市自动机(AR),ブラックマーケットオートマタ（AR）,黑市自動機 (AR),Black Market Automaton (AR),블랙마켓 오토마타 (AR),หุ่นจักรกลตลาดมืด (AR),enemies.json
10_enemy,敌人,Enemy.7010113,敏捷的黑市自动机,素早いブラックマーケットオートマタ,敏捷的黑市自動機,Swift Black Market Automaton,날렵한 블랙마켓 오토마타,หุ่นจักรกลตลาดมืดว่องไว,enemies.json
10_enemy,敌人,Enemy.7010121,黑市自动机(RL),ブラックマーケットオートマタ（RL）,黑市自動機 (RL),Black Market Automaton (RL),블랙마켓 오토마타 (RL),หุ่นจักรกลตลาดมืด (RL),enemies.json
10_enemy,敌人,Enemy.7010123,具攻击性的黑市自动机,攻撃的なブラックマーケットオートマタ,具攻擊性的黑市自動機,Aggressive Black Market Automaton,공격적인 블랙마켓 오토마타,หุ่นจักรกลตลาดมืดจู่โจม,enemies.json
10_enemy,敌人,Enemy.7010201,军用自动机(盾卫),軍用オートマタ（Shield）,軍用自動機 (Shield),Military Automaton (Shield),군용 오토마타 (Shield),หุ่นจักรกลทหาร (โล่),enemies.json
10_enemy,敌人,Enemy.7010211,军用自动机(AR),軍用オートマタ（AR）,軍用自動機 (AR),Military Automaton (AR),군용 오토마타 (AR),หุ่นจักรกลทหาร (AR),enemies.json
10_enemy,敌人,Enemy.7010221,军用自动机(RL),軍用オートマタ（RL）,軍用自動機 (RL),Military Automaton (RL),군용 오토마타 (RL),หุ่นจักรกลทหาร (RL),enemies.json
10_enemy,敌人,Enemy.7010223,具攻击性的军用自动机,攻撃的な軍用オートマタ,具攻擊性的軍用自動機,Aggressive Military Automaton,공격적인 군용 오토마타,หุ่นจักรกลทหารจู่โจม,enemies.json
10_enemy,敌人,Enemy.7010301,实验用自动机(盾卫),実験用オートマタ（Shield）,實驗用自動機 (Shield),Tester Automaton (Shield),실험용 오토마타 (Shield),หุ่นจักรกลทดลอง (โล่),enemies.json
10_enemy,敌人,Enemy.7010311,实验用自动机(AR),実験用オートマタ（AR）,實驗用自動機 (AR),Tester Automaton (AR),실험용 오토마타 (AR),หุ่นจักรกลทดลอง (AR),enemies.json
10_enemy,敌人,Enemy.7010313,敏捷的实验用自动机,素早い実験用オートマタ,敏捷的實驗用自動機,Swift Tester Automaton,날렵한 실험용 오토마타,หุ่นจักรกลทดลองว่องไว,enemies.json
10_enemy,敌人,Enemy.7010321,实验用自动机(RL),実験用オートマタ（RL）,實驗用自動機 (RL),Tester Automaton (RL),실험용 오토마타 (RL),หุ่นจักรกลทดลอง (RL),enemies.json
10_enemy,敌人,Enemy.7010323,具攻击性的实验用自动机,攻撃的な実験用オートマタ,具攻擊性的實驗用自動機,Aggressive Tester Automaton,공격적인 실험용 오토마타,หุ่นจักรกลทดลองจู่โจม,enemies.json
10_enemy,敌人,Enemy.7010401,量产型无人机(火神炮),量産型ドローン（Vulcan）,量產型無人機 (Vulcan),Mass-Produced Drone (Vulcan),양산형 드론 (Vulcan),โดรนอุตสาหกรรม (วัลแคน),enemies.json
10_enemy,敌人,Enemy.7010411,量产型无人机(导弹),量産型ドローン（Missile）,量產型無人機 (Missile),Mass-Produced Drone (Missile),양산형 드론 (Missile),โดรนอุตสาหกรรม (มิสไซล์),enemies.json
10_enemy,敌人,Enemy.7010413,改进过的量产型无人机,改造済み量産型ドローン,改造量產型無人機,Modded Mass-Produced Drone,개조된 양산형 드론,โดรนอุตสาหกรรมดัดแปลง,enemies.json
10_enemy,敌人,Enemy.7010421,黑市无人机(火神炮),ブラックマーケットドローン（Vulcan）,黑市無人機 (Vulcan),Black Market Drone (Vulcan),블랙마켓 드론 (Vulcan),โดรนตลาดมืด (วัลแคน),enemies.json
10_enemy,敌人,Enemy.7010431,黑市无人机(导弹),ブラックマーケットドローン（Missile）,黑市無人機 (Missile),Black Market Drone (Missile),블랙마켓 드론 (Missile),โดรนตลาดมืด (มิสไซล์),enemies.json
10_enemy,敌人,Enemy.7010441,军用无人机(火神炮),軍用ドローン（Vulcan）,軍用無人機 (Vulcan),Military Drone (Vulcan),군용 드론 (Vulcan),โดรนทหาร (วัลแคน),enemies.json
10_enemy,敌人,Enemy.7010451,军用无人机(导弹),軍用ドローン（Missile）,軍用無人機 (Missile),Military Drone (Missile),군용 드론 (Missile),โดรนทหาร (มิสไซล์),enemies.json
10_enemy,敌人,Enemy.7010471,实验用无人机(导弹),実験用ドローン（Missile）,實驗用無人機 (Missile),Tester Drone (Missile),실험용 드론 (Missile),โดรนทดลอง (มิสไซล์),enemies.json
10_enemy,敌人,Enemy.7010501,量产型坦克(加农炮),量産型戦車（Cannon）,量產型戰車 (Cannon),Mass Production Tank (Cannon),양산형 탱크 (Cannon),รถถังอุตสาหกรรม (ปืนใหญ่),enemies.json
10_enemy,敌人,Enemy.7010511,量产型坦克(轨道炮),量産型戦車（Railgun）,量產型戰車 (Railgun),Mass Production Tank (Railgun),양산형 탱크 (Railgun),รถถังอุตสาหกรรม (เรลกัน),enemies.json
10_enemy,敌人,Enemy.7010521,黑市坦克(加农炮),ブラックマーケット戦車（Cannon）,黑市戰車 (Cannon),Black Market Tank (Cannon),블랙마켓 탱크 (Cannon),รถถังตลาดมืด (ปืนใหญ่),enemies.json
10_enemy,敌人,Enemy.7010523,强化过的黑市坦克,強化されたブラックマーケット戦車,強化黑市戰車,Enhanced Black Market Tank,강화된 블랙마켓 탱크,รถถังตลาดมืดเสริมแกร่ง,enemies.json
10_enemy,敌人,Enemy.7010531,黑市坦克(轨道炮),ブラックマーケット戦車（Railgun）,黑市戰車 (Railgun),Black Market Tank (Railgun),블랙마켓 탱크 (Railgun),รถถังตลาดมืด (เรลกัน),enemies.json
10_enemy,敌人,Enemy.7010542,军用坦克(加农炮),軍用戦車（Cannon）,軍用戰車 (Cannon),Military Tank (Cannon),군용 탱크 (Cannon),รถถังทหาร (ปืนใหญ่),enemies.json
10_enemy,敌人,Enemy.7010543,强化过的军用坦克,強化された軍用戦車,強化軍用戰車,Enhanced Military Tank,강화된 군용 탱크,รถถังทหารเสริมแกร่ง,enemies.json
10_enemy,敌人,Enemy.7010551,军用坦克(轨道炮),軍用戦車（Railgun）,軍用戰車 (Railgun),Military Tank (Railgun),군용 탱크 (Railgun),รถถังทหาร (เรลกัน),enemies.json
10_enemy,敌人,Enemy.7010561,实验用坦克(加农炮),実験用戦車（Cannon）,實驗用戰車 (Cannon),Tester Tank (Cannon),실험용 탱크 (Cannon),รถถังทดลอง (ปืนใหญ่),enemies.json
10_enemy,敌人,Enemy.7010563,强化过的实验用坦克,強化された実験用戦車,強化實驗用戰車,Enhanced Tester Tank,강화된 실험용 탱크,รถถังทดลองเสริมแกร่ง,enemies.json
10_enemy,敌人,Enemy.7010572,实验用坦克(轨道炮),実験用戦車（Railgun）,實驗用戰車 (Railgun),Tester Tank (Railgun),실험용 탱크 (Railgun),รถถังทดลอง (เรลกัน),enemies.json
10_enemy,敌人,Enemy.7010573,改造过的实验用坦克,改造済み実験用戦車,改造實驗用戰車,Modded Tester Tank,개조된 실험용 탱크,รถถังทดลองดัดแปลง,enemies.json
10_enemy,敌人,Enemy.7010603,歌利亚,ゴリアテ,歌利亞,Goliath,골리앗,หุ่นยักษ์โกลิอัท,enemies.json
10_enemy,敌人,Enemy.7010613,十字军,クルセイダー,十字軍,Crusader,크루세이더,ครูเซเดอร์,enemies.json
10_enemy,敌人,Enemy.7010703,黑市阿帕切直升机,ブラックマーケットのアパッチ,黑市阿帕契直升機,Black Market Apache,블랙마켓 아파치,อาปาเช่ตลาดมืด,enemies.json
10_enemy,敌人,Enemy.7010803,PMC Power Loader,PMCのパワーローダー,PMC雙足步行機甲,PMC Power Loader,PMC 파워로더,PMC พาวเวอร์โลดเดอร์,enemies.json
10_enemy,敌人,Enemy.7010901,熊机器人(SG),くまロボ（SG）,熊機器人 (SG),Kumabot (SG),쿠마봇 (SG),คุมะบอท (SG),enemies.json
10_enemy,敌人,Enemy.7010911,兔机器人(AR),うさロボ（AR）,兔子機器人 (AR),Usagibot (AR),우사기봇 (AR),อุซากิบอท (AR),enemies.json
