src_table,category,entry_count
Activity/MiniWorld/MiniWorldTrapVo.txt,08_event,14
Activity/MiniWorld/WorldBossQuest.txt,08_event,1
Activity/MiniWorld/WorldBossRankReward.txt,08_event,5
Activity/MiniWorld/WorldBossSplitRankReward.txt,08_event,1
Activity/Mourn/MournItemEffectVo.txt,08_event,300
Activity/Mourn/MournItemVo.txt,08_event,50
Activity/Mourn/MournPlotChapterVo.txt,08_event,10
Activity/Mourn/MournPlotLevelVo.txt,08_event,21
Activity/Mourn/MournPlotVo.txt,08_event,41
Activity/Mourn/MournTowerRankRewardVo.txt,08_event,2
Activity/Promoter/PromoterTasks.txt,08_event,5
ActivityPt/ActivityPtDayTaskVo.txt,08_event,72
ActivityPt/ActivityPtPlanTaskVo.txt,08_event,228
ActivityPt/ActivityPtPlotVo.txt,08_event,261
ActivityRotaryTable/ActivityRotaryTableExchangeRewardVo.txt,08_event,6
ActivityRotaryTable/ActivityRotaryTableRankingRewardVo.txt,08_event,6
Bamboo/BambooActivityCopys.txt,08_event,16
Bamboo/BambooActivitys.txt,08_event,3
Bamboo/BambooEventImageMap.txt,08_event,48
Bamboo/BambooMapEvent.txt,08_event,204
Bamboo/QuestBamboo.txt,08_event,58
Bamboo/QuestBambooChallenge.txt,08_event,30
Bamboo/QuestBambooChallengeTypes.txt,08_event,6
Basic/AccusationVo.txt,12_system,5
Basic/Backpack.txt,12_system,6
Basic/OtherBtns.txt,12_system,9
Basic/QuestCondition.txt,12_system,9
Basic/UIBattleTips.txt,12_system,254
Basic/WaveEndCondition.txt,12_system,3
Basic/WaveEndConditionType.txt,12_system,33
Battle/BattleScene.txt,15_location,136
BeginnerEvent/BeginnerAchievementTaskVo.txt,08_event,20
BeginnerEvent/BeginnerBossRankVo.txt,08_event,24
BeginnerEvent/BeginnerJumpVo.txt,08_event,6
BeginnerEvent/NewDailyDaysTask.txt,08_event,21
BeginnerEvent/NewSevenDaysTask.txt,08_event,144
BeginnerEvent/SevenDaysTask.txt,08_event,144
BossChallenge/BossChallengeQuest.txt,07_stage,81
Card/AttrAddition.txt,16_terminology,32
Card/AttrDefines.txt,16_terminology,78
Card/AttributeColor.txt,16_terminology,11
Card/Card.txt,01_character,494
Card/CardCollectReward.txt,01_character,900
Card/CardRoleVoice.txt,01_character,11838
Card/CardSkin.txt,02_skill,1960
Card/CardUpgradeStarLimit.txt,01_character,24
Card/Carrer.txt,01_character,12
Card/CatType.txt,01_character,131
Card/ExclusiveWeapon.txt,04_equipment,4480
Card/LineupBonusVo.txt,01_character,6
Card/RoleCardSynergies.txt,01_character,820
Card/RoleRace.txt,01_character,8
Card/Roles.txt,01_character,1100
Card/SkinPlacementRoute.txt,01_character,8
CardActivity/CardExperienceVo.txt,08_event,4
CardFavorable/ExpReward.txt,01_character,1
CardFavorable/FavorCardWord.txt,01_character,654
ChaoticRecall/ChaoticRankRewardVo.txt,08_event,196
ChaoticRecall/ChaoticRecallLevelVo.txt,08_event,8118
ChaoticRecall/ChaoticRecallNodeVo.txt,08_event,2121
ChaoticRecall/ChaoticRecallTagVo.txt,08_event,475
ChaoticRecallPassCard/ChaoticRecallPassCardParams.txt,08_event,4
Chat/ChatSystem.txt,14_story,10
Chat/ChatTips.txt,14_story,5
Club/ClubBossPassVo.txt,06_enemy,12
Club/ClubBossTaskVo.txt,11_homeland,5
Club/ClubJob.txt,11_homeland,4
Club/ClubRankRewardVo.txt,11_homeland,11
ClubCatCar/ClubCatCarBossTalkVo.txt,11_homeland,14
ClubCatCar/ClubCatCarOpeningAnimationVo.txt,11_homeland,7
ClubCatCar/ClubCatCarRankRewardVo.txt,11_homeland,10
ClubFeedCat/ClubFeedCatExpVo.txt,11_homeland,80
ClubFeedCat/ClubFeedCatPhaseVo.txt,11_homeland,19
ClubFeedCat/ClubFeedCatSkinRefineVo.txt,11_homeland,77
ClubFeedCat/ClubFeedCatTextVo.txt,11_homeland,16
ClubGVG/ClubGVGBuilding.txt,11_homeland,6
ClubGVG/ClubGVGClubRankRewardVo.txt,11_homeland,36
ClubGVG/ClubGVGPlayerRankRewardVo.txt,11_homeland,15
ClubGVG/ClubGVGTaskVo.txt,11_homeland,11
CnOnly/JobUpgrade.txt,12_system,10
Common/ActionRecommendVo.txt,12_system,254
Common/CommonModuleTipsVo.txt,12_system,4
Common/ElementNames.txt,16_terminology,15
Common/GetModuleRuleInfo.txt,12_system,116
Common/NoviceLevelGuide.txt,12_system,48
Common/PushSettingTextVo.txt,12_system,4
Common/QuestUpBuff.txt,16_terminology,1290
Common/Screen.txt,12_system,110
Common/ShareMessages.txt,12_system,93
Common/SortType.txt,12_system,28
Common/SystemFunctionToggle.txt,12_system,395
Common/SystemJumpModule.txt,12_system,339
Common/SystemToggleFeiXing.txt,12_system,395
Common/UnlockCondition.txt,12_system,30
Compete/CompeteRankRewards.txt,08_event,14
CustomTrain/CustomTrainQuestVo.txt,12_system,12
DailyDungeon/DailyCpLevel.txt,07_stage,36
DailyDungeon/DailyType.txt,07_stage,18
DailyDungeon/TreasureChest.txt,07_stage,6
Directional/DirectionalLevel.txt,07_stage,90
Directional/DirectionalRewards.txt,07_stage,60
Directional/DirectionalType.txt,07_stage,6
Dreamland/DreamlandQuest.txt,07_stage,2
Dreamland/DreamlandTalks.txt,07_stage,113
Dreamland/DreamlandTask.txt,07_stage,4
EntryWelfare/EntryWelfareDesVo.txt,12_system,1
Equipment/EquipFilter.txt,04_equipment,24
Equipment/Equipment.txt,04_equipment,576
Equipment/EquipmentPart.txt,04_equipment,12
Fairyland/FairylandLevel.txt,07_stage,27
Fairyland/FairylandQuest.txt,07_stage,2
FashionPass/FashionPassScheduleVo.txt,10_shop,14
FeatureSign/Letter.txt,12_system,2
FeatureSign/LoginReward.txt,12_system,1
Fishing/FishingBonusEffect.txt,11_homeland,36
Fishing/FishingDriftBottle.txt,11_homeland,200
Fishing/FishingPlace.txt,11_homeland,12
Fishing/FishingRating.txt,11_homeland,6
Fishing/FishingTalk.txt,11_homeland,1616
Fishing/FishingTierodBonus.txt,11_homeland,3
FlipCard/FlipCardTask.txt,08_event,36
GachaSkin/GachaSkinTaskVo.txt,09_gacha,36
GachaSkin/GachaSkinTreasureTaskVo.txt,09_gacha,5
Gachapon/GachaponGuide.txt,09_gacha,2
Gachapon/GachaponTaskVo.txt,09_gacha,10
GlobalAttr/CheckIn/CheckInBonusVo.txt,16_terminology,210
Goods/ActivityGoods.txt,05_item,617
Goods/AlbumGoods.txt,05_item,24
Goods/BattleCardGameCardVo.txt,05_item,144
Goods/CardFavorable.txt,05_item,3
Goods/CardGoods.txt,01_character,486
Goods/ConsumeGoods.txt,05_item,440
Goods/CurrencyGoods.txt,05_item,78
Goods/EquipGoods.txt,04_equipment,1296
Goods/ExchangeUseGoods.txt,05_item,387
Goods/GiftGoods.txt,05_item,1243
Goods/GoodsBait.txt,11_homeland,93
Goods/GoodsCatBlindBox.txt,05_item,180
Goods/GoodsCatEggs.txt,05_item,180
Goods/GoodsClubFeedCatSkinVo.txt,11_homeland,264
Goods/GoodsFish.txt,11_homeland,180
Goods/GoodsFishingLine.txt,11_homeland,18
Goods/GoodsFishingRod.txt,11_homeland,18
Goods/GoodsLoading.txt,05_item,14
Goods/GoodsOptionalGift.txt,05_item,119
Goods/GoodsReel.txt,11_homeland,18
Goods/GoodsShowType.txt,05_item,54
Goods/IgnoreTypeGoods.txt,05_item,12
Goods/LimitGoodsVo.txt,05_item,3
Goods/Live3dGoodsVo.txt,05_item,42
Goods/OtherGoods.txt,05_item,60
Goods/PictureFrameGoods.txt,05_item,949
Goods/RestaurantCooking.txt,11_homeland,252
Goods/RestaurantRecipe.txt,11_homeland,252
Goods/RestaurantRecipeMaterial.txt,11_homeland,143
Goods/SameCardDustGoodsVO.txt,01_character,9
Goods/SameCardGoods.txt,01_character,486
Goods/SkinGoods.txt,01_character,1616
Goods/TipsGoodsCountdown.txt,05_item,92
Grocery/GroceryCoreSpineDialogue.txt,05_item,4
Grocery/GroceryEquipmentVo.txt,05_item,5
Guide/GuideBookDesc.txt,12_system,16
Guide/GuideDesc.txt,12_system,61
Guide/SystemGuideModuleStep.txt,12_system,157
Halloween/HalloweenPlan.txt,08_event,1
Halloween/HalloweenQuest.txt,08_event,6
Halloween/HalloweenRewardPool.txt,08_event,2
HomelandTalent/HomelandTalentLabelVo.txt,11_homeland,3
HomelandTalent/HomelandTalentUpLvVo.txt,11_homeland,451
HomelandTalent/HomelandTalentVo.txt,11_homeland,193
I18N/i18n.txt,13_ui,9923
IllustratedHandbook/IllustratedEncyclopediaArea.txt,12_system,14
IllustratedHandbook/IllustratedEncyclopediaKeyword.txt,12_system,84
IllustratedHandbook/IllustratedRoleCard.txt,12_system,982
IllustratedHandbook/IllustratedType.txt,12_system,8
LadderCompetion/LadderGrade.txt,08_event,40
LadderCompetion/LadderRobot.txt,08_event,119
LadderCompetion/LadderSeasonTask.txt,08_event,12
LadderStuggle/LadderStruggleRankRewardVo.txt,08_event,12
LadderStuggle/LadderTaskVo.txt,08_event,36
LadderStuggleSingle/LadderStruggleRankRewardVo.txt,08_event,12
LadderStuggleSingle/LadderTaskVo.txt,08_event,36
Live3D/Live3DRightBtnInfoVO.txt,14_story,18
Live3D/Live3DTouchTips.txt,14_story,207
Live3DCard/Live3DCard.txt,14_story,20
Live3DCard/Live3DSubTitle.txt,14_story,310
Live3DCard/Live3DSubTitleCN.txt,14_story,310
MaidCoffee/MaidCoffeeAniTxtVo.txt,11_homeland,5
MaidCoffee/MaidCoffeeBusinessTypeVo.txt,11_homeland,2
MaidCoffee/MaidCoffeeCallDesVo.txt,11_homeland,2
MaidCoffee/MaidCoffeeCattyRankVo.txt,11_homeland,10
MaidCoffee/MaidCoffeeClerkSettingVo.txt,11_homeland,1
MaidCoffee/MaidCoffeeGuestChapterVo.txt,11_homeland,3651
MaidCoffee/MaidCoffeeGuestCollectionVo.txt,11_homeland,16
MaidCoffee/MaidCoffeeGuestEventVo.txt,11_homeland,161
MaidCoffee/MaidCoffeeLevelLockVo.txt,11_homeland,37
MaidCoffee/MaidCoffeeLevelUpVo.txt,11_homeland,71
MaidCoffee/MaidCoffeeMenuRecipeScheduleVo.txt,11_homeland,360
MaidCoffee/MaidCoffeeRecipeSkillVo.txt,11_homeland,12
MaidCoffee/MaidCoffeeRenovateInfoVo.txt,11_homeland,200
MaidCoffee/MaidCoffeeRenovateSuitVo.txt,11_homeland,4
MaidCoffee/MaidCoffeeRenovateTypeVo.txt,11_homeland,11
MaidCoffee/MaidCoffeeSkillVo.txt,11_homeland,42
MaidCoffee/MaidCoffeeTakeOutOrderNpc.txt,11_homeland,130
MaidCoffee/MaidCoffeeTalkVo.txt,11_homeland,114
MaidCoffee/MaidCoffeeTipVo.txt,11_homeland,5
MaidCoffee/MaidCoffeeVipOrderRankReward.txt,11_homeland,10
MapDecryption/MapDecryptionGossipPlot.txt,07_stage,82
MapDecryption/MapDecryptionMapQuestRewardsVo.txt,07_stage,40
MapDecryption/MapDecryptionMapQuestVo.txt,07_stage,19
MapDecryption/MapDecryptionRedPacketVo.txt,07_stage,63
MapDecryptionMaze/MapDecryptionMaze_tips.txt,07_stage,11
Maze/MazeAreaInfo.txt,07_stage,3
Maze/MazeAreaTask.txt,07_stage,4
Maze/MazeArg.txt,07_stage,6
Maze/MazeBuff.txt,07_stage,198
Maze/MazeBuffTag.txt,07_stage,12
Maze/MazeChapterVo.txt,07_stage,198
Maze/MazeDebuff.txt,07_stage,20
Maze/MazeEventType.txt,07_stage,21
Maze/MazeItems.txt,07_stage,52
Maze/MazeStoryEvent.txt,07_stage,36
MediumPTActivity/MediumPTPlotVo.txt,08_event,43
MediumPTActivity/MediumPTQuestVo.txt,08_event,6
MessageTicker/MessageTicker.txt,12_system,2
MidFestival/MidFestivalActivityTaskVo.txt,08_event,161
MidFestival/MidFestivalBossQuestVo.txt,08_event,16
MidFestival/MidFestivalBossRankRewardVo.txt,08_event,8
MidFestival/MidFestivalMainEntryVo.txt,08_event,40
MidFestival/MidFestivalMainQuestLevelVo.txt,08_event,352
MidFestival/MidFestivalMainQuestLocationVo.txt,08_event,28
MidFestival/MidFestivalReChallengeLevelVo.txt,08_event,28
MidFestival/MidFestivalSplitRankVo.txt,08_event,8
MonsterCat/CatBallAttributeFlagVo.txt,06_enemy,14
MonsterCat/CatBallDrawVo.txt,06_enemy,1
MonsterCat/Skill.txt,02_skill,336
MonsterCat/SkillCard.txt,02_skill,60
MonsterCat/StarUp.txt,02_skill,420
MusicPlayer/MusicPlayer.txt,12_system,24
NewChapter/ChapterLoadingVo.txt,15_location,232
NewChapter/characterName.txt,14_story,810
NightCat/NightCatBossRankRewardVo.txt,08_event,2
NightCat/NightCatGoods.txt,08_event,50
NightCat/NightCatGoodsEffect.txt,08_event,300
NightCat/NightCatPlot.txt,08_event,53
NightCat/NightCatQuestChapter.txt,08_event,14
NightCat/NightCatQuestPlot.txt,08_event,27
NightCat/NightCatTowerQuest.txt,08_event,80
NightCat/RoleCardCustomizeVo.txt,08_event,243
OpenGrid/OpenGridQuest.txt,07_stage,40
PassCard/PassCardDailyTask.txt,10_shop,1995
PassCard/PassCardEliteTask.txt,10_shop,1272
PassCard/PassCardPar.txt,10_shop,5
PassCard/PassCardPlan.txt,10_shop,50
PreDownloadNew/PreDownloadStory.txt,12_system,20
PreDownloadNew/PreDownloadTestQuestion.txt,12_system,16
PreDownloadNew/PreDownloadTestResult.txt,12_system,68
Quest/Chapter.txt,07_stage,140
Quest/ChapterHard.txt,07_stage,16
Quest/CpLevel.txt,07_stage,356
Quest/CpLevelFeiXing.txt,07_stage,331
Quest/MainChapterPageInfo.txt,07_stage,162
Quest/MainQuestPlot.txt,14_story,694
Quest/MainQuestPlotFeiXing.txt,14_story,676
Quest/MainQuestTask.txt,07_stage,99
Quest/QuestDifficultMain.txt,07_stage,128
Quest/QuestSide.txt,07_stage,134
Quest/QuestSideType.txt,07_stage,48
Region/RegionAnnihilationQuest.txt,12_system,12
Region/RegionAnnihilationType.txt,12_system,6
Region/RegionDailyType.txt,12_system,12
Region/RegionDesc.txt,12_system,11
Region/RegionEntrys.txt,12_system,30
Region/RegionEquipEntryVo.txt,12_system,144
Region/RegionEquipTypeVo.txt,12_system,6
Region/RegionLikability.txt,12_system,72
Region/RegionLikabilityRewardType.txt,12_system,3
Region/RegionLikabilityShowRewardVo.txt,12_system,36
Region/RegionPrimaryMap.txt,15_location,12
Region/RegionQuest.txt,12_system,276
Region/RegionSecondaryMap.txt,15_location,69
Region/RegionSecondaryType.txt,12_system,20
Region/RegionStoreAnimator.txt,12_system,72
Region/RegionStoreGoodType.txt,12_system,4
Region/RegionStores.txt,12_system,12
Region/RegionTaskVo.txt,12_system,312
Regression/RegressionTaskVo.txt,12_system,196
SendWord/SendWordWord.txt,14_story,32
Shop/InvestNewRewards.txt,10_shop,2
Shop/PrivilegeCardRewardVo.txt,10_shop,10
Shop/PrivilegeCardSortVo.txt,10_shop,12
Shop/RoleDialogue.txt,10_shop,4
Shop/ShopGeneral.txt,10_shop,37
Shop/TimeLimitedSaleActivityVo.txt,10_shop,2
Shop/TimeLimitedSaleChestVo.txt,10_shop,6
Shop/TriggerGiftsRewards.txt,10_shop,1180
Skill/BuffEffectOccasion.txt,02_skill,9
Skill/CardSkillKeyword.txt,02_skill,51
Skill/FinalSkillDescription.txt,02_skill,291
Skill/SkillBuffDesc.txt,02_skill,1498
Skill/SkillCard.txt,02_skill,5522
Skill/SkillEffectView.txt,02_skill,471
SnowFestival/SnowFestivalPlotVo.txt,08_event,22
SnowFestival/SnowFestivalQuestVo.txt,08_event,12
SnowFestival/SnowFestivalTaskVo.txt,08_event,16
SpringFestival/SpringFestivalAntiqueRestoration.txt,08_event,8
SpringFestival/SpringFestivalDecryptedMaps.txt,08_event,8
SpringFestival/SpringFestivalFunctionEnter.txt,08_event,7
SpringFestival/SpringFestivalInteractiveLines.txt,08_event,13
SpringFestival/SpringFestivalMainSceneInteraction.txt,08_event,6
SpringFestival/SpringFestivalMainSceneQuestRewards.txt,08_event,8
SpringFestival/SpringFestivalQuest.txt,08_event,8
SpringFestival/SpringFestivalTask.txt,08_event,12
Talent/RoleTalent.txt,03_talent,2536
Tasks/AchievementTag.txt,12_system,10
Tasks/Achievements.txt,12_system,784
Tasks/DailyTask.txt,12_system,12
Tasks/GrowUp.txt,12_system,104
Tasks/GrowUpChest.txt,12_system,26
Tasks/GrowUpTheme.txt,12_system,2
Tasks/MainTask.txt,12_system,99
Tasks/MainTaskFeiXingFeiXing.txt,12_system,101
Tasks/TaskDetailType.txt,12_system,64
ThrowDice/ThrowDiceBuffEffectVo.txt,08_event,44
ThrowDice/ThrowDiceTaskVo.txt,08_event,6
Tower/TowerQuest.txt,07_stage,4580
Tower/TowerType.txt,07_stage,4
TrainField/TrainFieldLevel.txt,07_stage,30
VideoSubtitle/VideoSubtitleVO.txt,14_story,88
Welfare/WelfareSettingVo.txt,12_system,2
WorldBoss/WorldBossRankReward.txt,08_event,1
WorldBoss/WorldBossWeather.txt,08_event,10
